"intervention","space","time","costs"
"oilcubevaszflourzcubefflour","Cities","5",1454258.58
"oilcubevaszflourzcubefflour","Cities","6",1475909.60
"oilcubevaszflourzcubefflour","Cities","7",1453811.70
"oilcubevaszflourzcubefflour","Cities","8",1489818.85
"oilcubevaszflourzcubefflour","Cities","9",1525273.24
"oilcubevaszflourzcubefflour","Cities","10",1536533.53
"oilcubezflour","North","1",319995.93
"oilcubezflour","North","2",270993.15
"oilcubezflour","North","3",389063.35
"oilcubezflour","North","4",721874.74
"oilcubezflour","North","5",754897.28
"oilcubezflour","North","6",785409.50
"oilcubezflour","North","7",761822.25
"oilcubezflour","North","8",806126.24
"oilcubezflour","North","9",826196.10
"oilcubezflour","North","10",822864.74
"oilcubezflour","South","1",371070.87
"oilcubezflour","South","2",299325.44
"oilcubezflour","South","3",462405.93
"oilcubezflour","South","4",821855.47
"oilcubezflour","South","5",868034.53
"oilcubezflour","South","6",899353.54
"oilcubezflour","South","7",866711.58
"oilcubezflour","South","8",915763.77
"oilcubezflour","South","9",945155.61
"oilcubezflour","South","10",944360.14
"oilcubezflour","Cities","1",406089.28
"oilcubezflour","Cities","2",340042.82
"oilcubezflour","Cities","3",488185.36
"oilcubezflour","Cities","4",688839.34
"oilcubezflour","Cities","5",733604.00
"oilcubezflour","Cities","6",751246.45
"oilcubezflour","Cities","7",725092.93
"oilcubezflour","Cities","8",756994.61
"oilcubezflour","Cities","9",788291.08
"oilcubezflour","Cities","10",795338.22
"oilcubezflourfcube","North","1",319995.93
"oilcubezflourfcube","North","2",270993.15
"oilcubezflourfcube","North","3",389063.35
"oilcubezflourfcube","North","4",895169.61
"oilcubezflourfcube","North","5",932243.81
"oilcubezflourfcube","North","6",966848.24
"oilcubezflourfcube","North","7",947394.00
"oilcubezflourfcube","North","8",995871.26
"oilcubezflourfcube","North","9",1020152.94
"oilcubezflourfcube","North","10",1021070.28
"oilcubezflourfcube","South","1",371070.87
"oilcubezflourfcube","South","2",299325.44
"oilcubezflourfcube","South","3",462405.93
"oilcubezflourfcube","South","4",1012511.01
"oilcubezflourfcube","South","5",1063147.62
"oilcubezflourfcube","South","6",1098968.80
"oilcubezflourfcube","South","7",1070873.89
"oilcubezflourfcube","South","8",1124517.43
"oilcubezflourfcube","South","9",1158543.04
"oilcubezflourfcube","South","10",1162421.90
"oilcubezflourfcube","Cities","1",406089.28
"oilcubezflourfcube","Cities","2",340042.82
"oilcubezflourfcube","Cities","3",488185.36
"oilcubezflourfcube","Cities","4",799183.23
"oilcubezflourfcube","Cities","5",846527.75
"oilcubezflourfcube","Cities","6",866775.87
"oilcubezflourfcube","Cities","7",843254.01
"oilcubezflourfcube","Cities","8",877812.98
"oilcubezflourfcube","Cities","9",911791.29
"oilcubezflourfcube","Cities","10",921543.74
"oilcubezflourfcubefflour","North","1",327841.15
"oilcubezflourfcubefflour","North","2",279033.11
"oilcubezflourfcubefflour","North","3",414024.53
"oilcubezflourfcubefflour","North","4",747440.92
"oilcubezflourfcubefflour","North","5",781075.62
"oilcubezflourfcubefflour","North","6",812207.26
"oilcubezflourfcubefflour","North","7",789246.85
"oilcubezflourfcubefflour","North","8",834185.17
"oilcubezflourfcubefflour","North","9",854896.80
"oilcubezflourfcubefflour","North","10",852214.63
"oilcubezflourfcubefflour","South","1",383476.99
"oilcubezflourfcubefflour","South","2",312039.52
"oilcubezflourfcubefflour","South","3",501878.58
"oilcubezflourfcubefflour","South","4",862284.84
"oilcubezflourfcubefflour","South","5",909431.96
"oilcubezflourfcubefflour","South","6",941730.49
"oilcubezflourfcubefflour","South","7",910079.77
"oilcubezflourfcubefflour","South","8",960135.08
"oilcubezflourfcubefflour","South","9",990541.81
"oilcubezflourfcubefflour","South","10",990772.94
"oilcubezflourfcubefflour","Cities","1",419059.35
"oilcubezflourfcubefflour","Cities","2",353334.85
"oilcubezflourfcubefflour","Cities","3",529452.31
"oilcubezflourfcubefflour","Cities","4",731106.50
"oilcubezflourfcubefflour","Cities","5",776883.23
"oilcubezflourfcubefflour","Cities","6",795549.72
"oilcubezflourfcubefflour","Cities","7",770432.51
"oilcubezflourfcubefflour","Cities","8",803382.90
"oilcubezflourfcubefflour","Cities","9",835740.39
"oilcubezflourfcubefflour","Cities","10",843860.78
"oilcubezflourfflour","North","1",327841.15
"oilcubezflourfflour","North","2",279033.11
"oilcubezflourfflour","North","3",414024.53
"oilcubezflourfflour","North","4",747440.92
"oilcubezflourfflour","North","5",781075.62
"oilcubezflourfflour","North","6",812207.26
"oilcubezflourfflour","North","7",789246.85
"oilcubezflourfflour","North","8",834185.17
"oilcubezflourfflour","North","9",854896.80
"oilcubezflourfflour","North","10",852214.63
"oilcubezflourfflour","South","1",383476.99
"oilcubezflourfflour","South","2",312039.52
"oilcubezflourfflour","South","3",501878.58
"oilcubezflourfflour","South","4",862284.84
"oilcubezflourfflour","South","5",909431.96
"oilcubezflourfflour","South","6",941730.49
"oilcubezflourfflour","South","7",910079.77
"oilcubezflourfflour","South","8",960135.08
"oilcubezflourfflour","South","9",990541.81
"oilcubezflourfflour","South","10",990772.94
"oilcubezflourfflour","Cities","1",419059.35
"oilcubezflourfflour","Cities","2",353334.85
"oilcubezflourfflour","Cities","3",529452.31
"oilcubezflourfflour","Cities","4",731106.50
"oilcubezflourfflour","Cities","5",776883.23
"oilcubezflourfflour","Cities","6",795549.72
"oilcubezflourfflour","Cities","7",770432.51
"oilcubezflourfflour","Cities","8",803382.90
"oilcubezflourfflour","Cities","9",835740.39
"oilcubezflourfflour","Cities","10",843860.78
"oilcubezflourzcube","North","1",319995.93
"oilcubezflourzcube","North","2",270993.15
"oilcubezflourzcube","North","3",389063.35
"oilcubezflourzcube","North","4",890162.55
"oilcubezflourzcube","North","5",927119.68
"oilcubezflourzcube","North","6",961605.88
"oilcubezflourzcube","North","7",942032.22
"oilcubezflourzcube","North","8",990388.91
"oilcubezflourzcube","North","9",1014548.89
"oilcubezflourzcube","North","10",1015343.47
"oilcubezflourzcube","South","1",371070.87
"oilcubezflourzcube","South","2",299325.44
"oilcubezflourzcube","South","3",462405.93
"oilcubezflourzcube","South","4",1007002.34
"oilcubezflourzcube","South","5",1057510.17
"oilcubezflourzcube","South","6",1093201.26
"oilcubezflourzcube","South","7",1064974.97
"oilcubezflourzcube","South","8",1118485.86
"oilcubezflourzcube","South","9",1152377.58
"oilcubezflourzcube","South","10",1156121.38
"oilcubezflourzcube","Cities","1",406089.28
"oilcubezflourzcube","Cities","2",340042.82
"oilcubezflourzcube","Cities","3",488185.36
"oilcubezflourzcube","Cities","4",795995.03
"oilcubezflourzcube","Cities","5",843265.01
"oilcubezflourzcube","Cities","6",863437.85
"oilcubezflourzcube","Cities","7",839839.95
"oilcubezflourzcube","Cities","8",874322.14
"oilcubezflourzcube","Cities","9",908222.96
"oilcubezflourzcube","Cities","10",917897.25
"oilcubezflourzcubefcube","North","1",389574.74
"oilcubezflourzcubefcube","North","2",324951.59
"oilcubezflourzcubefcube","North","3",488406.70
"oilcubezflourzcubefcube","North","4",1016360.18
"oilcubezflourzcubefcube","North","5",1054667.42
"oilcubezflourzcubefcube","North","6",1113018.08
"oilcubezflourzcubefcube","North","7",1072320.80
"oilcubezflourzcubefcube","North","8",1152775.15
"oilcubezflourzcubefcube","North","9",1170132.42
"oilcubezflourzcubefcube","North","10",1149841.93
"oilcubezflourzcubefcube","South","1",447620.08
"oilcubezflourzcubefcube","South","2",358689.44
"oilcubezflourzcubefcube","South","3",571701.49
"oilcubezflourzcubefcube","South","4",1145842.45
"oilcubezflourzcubefcube","South","5",1197835.63
"oilcubezflourzcubefcube","South","6",1259781.93
"oilcubezflourzcubefcube","South","7",1208315.85
"oilcubezflourzcubefcube","South","8",1297139.94
"oilcubezflourzcubefcube","South","9",1323547.46
"oilcubezflourzcubefcube","South","10",1304093.89
"oilcubezflourzcubefcube","Cities","1",450392.94
"oilcubezflourzcubefcube","Cities","2",374400.36
"oilcubezflourzcubefcube","Cities","3",551441.31
"oilcubezflourzcubefcube","Cities","4",876350.20
"oilcubezflourzcubefcube","Cities","5",924479.85
"oilcubezflourzcubefcube","Cities","6",959848.16
"oilcubezflourzcubefcube","Cities","7",922799.98
"oilcubezflourzcubefcube","Cities","8",977720.07
"oilcubezflourzcubefcube","Cities","9",1007289.32
"oilcubezflourzcubefcube","Cities","10",1003537.89
"oilcubezflourzcubefcubefflour","North","1",327841.15
"oilcubezflourzcubefcubefflour","North","2",279033.11
"oilcubezflourzcubefcubefflour","North","3",414024.53
"oilcubezflourzcubefcubefflour","North","4",915728.73
"oilcubezflourzcubefcubefflour","North","5",953298.03
"oilcubezflourzcubefcubefflour","North","6",988403.64
"oilcubezflourzcubefcubefflour","North","7",969456.81
"oilcubezflourzcubefcubefflour","North","8",1018447.84
"oilcubezflourzcubefcubefflour","North","9",1043249.60
"oilcubezflourzcubefcubefflour","North","10",1044693.36
"oilcubezflourzcubefcubefflour","South","1",383476.99
"oilcubezflourzcubefcubefflour","South","2",312039.52
"oilcubezflourzcubefcubefflour","South","3",501878.58
"oilcubezflourzcubefcubefflour","South","4",1047431.71
"oilcubezflourzcubefcubefflour","South","5",1098907.60
"oilcubezflourzcubefcubefflour","South","6",1135578.21
"oilcubezflourzcubefcubefflour","South","7",1108343.17
"oilcubezflourzcubefcubefflour","South","8",1162857.17
"oilcubezflourzcubefcubefflour","South","9",1197763.78
"oilcubezflourzcubefcubefflour","South","10",1202534.18
"oilcubezflourzcubefcubefflour","Cities","1",419059.35
"oilcubezflourzcubefcubefflour","Cities","2",353334.85
"oilcubezflourzcubefcubefflour","Cities","3",529452.31
"oilcubezflourzcubefcubefflour","Cities","4",838262.19
"oilcubezflourzcubefcubefflour","Cities","5",886544.24
"oilcubezflourzcubefcubefflour","Cities","6",907741.12
"oilcubezflourzcubefcubefflour","Cities","7",885179.52
"oilcubezflourzcubefcubefflour","Cities","8",920710.43
"oilcubezflourzcubefcubefflour","Cities","9",955672.27
"oilcubezflourzcubefcubefflour","Cities","10",966419.82
"oilcubezflourzcubefflour","North","1",327841.15
"oilcubezflourzcubefflour","North","2",279033.11
"oilcubezflourzcubefflour","North","3",414024.53
"oilcubezflourzcubefflour","North","4",915728.73
"oilcubezflourzcubefflour","North","5",953298.03
"oilcubezflourzcubefflour","North","6",988403.64
"oilcubezflourzcubefflour","North","7",969456.81
"oilcubezflourzcubefflour","North","8",1018447.84
"oilcubezflourzcubefflour","North","9",1043249.60
"oilcubezflourzcubefflour","North","10",1044693.36
"oilcubezflourzcubefflour","South","1",383476.99
"oilcubezflourzcubefflour","South","2",312039.52
"oilcubezflourzcubefflour","South","3",501878.58
"oilcubezflourzcubefflour","South","4",1047431.71
"oilcubezflourzcubefflour","South","5",1098907.60
"oilcubezflourzcubefflour","South","6",1135578.21
"oilcubezflourzcubefflour","South","7",1108343.17
"oilcubezflourzcubefflour","South","8",1162857.17
"oilcubezflourzcubefflour","South","9",1197763.78
"oilcubezflourzcubefflour","South","10",1202534.18
"oilcubezflourzcubefflour","Cities","1",419059.35
"oilcubezflourzcubefflour","Cities","2",353334.85
"oilcubezflourzcubefflour","Cities","3",529452.31
"oilcubezflourzcubefflour","Cities","4",838262.19
"oilcubezflourzcubefflour","Cities","5",886544.24
"oilcubezflourzcubefflour","Cities","6",907741.12
"oilcubezflourzcubefflour","Cities","7",885179.52
"oilcubezflourzcubefflour","Cities","8",920710.43
"oilcubezflourzcubefflour","Cities","9",955672.27
"oilcubezflourzcubefflour","Cities","10",966419.82
"oilfcube","North","1",203198.09
"oilfcube","North","2",189909.05
"oilfcube","North","3",237654.59
"oilfcube","North","4",266897.96
"oilfcube","North","5",270664.95
"oilfcube","North","6",296974.28
"oilfcube","North","7",278324.20
"oilfcube","North","8",312924.35
"oilfcube","North","9",308652.74
"oilfcube","North","10",290127.19
"oilfcube","South","1",186371.24
"oilfcube","South","2",171102.15
"oilfcube","South","3",222973.93
"oilfcube","South","4",254482.07
"oilfcube","South","5",257953.87
"oilfcube","South","6",286218.52
"oilfcube","South","7",265011.74
"oilfcube","South","8",302381.74
"oilfcube","South","9",296977.86
"oilfcube","South","10",275884.16
"oilfcube","Cities","1",212993.81
"oilfcube","Cities","2",205990.92
"oilfcube","Cities","3",237869.56
"oilfcube","Cities","4",257984.93
"oilfcube","Cities","5",261895.83
"oilfcube","Cities","6",280177.88
"oilfcube","Cities","7",269850.38
"oilfcube","Cities","8",293447.58
"oilfcube","Cities","9",292311.46
"oilfcube","Cities","10",282117.05
"oilfcubefflour","North","1",239397.27
"oilfcubefflour","North","2",205740.60
"oilfcubefflour","North","3",254657.24
"oilfcubefflour","North","4",243648.33
"oilfcubefflour","North","5",267070.21
"oilfcubefflour","North","6",265383.08
"oilfcubefflour","North","7",254499.62
"oilfcubefflour","North","8",258202.11
"oilfcubefflour","North","9",276490.21
"oilfcubefflour","North","10",285581.74
"oilfcubefflour","South","1",277095.03
"oilfcubefflour","South","2",222102.15
"oilfcubefflour","South","3",297663.36
"oilfcubefflour","South","4",278439.96
"oilfcubefflour","South","5",313642.40
"oilfcubefflour","South","6",309117.85
"oilfcubefflour","South","7",290028.86
"oilfcubefflour","South","8",293982.66
"oilfcubefflour","South","9",320980.98
"oilfcubefflour","South","10",333413.66
"oilfcubefflour","Cities","1",343567.16
"oilfcubefflour","Cities","2",287014.39
"oilfcubefflour","Cities","3",366962.61
"oilfcubefflour","Cities","4",347827.77
"oilfcubefflour","Cities","5",385605.00
"oilfcubefflour","Cities","6",381860.58
"oilfcubefflour","Cities","7",362901.34
"oilfcubefflour","Cities","8",368044.65
"oilfcubefflour","Cities","9",397290.09
"oilfcubefflour","Cities","10",411320.41
"oilfflour","North","1",239397.27
"oilfflour","North","2",205740.60
"oilfflour","North","3",254657.24
"oilfflour","North","4",243648.33
"oilfflour","North","5",267070.21
"oilfflour","North","6",265383.08
"oilfflour","North","7",254499.62
"oilfflour","North","8",258202.11
"oilfflour","North","9",276490.21
"oilfflour","North","10",285581.74
"oilfflour","South","1",277095.03
"oilfflour","South","2",222102.15
"oilfflour","South","3",297663.36
"oilfflour","South","4",278439.96
"oilfflour","South","5",313642.40
"oilfflour","South","6",309117.85
"oilfflour","South","7",290028.86
"oilfflour","South","8",293982.66
"oilfflour","South","9",320980.98
"oilfflour","South","10",333413.66
"oilfflour","Cities","1",343567.16
"oilfflour","Cities","2",287014.39
"oilfflour","Cities","3",366962.61
"oilfflour","Cities","4",347827.77
"oilfflour","Cities","5",385605.00
"oilfflour","Cities","6",381860.58
"oilfflour","Cities","7",362901.34
"oilfflour","Cities","8",368044.65
"oilfflour","Cities","9",397290.09
"oilfflour","Cities","10",411320.41
"oilvas","North","1",1154476.87
"oilvas","North","2",1157852.36
"oilvas","North","3",1161275.53
"oilvas","North","4",1164736.26
"oilvas","North","5",1168220.98
"oilvas","North","6",1171717.41
"oilvas","North","7",1175219.29
"oilvas","North","8",1178725.98
"oilvas","North","9",1182237.07
"oilvas","North","10",1185748.61
"oilvas","South","1",1481994.84
"oilvas","South","2",1484216.95
"oilvas","South","3",1486441.07
"oilvas","South","4",1488664.78
"oilvas","South","5",1490884.96
"oilvas","South","6",1493100.72
"oilvas","South","7",1495316.41
"oilvas","South","8",1497538.06
"oilvas","South","9",1499768.40
"oilvas","South","10",1502007.03
"oilvas","Cities","1",734628.29
"oilvas","Cities","2",738014.72
"oilvas","Cities","3",741436.80
"oilvas","Cities","4",744896.58
"oilvas","Cities","5",748395.34
"oilvas","Cities","6",751936.06
"oilvas","Cities","7",755522.53
"oilvas","Cities","8",759158.07
"oilvas","Cities","9",762846.07
"oilvas","Cities","10",766590.13
"oilvasfcube","North","1",1224055.68
"oilvasfcube","North","2",1211810.80
"oilvasfcube","North","3",1260618.89
"oilvasfcube","North","4",1290933.89
"oilvasfcube","North","5",1295768.73
"oilvasfcube","North","6",1323129.61
"oilvasfcube","North","7",1305507.86
"oilvasfcube","North","8",1341112.22
"oilvasfcube","North","9",1337820.60
"oilvasfcube","North","10",1320247.07
"oilvasfcube","South","1",1558544.05
"oilvasfcube","South","2",1543580.94
"oilvasfcube","South","3",1595736.63
"oilvasfcube","South","4",1627504.88
"oilvasfcube","South","5",1631210.43
"oilvasfcube","South","6",1659681.39
"oilvasfcube","South","7",1638657.29
"oilvasfcube","South","8",1676192.15
"oilvasfcube","South","9",1670938.28
"oilvasfcube","South","10",1649979.53
"oilvasfcube","Cities","1",778931.94
"oilvasfcube","Cities","2",772372.25
"oilvasfcube","Cities","3",804692.76
"oilvasfcube","Cities","4",825251.74
"oilvasfcube","Cities","5",829610.18
"oilvasfcube","Cities","6",848346.37
"oilvasfcube","Cities","7",838482.56
"oilvasfcube","Cities","8",862555.99
"oilvasfcube","Cities","9",861912.43
"oilvasfcube","Cities","10",852230.76
"oilvasfcubefflour","North","1",1260254.87
"oilvasfcubefflour","North","2",1227642.36
"oilvasfcubefflour","North","3",1277621.53
"oilvasfcubefflour","North","4",1267684.26
"oilvasfcubefflour","North","5",1292173.98
"oilvasfcubefflour","North","6",1291538.41
"oilvasfcubefflour","North","7",1281683.29
"oilvasfcubefflour","North","8",1286389.98
"oilvasfcubefflour","North","9",1305658.07
"oilvasfcubefflour","North","10",1315701.61
"oilvasfcubefflour","South","1",1649267.84
"oilvasfcubefflour","South","2",1594580.95
"oilvasfcubefflour","South","3",1670426.07
"oilvasfcubefflour","South","4",1651462.78
"oilvasfcubefflour","South","5",1686898.96
"oilvasfcubefflour","South","6",1682580.72
"oilvasfcubefflour","South","7",1663674.41
"oilvasfcubefflour","South","8",1667793.06
"oilvasfcubefflour","South","9",1694941.40
"oilvasfcubefflour","South","10",1707509.03
"oilvasfcubefflour","Cities","1",909505.29
"oilvasfcubefflour","Cities","2",853395.72
"oilvasfcubefflour","Cities","3",933785.80
"oilvasfcubefflour","Cities","4",915094.58
"oilvasfcubefflour","Cities","5",953319.34
"oilvasfcubefflour","Cities","6",950029.06
"oilvasfcubefflour","Cities","7",931533.53
"oilvasfcubefflour","Cities","8",937153.07
"oilvasfcubefflour","Cities","9",966891.07
"oilvasfcubefflour","Cities","10",981434.13
"oilvasfflour","North","1",1260254.87
"oilvasfflour","North","2",1227642.36
"oilvasfflour","North","3",1277621.53
"oilvasfflour","North","4",1267684.26
"oilvasfflour","North","5",1292173.98
"oilvasfflour","North","6",1291538.41
"oilvasfflour","North","7",1281683.29
"oilvasfflour","North","8",1286389.98
"oilvasfflour","North","9",1305658.07
"oilvasfflour","North","10",1315701.61
"oilvasfflour","South","1",1649267.84
"oilvasfflour","South","2",1594580.95
"oilvasfflour","South","3",1670426.07
"oilvasfflour","South","4",1651462.78
"oilvasfflour","South","5",1686898.96
"oilvasfflour","South","6",1682580.72
"oilvasfflour","South","7",1663674.41
"oilvasfflour","South","8",1667793.06
"oilvasfflour","South","9",1694941.40
"oilvasfflour","South","10",1707509.03
"oilvasfflour","Cities","1",909505.29
"oilvasfflour","Cities","2",853395.72
"oilvasfflour","Cities","3",933785.80
"oilvasfflour","Cities","4",915094.58
"oilvasfflour","Cities","5",953319.34
"oilvasfflour","Cities","6",950029.06
"oilvasfflour","Cities","7",931533.53
"oilvasfflour","Cities","8",937153.07
"oilvasfflour","Cities","9",966891.07
"oilvasfflour","Cities","10",981434.13
"oilvaszflour","North","1",1271274.71
"oilvaszflour","North","2",1238936.46
"oilvaszflour","North","3",1312684.29
"oilvaszflour","North","4",1303596.63
"oilvaszflour","North","5",1328946.05
"oilvaszflour","North","6",1329180.56
"oilvaszflour","North","7",1320206.04
"oilvaszflour","North","8",1325803.87
"oilvaszflour","North","9",1345973.41
"oilvaszflour","North","10",1356928.87
"oilvaszflour","South","1",1666694.47
"oilvaszflour","South","2",1612440.24
"oilvaszflour","South","3",1725873.06
"oilvaszflour","South","4",1708253.24
"oilvaszflour","South","5",1745049.42
"oilvaszflour","South","6",1742106.91
"oilvaszflour","South","7",1724592.89
"oilvaszflour","South","8",1730121.39
"oilvaszflour","South","9",1758694.77
"oilvaszflour","South","10",1772704.92
"oilvaszflour","Cities","1",927723.75
"oilvaszflour","Cities","2",872066.62
"oilvaszflour","Cities","3",991752.60
"oilvaszflour","Cities","4",974466.81
"oilvaszflour","Cities","5",1014113.28
"oilvaszflour","Cities","6",1012261.25
"oilvaszflour","Cities","7",995221.17
"oilvaszflour","Cities","8",1002313.87
"oilvaszflour","Cities","9",1033542.38
"oilvaszflour","Cities","10",1049593.06
"oilvaszflourfcube","North","1",1340853.52
"oilvaszflourfcube","North","2",1292894.91
"oilvaszflourfcube","North","3",1412027.64
"oilvaszflourfcube","North","4",1429794.26
"oilvaszflourfcube","North","5",1456493.79
"oilvaszflourfcube","North","6",1480592.77
"oilvaszflourfcube","North","7",1450494.61
"oilvaszflourfcube","North","8",1488190.11
"oilvaszflourfcube","North","9",1501556.94
"oilvaszflourfcube","North","10",1491427.33
"oilvaszflourfcube","South","1",1743243.68
"oilvaszflourfcube","South","2",1671804.23
"oilvaszflourfcube","South","3",1835168.63
"oilvaszflourfcube","South","4",1847093.34
"oilvaszflourfcube","South","5",1885374.88
"oilvaszflourfcube","South","6",1908687.58
"oilvaszflourfcube","South","7",1867933.77
"oilvaszflourfcube","South","8",1908775.47
"oilvaszflourfcube","South","9",1929864.65
"oilvaszflourfcube","South","10",1920677.43
"oilvaszflourfcube","Cities","1",972027.41
"oilvaszflourfcube","Cities","2",906424.15
"oilvaszflourfcube","Cities","3",1055008.55
"oilvaszflourfcube","Cities","4",1054821.98
"oilvaszflourfcube","Cities","5",1095328.11
"oilvaszflourfcube","Cities","6",1108671.56
"oilvaszflourfcube","Cities","7",1078181.20
"oilvaszflourfcube","Cities","8",1105711.79
"oilvaszflourfcube","Cities","9",1132608.74
"oilvaszflourfcube","Cities","10",1135233.70
"oilvaszflourfcubefflour","North","1",1279119.93
"oilvaszflourfcubefflour","North","2",1246976.42
"oilvaszflourfcubefflour","North","3",1337645.47
"oilvaszflourfcubefflour","North","4",1329162.80
"oilvaszflourfcubefflour","North","5",1355124.40
"oilvaszflourfcubefflour","North","6",1355978.32
"oilvaszflourfcubefflour","North","7",1347630.63
"oilvaszflourfcubefflour","North","8",1353862.80
"oilvaszflourfcubefflour","North","9",1374674.12
"oilvaszflourfcubefflour","North","10",1386278.76
"oilvaszflourfcubefflour","South","1",1679100.60
"oilvaszflourfcubefflour","South","2",1625154.32
"oilvaszflourfcubefflour","South","3",1765345.72
"oilvaszflourfcubefflour","South","4",1748682.61
"oilvaszflourfcubefflour","South","5",1786446.85
"oilvaszflourfcubefflour","South","6",1784483.86
"oilvaszflourfcubefflour","South","7",1767961.09
"oilvaszflourfcubefflour","South","8",1774492.70
"oilvaszflourfcubefflour","South","9",1804080.97
"oilvaszflourfcubefflour","South","10",1819117.72
"oilvaszflourfcubefflour","Cities","1",940693.82
"oilvaszflourfcubefflour","Cities","2",885358.64
"oilvaszflourfcubefflour","Cities","3",1033019.55
"oilvaszflourfcubefflour","Cities","4",1016733.97
"oilvaszflourfcubefflour","Cities","5",1057392.51
"oilvaszflourfcubefflour","Cities","6",1056564.52
"oilvaszflourfcubefflour","Cities","7",1040560.74
"oilvaszflourfcubefflour","Cities","8",1048702.16
"oilvaszflourfcubefflour","Cities","9",1080991.68
"oilvaszflourfcubefflour","Cities","10",1098115.63
"oilvaszflourfflour","North","1",1279119.93
"oilvaszflourfflour","North","2",1246976.42
"oilvaszflourfflour","North","3",1337645.47
"oilvaszflourfflour","North","4",1329162.80
"oilvaszflourfflour","North","5",1355124.40
"oilvaszflourfflour","North","6",1355978.32
"oilvaszflourfflour","North","7",1347630.63
"oilvaszflourfflour","North","8",1353862.80
"oilvaszflourfflour","North","9",1374674.12
"oilvaszflourfflour","North","10",1386278.76
"oilvaszflourfflour","South","1",1679100.60
"oilvaszflourfflour","South","2",1625154.32
"oilvaszflourfflour","South","3",1765345.72
"oilvaszflourfflour","South","4",1748682.61
"oilvaszflourfflour","South","5",1786446.85
"oilvaszflourfflour","South","6",1784483.86
"oilvaszflourfflour","South","7",1767961.09
"oilvaszflourfflour","South","8",1774492.70
"oilvaszflourfflour","South","9",1804080.97
"oilvaszflourfflour","South","10",1819117.72
"oilvaszflourfflour","Cities","1",940693.82
"oilvaszflourfflour","Cities","2",885358.64
"oilvaszflourfflour","Cities","3",1033019.55
"oilvaszflourfflour","Cities","4",1016733.97
"oilvaszflourfflour","Cities","5",1057392.51
"oilvaszflourfflour","Cities","6",1056564.52
"oilvaszflourfflour","Cities","7",1040560.74
"oilvaszflourfflour","Cities","8",1048702.16
"oilvaszflourfflour","Cities","9",1080991.68
"oilvaszflourfflour","Cities","10",1098115.63
"oilvaszflourfflour33","North","1",1241008.83
"oilvaszflourfflour33","North","2",1208865.32
"oilvaszflourfflour33","North","3",1213135.90
"oilvaszflourfflour33","North","4",1217454.43
"oilvaszflourfflour33","North","5",1221807.13
"oilvaszflourfflour33","North","6",1226181.80
"oilvaszflourfflour33","North","7",1230572.44
"oilvaszflourfflour33","North","8",1234978.54
"oilvaszflourfflour33","North","9",1239399.59
"oilvaszflourfflour33","North","10",1243831.58
"oilvaszflourfflour33","South","1",1618833.16
"oilvaszflourfflour33","South","2",1564886.89
"oilvaszflourfflour33","South","3",1568451.06
"oilvaszflourfflour33","South","4",1572031.27
"oilvaszflourfflour33","South","5",1575624.04
"oilvaszflourfflour33","South","6",1579228.62
"oilvaszflourfflour33","South","7",1582849.76
"oilvaszflourfflour33","South","8",1586493.70
"oilvaszflourfflour33","South","9",1590163.01
"oilvaszflourfflour33","South","10",1593857.21
"oilvaszflourfflour33","Cities","1",877686.83
"oilvaszflourfflour33","Cities","2",822351.65
"oilvaszflourfflour33","Cities","3",827174.70
"oilvaszflourfflour33","Cities","4",832052.64
"oilvaszflourfflour33","Cities","5",836986.38
"oilvaszflourfflour33","Cities","6",841979.05
"oilvaszflourfflour33","Cities","7",847034.86
"oilvaszflourfflour33","Cities","8",852157.34
"oilvaszflourfflour33","Cities","9",857349.71
"oilvaszflourfflour33","Cities","10",862615.52
"oilvaszflourzcube","North","1",1340853.52
"oilvaszflourzcube","North","2",1292894.91
"oilvaszflourzcube","North","3",1412027.64
"oilvaszflourzcube","North","4",1540336.13
"oilvaszflourzcube","North","5",1569620.15
"oilvaszflourzcube","North","6",1596329.47
"oilvaszflourzcube","North","7",1568867.69
"oilvaszflourzcube","North","8",1609225.25
"oilvaszflourzcube","North","9",1625278.74
"oilvaszflourzcube","North","10",1617859.29
"oilvaszflourzcube","South","1",1743243.68
"oilvaszflourzcube","South","2",1671804.23
"oilvaszflourzcube","South","3",1835168.63
"oilvaszflourzcube","South","4",1968709.29
"oilvaszflourzcube","South","5",2009834.23
"oilvaszflourzcube","South","6",2036018.78
"oilvaszflourzcube","South","7",1998165.46
"oilvaszflourzcube","South","8",2041935.91
"oilvaszflourzcube","South","9",2065980.89
"oilvaszflourzcube","South","10",2059775.34
"oilvaszflourzcube","Cities","1",972027.41
"oilvaszflourzcube","Cities","2",906424.15
"oilvaszflourzcube","Cities","3",1055008.55
"oilvaszflourzcube","Cities","4",1125208.48
"oilvaszflourzcube","Cities","5",1167360.26
"oilvaszflourzcube","Cities","6",1182365.83
"oilvaszflourzcube","Cities","7",1153554.15
"oilvaszflourzcube","Cities","8",1182779.79
"oilvaszflourzcube","Cities","9",1211387.43
"oilvaszflourzcube","Cities","10",1215738.07
"oilvaszflourzcubefcube","North","1",1340853.52
"oilvaszflourzcubefcube","North","2",1292894.91
"oilvaszflourzcubefcube","North","3",1412027.64
"oilvaszflourzcubefcube","North","4",1696803.48
"oilvaszflourzcubefcube","North","5",1729745.73
"oilvaszflourzcubefcube","North","6",1760149.89
"oilvaszflourzcubefcube","North","7",1736419.80
"oilvaszflourzcubefcube","North","8",1780545.40
