"intervention","space","time","costs"
"maxoilcliniczflour","North","9",724234.81
"maxoilcliniczflour","North","10",745165.61
"maxoilcliniczflour","South","1",719040.65
"maxoilcliniczflour","South","2",665206.04
"maxoilcliniczflour","South","3",822541.51
"maxoilcliniczflour","South","4",789513.22
"maxoilcliniczflour","South","5",849676.07
"maxoilcliniczflour","South","6",841699.23
"maxoilcliniczflour","South","7",808717.18
"maxoilcliniczflour","South","8",815175.94
"maxoilcliniczflour","South","9",861068.08
"maxoilcliniczflour","South","10",881951.12
"maxoilcliniczflour","Cities","1",536529.87
"maxoilcliniczflour","Cities","2",481207.69
"maxoilcliniczflour","Cities","3",668077.58
"maxoilcliniczflour","Cities","4",626928.02
"maxoilcliniczflour","Cities","5",702330.97
"maxoilcliniczflour","Cities","6",692662.12
"maxoilcliniczflour","Cities","7",651814.75
"maxoilcliniczflour","Cities","8",660331.22
"maxoilcliniczflour","Cities","9",718215.57
"maxoilcliniczflour","Cities","10",744935.99
"maxoilcliniczflourfcube","North","1",644765.66
"maxoilcliniczflourfcube","North","2",598945.53
"maxoilcliniczflourfcube","North","3",773172.50
"maxoilcliniczflourfcube","North","4",773898.12
"maxoilcliniczflourfcube","North","5",830750.34
"maxoilcliniczflourfcube","North","6",850445.65
"maxoilcliniczflourfcube","North","7",803229.01
"maxoilcliniczflourfcube","North","8",843732.41
"maxoilcliniczflourfcube","North","9",879818.34
"maxoilcliniczflourfcube","North","10",879664.07
"maxoilcliniczflourfcube","South","1",795589.86
"maxoilcliniczflourfcube","South","2",724570.03
"maxoilcliniczflourfcube","South","3",931837.08
"maxoilcliniczflourfcube","South","4",928353.33
"maxoilcliniczflourfcube","South","5",990001.53
"maxoilcliniczflourfcube","South","6",1008279.90
"maxoilcliniczflourfcube","South","7",952058.06
"maxoilcliniczflourfcube","South","8",993830.03
"maxoilcliniczflourfcube","South","9",1032237.96
"maxoilcliniczflourfcube","South","10",1029923.63
"maxoilcliniczflourfcube","Cities","1",580833.53
"maxoilcliniczflourfcube","Cities","2",515565.23
"maxoilcliniczflourfcube","Cities","3",731333.53
"maxoilcliniczflourfcube","Cities","4",707283.18
"maxoilcliniczflourfcube","Cities","5",783545.80
"maxoilcliniczflourfcube","Cities","6",789072.43
"maxoilcliniczflourfcube","Cities","7",734774.79
"maxoilcliniczflourfcube","Cities","8",763729.15
"maxoilcliniczflourfcube","Cities","9",817281.93
"maxoilcliniczflourfcube","Cities","10",830576.62
"maxoilcliniczflourfcubefflour","North","1",583032.07
"maxoilcliniczflourfcubefflour","North","2",553027.04
"maxoilcliniczflourfcubefflour","North","3",698790.32
"maxoilcliniczflourfcubefflour","North","4",673266.67
"maxoilcliniczflourfcubefflour","North","5",729380.94
"maxoilcliniczflourfcubefflour","North","6",725831.21
"maxoilcliniczflourfcubefflour","North","7",700365.03
"maxoilcliniczflourfcubefflour","North","8",709405.10
"maxoilcliniczflourfcubefflour","North","9",752935.52
"maxoilcliniczflourfcubefflour","North","10",774515.51
"maxoilcliniczflourfcubefflour","South","1",731446.77
"maxoilcliniczflourfcubefflour","South","2",677920.12
"maxoilcliniczflourfcubefflour","South","3",862014.16
"maxoilcliniczflourfcubefflour","South","4",829942.60
"maxoilcliniczflourfcubefflour","South","5",891073.50
"maxoilcliniczflourfcubefflour","South","6",884076.18
"maxoilcliniczflourfcubefflour","South","7",852085.37
"maxoilcliniczflourfcubefflour","South","8",859547.26
"maxoilcliniczflourfcubefflour","South","9",906454.27
"maxoilcliniczflourfcubefflour","South","10",928363.92
"maxoilcliniczflourfcubefflour","Cities","1",549499.94
"maxoilcliniczflourfcubefflour","Cities","2",494499.72
"maxoilcliniczflourfcubefflour","Cities","3",709344.53
"maxoilcliniczflourfcubefflour","Cities","4",669195.18
"maxoilcliniczflourfcubefflour","Cities","5",745610.20
"maxoilcliniczflourfcubefflour","Cities","6",736965.39
"maxoilcliniczflourfcubefflour","Cities","7",697154.32
"maxoilcliniczflourfcubefflour","Cities","8",706719.51
"maxoilcliniczflourfcubefflour","Cities","9",765664.88
"maxoilcliniczflourfcubefflour","Cities","10",793458.55
"maxoilcliniczflourfflour","North","1",583032.07
"maxoilcliniczflourfflour","North","2",553027.04
"maxoilcliniczflourfflour","North","3",698790.32
"maxoilcliniczflourfflour","North","4",673266.67
"maxoilcliniczflourfflour","North","5",729380.94
"maxoilcliniczflourfflour","North","6",725831.21
"maxoilcliniczflourfflour","North","7",700365.03
"maxoilcliniczflourfflour","North","8",709405.10
"maxoilcliniczflourfflour","North","9",752935.52
"maxoilcliniczflourfflour","North","10",774515.51
"maxoilcliniczflourfflour","South","1",731446.77
"maxoilcliniczflourfflour","South","2",677920.12
"maxoilcliniczflourfflour","South","3",862014.16
"maxoilcliniczflourfflour","South","4",829942.60
"maxoilcliniczflourfflour","South","5",891073.50
"maxoilcliniczflourfflour","South","6",884076.18
"maxoilcliniczflourfflour","South","7",852085.37
"maxoilcliniczflourfflour","South","8",859547.26
"maxoilcliniczflourfflour","South","9",906454.27
"maxoilcliniczflourfflour","South","10",928363.92
"maxoilcliniczflourfflour","Cities","1",549499.94
"maxoilcliniczflourfflour","Cities","2",494499.72
"maxoilcliniczflourfflour","Cities","3",709344.53
"maxoilcliniczflourfflour","Cities","4",669195.18
"maxoilcliniczflourfflour","Cities","5",745610.20
"maxoilcliniczflourfflour","Cities","6",736965.39
"maxoilcliniczflourfflour","Cities","7",697154.32
"maxoilcliniczflourfflour","Cities","8",706719.51
"maxoilcliniczflourfflour","Cities","9",765664.88
"maxoilcliniczflourfflour","Cities","10",793458.55
"maxoilcliniczflourzcube","North","1",644765.66
"maxoilcliniczflourzcube","North","2",598945.53
"maxoilcliniczflourzcube","North","3",773172.50
"maxoilcliniczflourzcube","North","4",884439.99
"maxoilcliniczflourzcube","North","5",943876.69
"maxoilcliniczflourzcube","North","6",966182.36
"maxoilcliniczflourzcube","North","7",921602.09
"maxoilcliniczflourzcube","North","8",964767.55
"maxoilcliniczflourzcube","North","9",1003540.13
"maxoilcliniczflourzcube","North","10",1006096.03
"maxoilcliniczflourzcube","South","1",795589.86
"maxoilcliniczflourzcube","South","2",724570.03
"maxoilcliniczflourzcube","South","3",931837.08
"maxoilcliniczflourzcube","South","4",1049969.28
"maxoilcliniczflourzcube","South","5",1114460.88
"maxoilcliniczflourzcube","South","6",1135611.10
"maxoilcliniczflourzcube","South","7",1082289.75
"maxoilcliniczflourzcube","South","8",1126990.47
"maxoilcliniczflourzcube","South","9",1168354.19
"maxoilcliniczflourzcube","South","10",1169021.54
"maxoilcliniczflourzcube","Cities","1",580833.53
"maxoilcliniczflourzcube","Cities","2",515565.23
"maxoilcliniczflourzcube","Cities","3",731333.53
"maxoilcliniczflourzcube","Cities","4",777669.68
"maxoilcliniczflourzcube","Cities","5",855577.95
"maxoilcliniczflourzcube","Cities","6",862766.69
"maxoilcliniczflourzcube","Cities","7",810147.74
"maxoilcliniczflourzcube","Cities","8",840797.14
"maxoilcliniczflourzcube","Cities","9",896060.63
"maxoilcliniczflourzcube","Cities","10",911081.00
"maxoilcliniczflourzcubefcube","North","1",644765.66
"maxoilcliniczflourzcubefcube","North","2",598945.53
"maxoilcliniczflourzcubefcube","North","3",773172.50
"maxoilcliniczflourzcubefcube","North","4",1040907.34
"maxoilcliniczflourzcubefcube","North","5",1104002.28
"maxoilcliniczflourzcubefcube","North","6",1130002.78
"maxoilcliniczflourzcubefcube","North","7",1089154.20
"maxoilcliniczflourzcubefcube","North","8",1136087.70
"maxoilcliniczflourzcubefcube","North","9",1178663.11
"maxoilcliniczflourzcubefcube","North","10",1185055.15
"maxoilcliniczflourzcubefcube","South","1",795589.86
"maxoilcliniczflourzcubefcube","South","2",724570.03
"maxoilcliniczflourzcubefcube","South","3",931837.08
"maxoilcliniczflourzcubefcube","South","4",1222111.52
"maxoilcliniczflourzcubefcube","South","5",1290627.84
"maxoilcliniczflourzcubefcube","South","6",1315843.05
"maxoilcliniczflourzcubefcube","South","7",1266627.21
"maxoilcliniczflourzcubefcube","South","8",1315473.46
"maxoilcliniczflourzcubefcube","South","9",1361020.99
"maxoilcliniczflourzcubefcube","South","10",1365908.77
"maxoilcliniczflourzcubefcube","Cities","1",580833.53
"maxoilcliniczflourzcubefcube","Cities","2",515565.23
"maxoilcliniczflourzcubefcube","Cities","3",731333.53
"maxoilcliniczflourzcubefcube","Cities","4",877298.81
"maxoilcliniczflourzcubefcube","Cities","5",957536.43
"maxoilcliniczflourzcubefcube","Cities","6",967077.82
"maxoilcliniczflourzcubefcube","Cities","7",916834.98
"maxoilcliniczflourzcubefcube","Cities","8",949883.65
"maxoilcliniczflourzcubefcube","Cities","9",1007568.55
"maxoilcliniczflourzcubefcube","Cities","10",1025031.54
"maxoilcliniczflourzcubefcubefflour","North","1",652610.88
"maxoilcliniczflourzcubefcubefflour","North","2",606985.49
"maxoilcliniczflourzcubefcubefflour","North","3",798133.68
"maxoilcliniczflourzcubefcubefflour","North","4",910006.17
"maxoilcliniczflourzcubefcubefflour","North","5",970055.04
"maxoilcliniczflourzcubefcubefflour","North","6",992980.12
"maxoilcliniczflourzcubefcubefflour","North","7",949026.68
"maxoilcliniczflourzcubefcubefflour","North","8",992826.48
"maxoilcliniczflourzcubefcubefflour","North","9",1032240.84
"maxoilcliniczflourzcubefcubefflour","North","10",1035445.93
"maxoilcliniczflourzcubefcubefflour","South","1",807995.99
"maxoilcliniczflourzcubefcubefflour","South","2",737284.12
"maxoilcliniczflourzcubefcubefflour","South","3",971309.73
"maxoilcliniczflourzcubefcubefflour","South","4",1090398.65
"maxoilcliniczflourzcubefcubefflour","South","5",1155858.32
"maxoilcliniczflourzcubefcubefflour","South","6",1177988.05
"maxoilcliniczflourzcubefcubefflour","South","7",1125657.95
"maxoilcliniczflourzcubefcubefflour","South","8",1171361.78
"maxoilcliniczflourzcubefcubefflour","South","9",1213740.39
"maxoilcliniczflourzcubefcubefflour","South","10",1215434.34
"maxoilcliniczflourzcubefcubefflour","Cities","1",593803.60
"maxoilcliniczflourzcubefcubefflour","Cities","2",528857.25
"maxoilcliniczflourzcubefcubefflour","Cities","3",772600.48
"maxoilcliniczflourzcubefcubefflour","Cities","4",819936.84
"maxoilcliniczflourzcubefcubefflour","Cities","5",898857.18
"maxoilcliniczflourzcubefcubefflour","Cities","6",907069.96
"maxoilcliniczflourzcubefcubefflour","Cities","7",855487.31
"maxoilcliniczflourzcubefcubefflour","Cities","8",887185.43
"maxoilcliniczflourzcubefcubefflour","Cities","9",943509.93
"maxoilcliniczflourzcubefcubefflour","Cities","10",959603.56
"maxoilcliniczflourzcubefflour","North","1",652610.88
"maxoilcliniczflourzcubefflour","North","2",606985.49
"maxoilcliniczflourzcubefflour","North","3",798133.68
"maxoilcliniczflourzcubefflour","North","4",910006.17
"maxoilcliniczflourzcubefflour","North","5",970055.04
"maxoilcliniczflourzcubefflour","North","6",992980.12
"maxoilcliniczflourzcubefflour","North","7",949026.68
"maxoilcliniczflourzcubefflour","North","8",992826.48
"maxoilcliniczflourzcubefflour","North","9",1032240.84
"maxoilcliniczflourzcubefflour","North","10",1035445.93
"maxoilcliniczflourzcubefflour","South","1",807995.99
"maxoilcliniczflourzcubefflour","South","2",737284.12
"maxoilcliniczflourzcubefflour","South","3",971309.73
"maxoilcliniczflourzcubefflour","South","4",1090398.65
"maxoilcliniczflourzcubefflour","South","5",1155858.32
"maxoilcliniczflourzcubefflour","South","6",1177988.05
"maxoilcliniczflourzcubefflour","South","7",1125657.95
"maxoilcliniczflourzcubefflour","South","8",1171361.78
"maxoilcliniczflourzcubefflour","South","9",1213740.39
"maxoilcliniczflourzcubefflour","South","10",1215434.34
"maxoilcliniczflourzcubefflour","Cities","1",593803.60
"maxoilcliniczflourzcubefflour","Cities","2",528857.25
"maxoilcliniczflourzcubefflour","Cities","3",772600.48
"maxoilcliniczflourzcubefflour","Cities","4",819936.84
"maxoilcliniczflourzcubefflour","Cities","5",898857.18
"maxoilcliniczflourzcubefflour","Cities","6",907069.96
"maxoilcliniczflourzcubefflour","Cities","7",855487.31
"maxoilcliniczflourzcubefflour","Cities","8",887185.43
"maxoilcliniczflourzcubefflour","Cities","9",943509.93
"maxoilcliniczflourzcubefflour","Cities","10",959603.56
"maxoilcube","North","1",255521.73
"maxoilcube","North","2",242232.69
"maxoilcube","North","3",342928.36
"maxoilcube","North","4",669118.36
"maxoilcube","North","5",708329.74
"maxoilcube","North","6",735637.07
"maxoilcube","North","7",705384.59
"maxoilcube","North","8",748431.60
"maxoilcube","North","9",772652.85
"maxoilcube","North","10",770012.52
"maxoilcube","South","1",229376.17
"maxoilcube","South","2",214107.08
"maxoilcube","South","3",309498.71
"maxoilcube","South","4",673036.09
"maxoilcube","South","5",707696.44
"maxoilcube","South","6",738858.63
"maxoilcube","South","7",710213.81
"maxoilcube","South","8",756644.76
"maxoilcube","South","9",776797.23
"maxoilcube","South","10",770916.37
"maxoilcube","Cities","1",279050.78
"maxoilcube","Cities","2",272047.88
"maxoilcube","Cities","3",370774.41
"maxoilcube","Cities","4",567972.70
"maxoilcube","Cities","5",612006.38
"maxoilcube","Cities","6",626877.42
"maxoilcube","Cities","7",597184.74
"maxoilcube","Cities","8",626682.36
"maxoilcube","Cities","9",656710.11
"maxoilcube","Cities","10",661720.73
"maxoilcubeclinic","North","1",527967.82
"maxoilcubeclinic","North","2",517861.42
"maxoilcubeclinic","North","3",621763.74
"maxoilcubeclinic","North","4",951154.16
"maxoilcubeclinic","North","5",993532.53
"maxoilcubeclinic","North","6",1023954.57
"maxoilcubeclinic","North","7",996753.57
"maxoilcubeclinic","North","8",1042778.53
"maxoilcubeclinic","North","9",1069889.01
"maxoilcubeclinic","North","10",1070041.10
"maxoilcubeclinic","South","1",610890.23
"maxoilcubeclinic","South","2",596346.74
"maxoilcubeclinic","South","3",692405.08
"maxoilcubeclinic","South","4",1056549.80
"maxoilcubeclinic","South","5",1091753.28
"maxoilcubeclinic","South","6",1123402.55
"maxoilcubeclinic","South","7",1095204.94
"maxoilcubeclinic","South","8",1142045.40
"maxoilcubeclinic","South","9",1162562.98
"maxoilcubeclinic","South","10",1157003.81
"maxoilcubeclinic","Cities","1",387738.06
"maxoilcubeclinic","Cities","2",381513.32
"maxoilcubeclinic","Cities","3",481017.74
"maxoilcubeclinic","Cities","4",678997.12
"maxoilcubeclinic","Cities","5",723818.09
"maxoilcubeclinic","Cities","6",739490.61
"maxoilcubeclinic","Cities","7",710620.06
"maxoilcubeclinic","Cities","8",740964.58
"maxoilcubeclinic","Cities","9",771868.93
"maxoilcubeclinic","Cities","10",777791.92
"maxoilcubeclinicfcube","North","1",527967.82
"maxoilcubeclinicfcube","North","2",517861.42
"maxoilcubeclinicfcube","North","3",621763.74
"maxoilcubeclinicfcube","North","4",1124449.02
"maxoilcubeclinicfcube","North","5",1170879.06
"maxoilcubeclinicfcube","North","6",1205393.31
"maxoilcubeclinicfcube","North","7",1182325.32
"maxoilcubeclinicfcube","North","8",1232523.55
"maxoilcubeclinicfcube","North","9",1263845.85
"maxoilcubeclinicfcube","North","10",1268246.64
"maxoilcubeclinicfcube","South","1",610890.23
"maxoilcubeclinicfcube","South","2",596346.74
"maxoilcubeclinicfcube","South","3",692405.08
"maxoilcubeclinicfcube","South","4",1247205.34
"maxoilcubeclinicfcube","South","5",1286866.38
"maxoilcubeclinicfcube","South","6",1323017.81
"maxoilcubeclinicfcube","South","7",1299367.25
"maxoilcubeclinicfcube","South","8",1350799.07
"maxoilcubeclinicfcube","South","9",1375950.40
"maxoilcubeclinicfcube","South","10",1375065.57
"maxoilcubeclinicfcube","Cities","1",387738.06
"maxoilcubeclinicfcube","Cities","2",381513.32
"maxoilcubeclinicfcube","Cities","3",481017.74
"maxoilcubeclinicfcube","Cities","4",789341.01
"maxoilcubeclinicfcube","Cities","5",836741.84
"maxoilcubeclinicfcube","Cities","6",855020.03
"maxoilcubeclinicfcube","Cities","7",828781.14
"maxoilcubeclinicfcube","Cities","8",861782.95
"maxoilcubeclinicfcube","Cities","9",895369.14
"maxoilcubeclinicfcube","Cities","10",903997.44
"maxoilcubeclinicfcubefflour","North","1",633745.82
"maxoilcubeclinicfcubefflour","North","2",587651.42
"maxoilcubeclinicfcubefflour","North","3",738109.74
"maxoilcubeclinicfcubefflour","North","4",1054102.16
"maxoilcubeclinicfcubefflour","North","5",1117485.53
"maxoilcubeclinicfcubefflour","North","6",1143775.57
"maxoilcubeclinicfcubefflour","North","7",1103217.57
"maxoilcubeclinicfcubefflour","North","8",1150442.53
"maxoilcubeclinicfcubefflour","North","9",1193310.01
"maxoilcubeclinicfcubefflour","North","10",1199994.10
"maxoilcubeclinicfcubefflour","South","1",778163.23
"maxoilcubeclinicfcubefflour","South","2",706710.74
"maxoilcubeclinicfcubefflour","South","3",876390.08
"maxoilcubeclinicfcubefflour","South","4",1219347.80
"maxoilcubeclinicfcubefflour","South","5",1287767.28
"maxoilcubeclinicfcubefflour","South","6",1312882.55
"maxoilcubeclinicfcubefflour","South","7",1263562.94
"maxoilcubeclinicfcubefflour","South","8",1312300.40
"maxoilcubeclinicfcubefflour","South","9",1357735.98
"maxoilcubeclinicfcubefflour","South","10",1362505.81
"maxoilcubeclinicfcubefflour","Cities","1",562615.06
"maxoilcubeclinicfcubefflour","Cities","2",496894.32
"maxoilcubeclinicfcubefflour","Cities","3",673366.74
"maxoilcubeclinicfcubefflour","Cities","4",849195.12
"maxoilcubeclinicfcubefflour","Cities","5",928742.09
"maxoilcubeclinicfcubefflour","Cities","6",937583.61
"maxoilcubeclinicfcubefflour","Cities","7",886631.06
"maxoilcubeclinicfcubefflour","Cities","8",918959.58
"maxoilcubeclinicfcubefflour","Cities","9",975913.93
"maxoilcubeclinicfcubefflour","Cities","10",992635.92
"maxoilcubeclinicfflour","North","1",633745.82
"maxoilcubeclinicfflour","North","2",587651.42
"maxoilcubeclinicfflour","North","3",738109.74
"maxoilcubeclinicfflour","North","4",1054102.16
"maxoilcubeclinicfflour","North","5",1117485.53
"maxoilcubeclinicfflour","North","6",1143775.57
"maxoilcubeclinicfflour","North","7",1103217.57
"maxoilcubeclinicfflour","North","8",1150442.53
"maxoilcubeclinicfflour","North","9",1193310.01
"maxoilcubeclinicfflour","North","10",1199994.10
"maxoilcubeclinicfflour","South","1",778163.23
"maxoilcubeclinicfflour","South","2",706710.74
"maxoilcubeclinicfflour","South","3",876390.08
"maxoilcubeclinicfflour","South","4",1219347.80
"maxoilcubeclinicfflour","South","5",1287767.28
"maxoilcubeclinicfflour","South","6",1312882.55
"maxoilcubeclinicfflour","South","7",1263562.94
"maxoilcubeclinicfflour","South","8",1312300.40
"maxoilcubeclinicfflour","South","9",1357735.98
"maxoilcubeclinicfflour","South","10",1362505.81
"maxoilcubeclinicfflour","Cities","1",562615.06
"maxoilcubeclinicfflour","Cities","2",496894.32
"maxoilcubeclinicfflour","Cities","3",673366.74
"maxoilcubeclinicfflour","Cities","4",849195.12
"maxoilcubeclinicfflour","Cities","5",928742.09
"maxoilcubeclinicfflour","Cities","6",937583.61
"maxoilcubeclinicfflour","Cities","7",886631.06
"maxoilcubeclinicfflour","Cities","8",918959.58
"maxoilcubeclinicfflour","Cities","9",975913.93
"maxoilcubeclinicfflour","Cities","10",992635.92
"maxoilcubecliniczflour","North","1",644765.66
"maxoilcubecliniczflour","North","2",598945.53
"maxoilcubecliniczflour","North","3",773172.50
"maxoilcubecliniczflour","North","4",1090014.53
"maxoilcubecliniczflour","North","5",1154257.59
"maxoilcubecliniczflour","North","6",1181417.72
"maxoilcubecliniczflour","North","7",1141740.32
"maxoilcubecliniczflour","North","8",1189856.42
"maxoilcubecliniczflour","North","9",1233625.35
"maxoilcubecliniczflour","North","10",1241221.36
"maxoilcubecliniczflour","South","1",795589.86
"maxoilcubecliniczflour","South","2",724570.03
"maxoilcubecliniczflour","South","3",931837.08
"maxoilcubecliniczflour","South","4",1276138.26
"maxoilcubecliniczflour","South","5",1345917.74
"maxoilcubecliniczflour","South","6",1372408.74
"maxoilcubecliniczflour","South","7",1324481.42
"maxoilcubecliniczflour","South","8",1374628.73
"maxoilcubecliniczflour","South","9",1421489.34
"maxoilcubecliniczflour","South","10",1427701.71
"maxoilcubecliniczflour","Cities","1",580833.53
"maxoilcubecliniczflour","Cities","2",515565.23
"maxoilcubecliniczflour","Cities","3",731333.53
"maxoilcubecliniczflour","Cities","4",908567.35
"maxoilcubecliniczflour","Cities","5",989536.03
"maxoilcubecliniczflour","Cities","6",999815.80
"maxoilcubecliniczflour","Cities","7",950318.70
"maxoilcubecliniczflour","Cities","8",984120.38
"maxoilcubecliniczflour","Cities","9",1042565.24
"maxoilcubecliniczflour","Cities","10",1060794.85
"maxoilcubecliniczflourfcube","North","1",644765.66
"maxoilcubecliniczflourfcube","North","2",598945.53
"maxoilcubecliniczflourfcube","North","3",773172.50
"maxoilcubecliniczflourfcube","North","4",1263309.39
"maxoilcubecliniczflourfcube","North","5",1331604.12
"maxoilcubecliniczflourfcube","North","6",1362856.46
"maxoilcubecliniczflourfcube","North","7",1327312.06
"maxoilcubecliniczflourfcube","North","8",1379601.44
"maxoilcubecliniczflourfcube","North","9",1427582.19
"maxoilcubecliniczflourfcube","North","10",1439426.90
"maxoilcubecliniczflourfcube","South","1",795589.86
"maxoilcubecliniczflourfcube","South","2",724570.03
"maxoilcubecliniczflourfcube","South","3",931837.08
"maxoilcubecliniczflourfcube","South","4",1466793.80
"maxoilcubecliniczflourfcube","South","5",1541030.83
"maxoilcubecliniczflourfcube","South","6",1572024.00
"maxoilcubecliniczflourfcube","South","7",1528643.73
"maxoilcubecliniczflourfcube","South","8",1583382.39
"maxoilcubecliniczflourfcube","South","9",1634876.77
"maxoilcubecliniczflourfcube","South","10",1645763.47
"maxoilcubecliniczflourfcube","Cities","1",580833.53
"maxoilcubecliniczflourfcube","Cities","2",515565.23
"maxoilcubecliniczflourfcube","Cities","3",731333.53
"maxoilcubecliniczflourfcube","Cities","4",1018911.24
"maxoilcubecliniczflourfcube","Cities","5",1102459.78
"maxoilcubecliniczflourfcube","Cities","6",1115345.22
"maxoilcubecliniczflourfcube","Cities","7",1068479.78
"maxoilcubecliniczflourfcube","Cities","8",1104938.75
"maxoilcubecliniczflourfcube","Cities","9",1166065.45
"maxoilcubecliniczflourfcube","Cities","10",1187000.38
"maxoilcubecliniczflourfcubefflour","North","1",652610.88
"maxoilcubecliniczflourfcubefflour","North","2",606985.49
"maxoilcubecliniczflourfcubefflour","North","3",798133.68
"maxoilcubecliniczflourfcubefflour","North","4",1115580.70
"maxoilcubecliniczflourfcubefflour","North","5",1180435.94
"maxoilcubecliniczflourfcubefflour","North","6",1208215.48
"maxoilcubecliniczflourfcubefflour","North","7",1169164.91
"maxoilcubecliniczflourfcubefflour","North","8",1217915.35
"maxoilcubecliniczflourfcubefflour","North","9",1262326.06
"maxoilcubecliniczflourfcubefflour","North","10",1270571.25
"maxoilcubecliniczflourfcubefflour","South","1",807995.99
"maxoilcubecliniczflourfcubefflour","South","2",737284.12
"maxoilcubecliniczflourfcubefflour","South","3",971309.73
"maxoilcubecliniczflourfcubefflour","South","4",1316567.63
"maxoilcubecliniczflourfcubefflour","South","5",1387315.17
"maxoilcubecliniczflourfcubefflour","South","6",1414785.68
"maxoilcubecliniczflourfcubefflour","South","7",1367849.61
"maxoilcubecliniczflourfcubefflour","South","8",1419000.04
"maxoilcubecliniczflourfcubefflour","South","9",1466875.54
"maxoilcubecliniczflourfcubefflour","South","10",1474114.50
"maxoilcubecliniczflourfcubefflour","Cities","1",593803.60
"maxoilcubecliniczflourfcubefflour","Cities","2",528857.25
"maxoilcubecliniczflourfcubefflour","Cities","3",772600.48
"maxoilcubecliniczflourfcubefflour","Cities","4",950834.51
"maxoilcubecliniczflourfcubefflour","Cities","5",1032815.26
"maxoilcubecliniczflourfcubefflour","Cities","6",1044119.07
"maxoilcubecliniczflourfcubefflour","Cities","7",995658.28
"maxoilcubecliniczflourfcubefflour","Cities","8",1030508.67
"maxoilcubecliniczflourfcubefflour","Cities","9",1090014.55
"maxoilcubecliniczflourfcubefflour","Cities","10",1109317.42
"maxoilcubecliniczflourfflour","North","1",652610.88
"maxoilcubecliniczflourfflour","North","2",606985.49
"maxoilcubecliniczflourfflour","North","3",798133.68
"maxoilcubecliniczflourfflour","North","4",1115580.70
"maxoilcubecliniczflourfflour","North","5",1180435.94
"maxoilcubecliniczflourfflour","North","6",1208215.48
"maxoilcubecliniczflourfflour","North","7",1169164.91
"maxoilcubecliniczflourfflour","North","8",1217915.35
"maxoilcubecliniczflourfflour","North","9",1262326.06
"maxoilcubecliniczflourfflour","North","10",1270571.25
"maxoilcubecliniczflourfflour","South","1",807995.99
"maxoilcubecliniczflourfflour","South","2",737284.12
"maxoilcubecliniczflourfflour","South","3",971309.73
"maxoilcubecliniczflourfflour","South","4",1316567.63
"maxoilcubecliniczflourfflour","South","5",1387315.17
"maxoilcubecliniczflourfflour","South","6",1414785.68
"maxoilcubecliniczflourfflour","South","7",1367849.61
"maxoilcubecliniczflourfflour","South","8",1419000.04
"maxoilcubecliniczflourfflour","South","9",1466875.54
"maxoilcubecliniczflourfflour","South","10",1474114.50
"maxoilcubecliniczflourfflour","Cities","1",593803.60
"maxoilcubecliniczflourfflour","Cities","2",528857.25
"maxoilcubecliniczflourfflour","Cities","3",772600.48
"maxoilcubecliniczflourfflour","Cities","4",950834.51
"maxoilcubecliniczflourfflour","Cities","5",1032815.26
"maxoilcubecliniczflourfflour","Cities","6",1044119.07
"maxoilcubecliniczflourfflour","Cities","7",995658.28
"maxoilcubecliniczflourfflour","Cities","8",1030508.67
"maxoilcubecliniczflourfflour","Cities","9",1090014.55
"maxoilcubecliniczflourfflour","Cities","10",1109317.42
"maxoilcubecliniczflourzcube","North","1",644765.66
"maxoilcubecliniczflourzcube","North","2",598945.53
"maxoilcubecliniczflourzcube","North","3",773172.50
"maxoilcubecliniczflourzcube","North","4",1258302.34
"maxoilcubecliniczflourzcube","North","5",1326480.00
"maxoilcubecliniczflourzcube","North","6",1357614.10
"maxoilcubecliniczflourzcube","North","7",1321950.29
"maxoilcubecliniczflourzcube","North","8",1374119.08
"maxoilcubecliniczflourzcube","North","9",1421978.14
"maxoilcubecliniczflourzcube","North","10",1433700.09
"maxoilcubecliniczflourzcube","South","1",795589.86
"maxoilcubecliniczflourzcube","South","2",724570.03
"maxoilcubecliniczflourzcube","South","3",931837.08
"maxoilcubecliniczflourzcube","South","4",1461285.14
"maxoilcubecliniczflourzcube","South","5",1535393.38
"maxoilcubecliniczflourzcube","South","6",1566256.46
"maxoilcubecliniczflourzcube","South","7",1522744.81
"maxoilcubecliniczflourzcube","South","8",1577350.82
"maxoilcubecliniczflourzcube","South","9",1628711.31
"maxoilcubecliniczflourzcube","South","10",1639462.95
"maxoilcubecliniczflourzcube","Cities","1",580833.53
"maxoilcubecliniczflourzcube","Cities","2",515565.23
"maxoilcubecliniczflourzcube","Cities","3",731333.53
"maxoilcubecliniczflourzcube","Cities","4",1015723.05
"maxoilcubecliniczflourzcube","Cities","5",1099197.04
"maxoilcubecliniczflourzcube","Cities","6",1112007.20
"maxoilcubecliniczflourzcube","Cities","7",1065065.72
"maxoilcubecliniczflourzcube","Cities","8",1101447.91
"maxoilcubecliniczflourzcube","Cities","9",1162497.13
"maxoilcubecliniczflourzcube","Cities","10",1183353.89
"maxoilcubecliniczflourzcubefcube","North","1",714344.47
"maxoilcubecliniczflourzcubefcube","North","2",652903.97
"maxoilcubecliniczflourzcubefcube","North","3",872515.85
"maxoilcubecliniczflourzcubefcube","North","4",1384499.97
"maxoilcubecliniczflourzcubefcube","North","5",1454027.74
"maxoilcubecliniczflourzcubefcube","North","6",1509026.30
