"intervention","space","time","lives_saved"
"oilcubezflourzcubefcubefflour","Cities","5",974.40
"oilcubezflourzcubefcubefflour","Cities","6",997.91
"oilcubezflourzcubefcubefflour","Cities","7",1018.67
"oilcubezflourzcubefcubefflour","Cities","8",1039.43
"oilcubezflourzcubefcubefflour","Cities","9",1058.44
"oilcubezflourzcubefcubefflour","Cities","10",1076.45
"oilcubezflourzcubefflour","North","1",1766.04
"oilcubezflourzcubefflour","North","2",1778.95
"oilcubezflourzcubefflour","North","3",1793.68
"oilcubezflourzcubefflour","North","4",1813.85
"oilcubezflourzcubefflour","North","5",1839.88
"oilcubezflourzcubefflour","North","6",1868.13
"oilcubezflourzcubefflour","North","7",1900.82
"oilcubezflourzcubefflour","North","8",1934.72
"oilcubezflourzcubefflour","North","9",1973.05
"oilcubezflourzcubefflour","North","10",2013.82
"oilcubezflourzcubefflour","South","1",1279.39
"oilcubezflourzcubefflour","South","2",1285.78
"oilcubezflourzcubefflour","South","3",1291.98
"oilcubezflourzcubefflour","South","4",1300.17
"oilcubezflourzcubefflour","South","5",1305.56
"oilcubezflourzcubefflour","South","6",1309.96
"oilcubezflourzcubefflour","South","7",1315.55
"oilcubezflourzcubefflour","South","8",1318.95
"oilcubezflourzcubefflour","South","9",1321.74
"oilcubezflourzcubefflour","South","10",1324.34
"oilcubezflourzcubefflour","Cities","1",864.86
"oilcubezflourzcubefflour","Cities","2",891.12
"oilcubezflourzcubefflour","Cities","3",915.39
"oilcubezflourzcubefflour","Cities","4",938.89
"oilcubezflourzcubefflour","Cities","5",961.40
"oilcubezflourzcubefflour","Cities","6",983.91
"oilcubezflourzcubefflour","Cities","7",1004.67
"oilcubezflourzcubefflour","Cities","8",1025.43
"oilcubezflourzcubefflour","Cities","9",1044.44
"oilcubezflourzcubefflour","Cities","10",1061.45
"oilfcube","North","1",537.00
"oilfcube","North","2",540.91
"oilfcube","North","3",545.30
"oilfcube","North","4",860.15
"oilfcube","North","5",873.96
"oilfcube","North","6",887.50
"oilfcube","North","7",902.50
"oilfcube","North","8",919.51
"oilfcube","North","9",938.97
"oilfcube","North","10",959.66
"oilfcube","South","1",301.05
"oilfcube","South","2",303.06
"oilfcube","South","3",304.40
"oilfcube","South","4",745.08
"oilfcube","South","5",747.76
"oilfcube","South","6",749.77
"oilfcube","South","7",752.77
"oilfcube","South","8",754.78
"oilfcube","South","9",756.79
"oilfcube","South","10",757.12
"oilfcube","Cities","1",256.65
"oilfcube","Cities","2",264.06
"oilfcube","Cities","3",272.00
"oilfcube","Cities","4",476.41
"oilfcube","Cities","5",486.29
"oilfcube","Cities","6",496.64
"oilfcube","Cities","7",507.46
"oilfcube","Cities","8",516.81
"oilfcube","Cities","9",525.63
"oilfcube","Cities","10",533.45
"oilfcubefflour","North","1",841.00
"oilfcubefflour","North","2",846.91
"oilfcubefflour","North","3",855.30
"oilfcubefflour","North","4",868.15
"oilfcubefflour","North","5",880.96
"oilfcubefflour","North","6",894.50
"oilfcubefflour","North","7",910.50
"oilfcubefflour","North","8",927.51
"oilfcubefflour","North","9",946.97
"oilfcubefflour","North","10",967.66
"oilfcubefflour","South","1",757.05
"oilfcubefflour","South","2",761.06
"oilfcubefflour","South","3",764.40
"oilfcubefflour","South","4",769.08
"oilfcubefflour","South","5",771.76
"oilfcubefflour","South","6",774.77
"oilfcubefflour","South","7",777.77
"oilfcubefflour","South","8",779.78
"oilfcubefflour","South","9",781.79
"oilfcubefflour","South","10",781.12
"oilfcubefflour","Cities","1",451.65
"oilfcubefflour","Cities","2",464.06
"oilfcubefflour","Cities","3",477.00
"oilfcubefflour","Cities","4",488.41
"oilfcubefflour","Cities","5",499.29
"oilfcubefflour","Cities","6",510.64
"oilfcubefflour","Cities","7",520.46
"oilfcubefflour","Cities","8",530.81
"oilfcubefflour","Cities","9",539.63
"oilfcubefflour","Cities","10",548.45
"oilfflour","North","1",720.00
"oilfflour","North","2",725.91
"oilfflour","North","3",732.30
"oilfflour","North","4",742.15
"oilfflour","North","5",752.96
"oilfflour","North","6",764.50
"oilfflour","North","7",778.50
"oilfflour","North","8",792.51
"oilfflour","North","9",808.97
"oilfflour","North","10",826.66
"oilfflour","South","1",585.05
"oilfflour","South","2",589.06
"oilfflour","South","3",591.40
"oilfflour","South","4",595.08
"oilfflour","South","5",597.76
"oilfflour","South","6",598.77
"oilfflour","South","7",601.77
"oilfflour","South","8",602.78
"oilfflour","South","9",604.79
"oilfflour","South","10",605.12
"oilfflour","Cities","1",438.65
"oilfflour","Cities","2",452.06
"oilfflour","Cities","3",464.00
"oilfflour","Cities","4",475.41
"oilfflour","Cities","5",486.29
"oilfflour","Cities","6",496.64
"oilfflour","Cities","7",506.46
"oilfflour","Cities","8",516.81
"oilfflour","Cities","9",525.63
"oilfflour","Cities","10",533.45
"oilvas","North","1",1798.25
"oilvas","North","2",1811.32
"oilvas","North","3",1826.03
"oilvas","North","4",1845.64
"oilvas","North","5",1871.78
"oilvas","North","6",1900.38
"oilvas","North","7",1933.87
"oilvas","North","8",1967.37
"oilvas","North","9",2005.77
"oilvas","North","10",2048.26
"oilvas","South","1",777.20
"oilvas","South","2",782.39
"oilvas","South","3",785.86
"oilvas","South","4",790.19
"oilvas","South","5",794.52
"oilvas","South","6",797.12
"oilvas","South","7",799.72
"oilvas","South","8",802.32
"oilvas","South","9",804.92
"oilvas","South","10",805.79
"oilvas","Cities","1",384.98
"oilvas","Cities","2",396.09
"oilvas","Cities","3",408.00
"oilvas","Cities","4",419.11
"oilvas","Cities","5",429.43
"oilvas","Cities","6",438.96
"oilvas","Cities","7",447.69
"oilvas","Cities","8",457.21
"oilvas","Cities","9",465.95
"oilvas","Cities","10",474.68
"oilvasfcube","North","1",2095.25
"oilvasfcube","North","2",2110.32
"oilvasfcube","North","3",2129.03
"oilvasfcube","North","4",2154.64
"oilvasfcube","North","5",2186.78
"oilvasfcube","North","6",2220.38
"oilvasfcube","North","7",2258.87
"oilvasfcube","North","8",2299.37
"oilvasfcube","North","9",2345.77
"oilvasfcube","North","10",2396.26
"oilvasfcube","South","1",1209.20
"oilvasfcube","South","2",1216.39
"oilvasfcube","South","3",1221.86
"oilvasfcube","South","4",1229.19
"oilvasfcube","South","5",1234.52
"oilvasfcube","South","6",1238.12
"oilvasfcube","South","7",1242.72
"oilvasfcube","South","8",1246.32
"oilvasfcube","South","9",1249.92
"oilvasfcube","South","10",1250.79
"oilvasfcube","Cities","1",567.98
"oilvasfcube","Cities","2",584.09
"oilvasfcube","Cities","3",601.00
"oilvasfcube","Cities","4",616.11
"oilvasfcube","Cities","5",629.43
"oilvasfcube","Cities","6",642.96
"oilvasfcube","Cities","7",656.69
"oilvasfcube","Cities","8",669.21
"oilvasfcube","Cities","9",680.95
"oilvasfcube","Cities","10",691.68
"oilvasfcubefflour","North","1",2102.25
"oilvasfcubefflour","North","2",2117.32
"oilvasfcubefflour","North","3",2136.03
"oilvasfcubefflour","North","4",2162.64
"oilvasfcubefflour","North","5",2193.78
"oilvasfcubefflour","North","6",2227.38
"oilvasfcubefflour","North","7",2266.87
"oilvasfcubefflour","North","8",2307.37
"oilvasfcubefflour","North","9",2353.77
"oilvasfcubefflour","North","10",2404.26
"oilvasfcubefflour","South","1",1233.20
"oilvasfcubefflour","South","2",1240.39
"oilvasfcubefflour","South","3",1245.86
"oilvasfcubefflour","South","4",1253.19
"oilvasfcubefflour","South","5",1258.52
"oilvasfcubefflour","South","6",1263.12
"oilvasfcubefflour","South","7",1267.72
"oilvasfcubefflour","South","8",1271.32
"oilvasfcubefflour","South","9",1274.92
"oilvasfcubefflour","South","10",1274.79
"oilvasfcubefflour","Cities","1",579.98
"oilvasfcubefflour","Cities","2",596.09
"oilvasfcubefflour","Cities","3",613.00
"oilvasfcubefflour","Cities","4",628.11
"oilvasfcubefflour","Cities","5",642.43
"oilvasfcubefflour","Cities","6",656.96
"oilvasfcubefflour","Cities","7",669.69
"oilvasfcubefflour","Cities","8",683.21
"oilvasfcubefflour","Cities","9",694.95
"oilvasfcubefflour","Cities","10",706.68
"oilvasfflour","North","1",1981.25
"oilvasfflour","North","2",1996.32
"oilvasfflour","North","3",2013.03
"oilvasfflour","North","4",2036.64
"oilvasfflour","North","5",2065.78
"oilvasfflour","North","6",2097.38
"oilvasfflour","North","7",2134.87
"oilvasfflour","North","8",2172.37
"oilvasfflour","North","9",2215.77
"oilvasfflour","North","10",2263.26
"oilvasfflour","South","1",1061.20
"oilvasfflour","South","2",1068.39
"oilvasfflour","South","3",1072.86
"oilvasfflour","South","4",1079.19
"oilvasfflour","South","5",1084.52
"oilvasfflour","South","6",1087.12
"oilvasfflour","South","7",1091.72
"oilvasfflour","South","8",1094.32
"oilvasfflour","South","9",1097.92
"oilvasfflour","South","10",1098.79
"oilvasfflour","Cities","1",566.98
"oilvasfflour","Cities","2",584.09
"oilvasfflour","Cities","3",600.00
"oilvasfflour","Cities","4",615.11
"oilvasfflour","Cities","5",629.43
"oilvasfflour","Cities","6",642.96
"oilvasfflour","Cities","7",655.69
"oilvasfflour","Cities","8",669.21
"oilvasfflour","Cities","9",680.95
"oilvasfflour","Cities","10",691.68
"oilvaszflour","North","1",1872.88
"oilvaszflour","North","2",1886.31
"oilvaszflour","North","3",1901.39
"oilvaszflour","North","4",1921.54
"oilvaszflour","North","5",1948.60
"oilvaszflour","North","6",1978.93
"oilvaszflour","North","7",2011.71
"oilvaszflour","North","8",2047.94
"oilvaszflour","North","9",2087.62
"oilvaszflour","North","10",2131.39
"oilvaszflour","South","1",932.44
"oilvaszflour","South","2",937.91
"oilvaszflour","South","3",942.51
"oilvaszflour","South","4",946.97
"oilvaszflour","South","5",952.44
"oilvaszflour","South","6",957.04
"oilvaszflour","South","7",959.77
"oilvaszflour","South","8",962.50
"oilvaszflour","South","9",965.24
"oilvaszflour","South","10",967.10
"oilvaszflour","Cities","1",635.84
"oilvaszflour","Cities","2",653.57
"oilvaszflour","Cities","3",672.30
"oilvaszflour","Cities","4",691.04
"oilvaszflour","Cities","5",708.97
"oilvaszflour","Cities","6",725.91
"oilvaszflour","Cities","7",741.05
"oilvaszflour","Cities","8",756.20
"oilvaszflour","Cities","9",772.34
"oilvaszflour","Cities","10",785.69
"oilvaszflourfcube","North","1",2169.88
"oilvaszflourfcube","North","2",2185.31
"oilvaszflourfcube","North","3",2204.39
"oilvaszflourfcube","North","4",2230.54
"oilvaszflourfcube","North","5",2263.60
"oilvaszflourfcube","North","6",2298.93
"oilvaszflourfcube","North","7",2336.71
"oilvaszflourfcube","North","8",2379.94
"oilvaszflourfcube","North","9",2427.62
"oilvaszflourfcube","North","10",2479.39
"oilvaszflourfcube","South","1",1364.44
"oilvaszflourfcube","South","2",1371.91
"oilvaszflourfcube","South","3",1378.51
"oilvaszflourfcube","South","4",1385.97
"oilvaszflourfcube","South","5",1392.44
"oilvaszflourfcube","South","6",1398.04
"oilvaszflourfcube","South","7",1402.77
"oilvaszflourfcube","South","8",1406.50
"oilvaszflourfcube","South","9",1410.24
"oilvaszflourfcube","South","10",1412.10
"oilvaszflourfcube","Cities","1",818.84
"oilvaszflourfcube","Cities","2",841.57
"oilvaszflourfcube","Cities","3",865.30
"oilvaszflourfcube","Cities","4",888.04
"oilvaszflourfcube","Cities","5",908.97
"oilvaszflourfcube","Cities","6",929.91
"oilvaszflourfcube","Cities","7",950.05
"oilvaszflourfcube","Cities","8",968.20
"oilvaszflourfcube","Cities","9",987.34
"oilvaszflourfcube","Cities","10",1002.69
"oilvaszflourfcubefflour","North","1",2176.88
"oilvaszflourfcubefflour","North","2",2192.31
"oilvaszflourfcubefflour","North","3",2211.39
"oilvaszflourfcubefflour","North","4",2238.54
"oilvaszflourfcubefflour","North","5",2270.60
"oilvaszflourfcubefflour","North","6",2305.93
"oilvaszflourfcubefflour","North","7",2344.71
"oilvaszflourfcubefflour","North","8",2387.94
"oilvaszflourfcubefflour","North","9",2435.62
"oilvaszflourfcubefflour","North","10",2487.39
"oilvaszflourfcubefflour","South","1",1388.44
"oilvaszflourfcubefflour","South","2",1395.91
"oilvaszflourfcubefflour","South","3",1402.51
"oilvaszflourfcubefflour","South","4",1409.97
"oilvaszflourfcubefflour","South","5",1416.44
"oilvaszflourfcubefflour","South","6",1423.04
"oilvaszflourfcubefflour","South","7",1427.77
"oilvaszflourfcubefflour","South","8",1431.50
"oilvaszflourfcubefflour","South","9",1435.24
"oilvaszflourfcubefflour","South","10",1436.10
"oilvaszflourfcubefflour","Cities","1",830.84
"oilvaszflourfcubefflour","Cities","2",853.57
"oilvaszflourfcubefflour","Cities","3",877.30
"oilvaszflourfcubefflour","Cities","4",900.04
"oilvaszflourfcubefflour","Cities","5",921.97
"oilvaszflourfcubefflour","Cities","6",943.91
"oilvaszflourfcubefflour","Cities","7",963.05
"oilvaszflourfcubefflour","Cities","8",982.20
"oilvaszflourfcubefflour","Cities","9",1001.34
"oilvaszflourfcubefflour","Cities","10",1017.69
"oilvaszflourfflour","North","1",2055.88
"oilvaszflourfflour","North","2",2071.31
"oilvaszflourfflour","North","3",2088.39
"oilvaszflourfflour","North","4",2112.54
"oilvaszflourfflour","North","5",2142.60
"oilvaszflourfflour","North","6",2175.93
"oilvaszflourfflour","North","7",2212.71
"oilvaszflourfflour","North","8",2252.94
"oilvaszflourfflour","North","9",2297.62
"oilvaszflourfflour","North","10",2346.39
"oilvaszflourfflour","South","1",1216.44
"oilvaszflourfflour","South","2",1223.91
"oilvaszflourfflour","South","3",1229.51
"oilvaszflourfflour","South","4",1235.97
"oilvaszflourfflour","South","5",1242.44
"oilvaszflourfflour","South","6",1247.04
"oilvaszflourfflour","South","7",1251.77
"oilvaszflourfflour","South","8",1254.50
"oilvaszflourfflour","South","9",1258.24
"oilvaszflourfflour","South","10",1260.10
"oilvaszflourfflour","Cities","1",817.84
"oilvaszflourfflour","Cities","2",841.57
"oilvaszflourfflour","Cities","3",864.30
"oilvaszflourfflour","Cities","4",887.04
"oilvaszflourfflour","Cities","5",908.97
"oilvaszflourfflour","Cities","6",929.91
"oilvaszflourfflour","Cities","7",949.05
"oilvaszflourfflour","Cities","8",968.20
"oilvaszflourfflour","Cities","9",987.34
"oilvaszflourfflour","Cities","10",1002.69
"oilvaszflourfflour33","North","1",1764.97
"oilvaszflourfflour33","North","2",1777.64
"oilvaszflourfflour33","North","3",1791.97
"oilvaszflourfflour33","North","4",1812.29
"oilvaszflourfflour33","North","5",1837.62
"oilvaszflourfflour33","North","6",1867.28
"oilvaszflourfflour33","North","7",1898.44
"oilvaszflourfflour33","North","8",1933.09
"oilvaszflourfflour33","North","9",1971.25
"oilvaszflourfflour33","North","10",2012.40
"oilvaszflourfflour33","South","1",807.10
"oilvaszflourfflour33","South","2",811.57
"oilvaszflourfflour33","South","3",815.17
"oilvaszflourfflour33","South","4",819.63
"oilvaszflourfflour33","South","5",824.10
"oilvaszflourfflour33","South","6",827.70
"oilvaszflourfflour33","South","7",829.43
"oilvaszflourfflour33","South","8",833.03
"oilvaszflourfflour33","South","9",833.90
"oilvaszflourfflour33","South","10",835.63
"oilvaszflourfflour33","Cities","1",512.64
"oilvaszflourfflour33","Cities","2",527.26
"oilvaszflourfflour33","Cities","3",541.88
"oilvaszflourfflour33","Cities","4",555.49
"oilvaszflourfflour33","Cities","5",568.31
"oilvaszflourfflour33","Cities","6",580.33
"oilvaszflourfflour33","Cities","7",593.34
"oilvaszflourfflour33","Cities","8",605.36
"oilvaszflourfflour33","Cities","9",615.57
"oilvaszflourfflour33","Cities","10",625.79
"oilvaszflourzcube","North","1",1872.88
"oilvaszflourzcube","North","2",1886.31
"oilvaszflourzcube","North","3",1901.39
"oilvaszflourzcube","North","4",2024.12
"oilvaszflourzcube","North","5",2053.00
"oilvaszflourzcube","North","6",2084.51
"oilvaszflourzcube","North","7",2120.28
"oilvaszflourzcube","North","8",2157.70
"oilvaszflourzcube","North","9",2199.38
"oilvaszflourzcube","North","10",2244.33
"oilvaszflourzcube","South","1",932.44
"oilvaszflourzcube","South","2",937.91
"oilvaszflourzcube","South","3",942.51
"oilvaszflourzcube","South","4",1058.91
"oilvaszflourzcube","South","5",1063.51
"oilvaszflourzcube","South","6",1068.11
"oilvaszflourzcube","South","7",1071.84
"oilvaszflourzcube","South","8",1075.44
"oilvaszflourzcube","South","9",1077.30
"oilvaszflourzcube","South","10",1080.04
"oilvaszflourzcube","Cities","1",635.84
"oilvaszflourzcube","Cities","2",653.57
"oilvaszflourzcube","Cities","3",672.30
"oilvaszflourzcube","Cities","4",760.27
"oilvaszflourzcube","Cities","5",779.21
"oilvaszflourzcube","Cities","6",798.15
"oilvaszflourzcube","Cities","7",815.29
"oilvaszflourzcube","Cities","8",832.44
"oilvaszflourzcube","Cities","9",848.79
"oilvaszflourzcube","Cities","10",864.14
"oilvaszflourzcubefcube","North","1",2271.09
"oilvaszflourzcubefcube","North","2",2286.71
"oilvaszflourzcubefcube","North","3",2306.78
"oilvaszflourzcubefcube","North","4",2333.12
"oilvaszflourzcubefcube","North","5",2368.00
"oilvaszflourzcubefcube","North","6",2404.51
"oilvaszflourzcubefcube","North","7",2445.28
"oilvaszflourzcubefcube","North","8",2489.70
"oilvaszflourzcubefcube","North","9",2539.38
"oilvaszflourzcubefcube","North","10",2592.33
"oilvaszflourzcubefcube","South","1",1474.38
"oilvaszflourzcubefcube","South","2",1480.98
"oilvaszflourzcubefcube","South","3",1488.44
"oilvaszflourzcubefcube","South","4",1497.91
"oilvaszflourzcubefcube","South","5",1503.51
"oilvaszflourzcubefcube","South","6",1509.11
"oilvaszflourzcubefcube","South","7",1514.84
"oilvaszflourzcubefcube","South","8",1519.44
"oilvaszflourzcubefcube","South","9",1522.30
"oilvaszflourzcubefcube","South","10",1525.04
"oilvaszflourzcubefcube","Cities","1",881.87
"oilvaszflourzcubefcube","Cities","2",907.60
"oilvaszflourzcubefcube","Cities","3",933.33
"oilvaszflourzcubefcube","Cities","4",957.27
"oilvaszflourzcubefcube","Cities","5",979.21
"oilvaszflourzcubefcube","Cities","6",1002.15
"oilvaszflourzcubefcube","Cities","7",1024.29
"oilvaszflourzcubefcube","Cities","8",1044.44
"oilvaszflourzcubefcube","Cities","9",1063.79
"oilvaszflourzcubefcube","Cities","10",1081.14
"oilvaszflourzcubefcubefflour","North","1",2278.09
"oilvaszflourzcubefcubefflour","North","2",2293.71
"oilvaszflourzcubefcubefflour","North","3",2313.78
"oilvaszflourzcubefcubefflour","North","4",2341.12
"oilvaszflourzcubefcubefflour","North","5",2375.00
"oilvaszflourzcubefcubefflour","North","6",2411.51
"oilvaszflourzcubefcubefflour","North","7",2453.28
"oilvaszflourzcubefcubefflour","North","8",2497.70
"oilvaszflourzcubefcubefflour","North","9",2547.38
"oilvaszflourzcubefcubefflour","North","10",2600.33
"oilvaszflourzcubefcubefflour","South","1",1498.38
"oilvaszflourzcubefcubefflour","South","2",1504.98
"oilvaszflourzcubefcubefflour","South","3",1512.44
"oilvaszflourzcubefcubefflour","South","4",1521.91
"oilvaszflourzcubefcubefflour","South","5",1527.51
"oilvaszflourzcubefcubefflour","South","6",1534.11
"oilvaszflourzcubefcubefflour","South","7",1539.84
"oilvaszflourzcubefcubefflour","South","8",1544.44
"oilvaszflourzcubefcubefflour","South","9",1547.30
"oilvaszflourzcubefcubefflour","South","10",1549.04
"oilvaszflourzcubefcubefflour","Cities","1",893.87
"oilvaszflourzcubefcubefflour","Cities","2",919.60
"oilvaszflourzcubefcubefflour","Cities","3",945.33
"oilvaszflourzcubefcubefflour","Cities","4",969.27
"oilvaszflourzcubefcubefflour","Cities","5",992.21
"oilvaszflourzcubefcubefflour","Cities","6",1016.15
"oilvaszflourzcubefcubefflour","Cities","7",1037.29
"oilvaszflourzcubefcubefflour","Cities","8",1058.44
"oilvaszflourzcubefcubefflour","Cities","9",1077.79
"oilvaszflourzcubefcubefflour","Cities","10",1096.14
"oilvaszflourzcubefflour","North","1",2157.09
"oilvaszflourzcubefflour","North","2",2172.71
"oilvaszflourzcubefflour","North","3",2190.78
"oilvaszflourzcubefflour","North","4",2215.12
"oilvaszflourzcubefflour","North","5",2247.00
"oilvaszflourzcubefflour","North","6",2281.51
"oilvaszflourzcubefflour","North","7",2321.28
"oilvaszflourzcubefflour","North","8",2362.70
"oilvaszflourzcubefflour","North","9",2409.38
"oilvaszflourzcubefflour","North","10",2459.33
"oilvaszflourzcubefflour","South","1",1326.38
"oilvaszflourzcubefflour","South","2",1332.98
"oilvaszflourzcubefflour","South","3",1339.44
"oilvaszflourzcubefflour","South","4",1347.91
"oilvaszflourzcubefflour","South","5",1353.51
"oilvaszflourzcubefflour","South","6",1358.11
"oilvaszflourzcubefflour","South","7",1363.84
"oilvaszflourzcubefflour","South","8",1367.44
"oilvaszflourzcubefflour","South","9",1370.30
"oilvaszflourzcubefflour","South","10",1373.04
"oilvaszflourzcubefflour","Cities","1",880.87
"oilvaszflourzcubefflour","Cities","2",907.60
"oilvaszflourzcubefflour","Cities","3",932.33
"oilvaszflourzcubefflour","Cities","4",956.27
"oilvaszflourzcubefflour","Cities","5",979.21
"oilvaszflourzcubefflour","Cities","6",1002.15
"oilvaszflourzcubefflour","Cities","7",1023.29
"oilvaszflourzcubefflour","Cities","8",1044.44
"oilvaszflourzcubefflour","Cities","9",1063.79
"oilvaszflourzcubefflour","Cities","10",1081.14
"oilzflour","North","1",785.83
"oilzflour","North","2",791.25
"oilzflour","North","3",797.15
"oilzflour","North","4",805.27
"oilzflour","North","5",816.86
"oilzflour","North","6",829.43
"oilzflour","North","7",842.72
"oilzflour","North","8",857.75
"oilzflour","North","9",874.51
"oilzflour","North","10",892.49
"oilzflour","South","1",564.58
"oilzflour","South","2",567.92
"oilzflour","South","3",570.93
"oilzflour","South","4",573.27
"oilzflour","South","5",576.62
"oilzflour","South","6",579.62
"oilzflour","South","7",581.29
"oilzflour","South","8",582.97
"oilzflour","South","9",584.64
"oilzflour","South","10",585.97
"oilzflour","Cities","1",535.56
"oilzflour","Cities","2",550.38
"oilzflour","Cities","3",566.20
"oilzflour","Cities","4",582.02
"oilzflour","Cities","5",597.32
"oilzflour","Cities","6",611.61
"oilzflour","Cities","7",624.37
"oilzflour","Cities","8",637.13
"oilzflour","Cities","9",650.89
"oilzflour","Cities","10",662.13
"oilzflourfcube","North","1",1082.83
"oilzflourfcube","North","2",1090.25
"oilzflourfcube","North","3",1100.15
"oilzflourfcube","North","4",1114.27
"oilzflourfcube","North","5",1131.86
"oilzflourfcube","North","6",1149.43
"oilzflourfcube","North","7",1167.72
"oilzflourfcube","North","8",1189.75
"oilzflourfcube","North","9",1214.51
"oilzflourfcube","North","10",1240.49
"oilzflourfcube","South","1",996.58
"oilzflourfcube","South","2",1001.92
"oilzflourfcube","South","3",1006.93
"oilzflourfcube","South","4",1012.27
"oilzflourfcube","South","5",1016.62
"oilzflourfcube","South","6",1020.62
"oilzflourfcube","South","7",1024.29
"oilzflourfcube","South","8",1026.97
"oilzflourfcube","South","9",1029.64
"oilzflourfcube","South","10",1030.97
"oilzflourfcube","Cities","1",718.56
"oilzflourfcube","Cities","2",738.38
"oilzflourfcube","Cities","3",759.20
"oilzflourfcube","Cities","4",779.02
"oilzflourfcube","Cities","5",797.32
"oilzflourfcube","Cities","6",815.61
"oilzflourfcube","Cities","7",833.37
"oilzflourfcube","Cities","8",849.13
"oilzflourfcube","Cities","9",865.89
"oilzflourfcube","Cities","10",879.13
"oilzflourfcubefflour","North","1",968.83
"oilzflourfcubefflour","North","2",976.25
"oilzflourfcubefflour","North","3",984.15
"oilzflourfcubefflour","North","4",1122.27
"oilzflourfcubefflour","North","5",1138.86
"oilzflourfcubefflour","North","6",1156.43
"oilzflourfcubefflour","North","7",1175.72
"oilzflourfcubefflour","North","8",1197.75
"oilzflourfcubefflour","North","9",1222.51
"oilzflourfcubefflour","North","10",1248.49
"oilzflourfcubefflour","South","1",848.58
"oilzflourfcubefflour","South","2",853.92
"oilzflourfcubefflour","South","3",857.93
"oilzflourfcubefflour","South","4",1036.27
"oilzflourfcubefflour","South","5",1040.62
"oilzflourfcubefflour","South","6",1045.62
"oilzflourfcubefflour","South","7",1049.29
"oilzflourfcubefflour","South","8",1051.97
"oilzflourfcubefflour","South","9",1054.64
"oilzflourfcubefflour","South","10",1054.97
"oilzflourfcubefflour","Cities","1",717.56
"oilzflourfcubefflour","Cities","2",738.38
"oilzflourfcubefflour","Cities","3",758.20
"oilzflourfcubefflour","Cities","4",791.02
"oilzflourfcubefflour","Cities","5",810.32
"oilzflourfcubefflour","Cities","6",829.61
"oilzflourfcubefflour","Cities","7",846.37
"oilzflourfcubefflour","Cities","8",863.13
"oilzflourfcubefflour","Cities","9",879.89
"oilzflourfcubefflour","Cities","10",894.13
"oilzflourfflour","North","1",968.83
"oilzflourfflour","North","2",976.25
"oilzflourfflour","North","3",984.15
"oilzflourfflour","North","4",996.27
"oilzflourfflour","North","5",1010.86
"oilzflourfflour","North","6",1026.43
"oilzflourfflour","North","7",1043.72
"oilzflourfflour","North","8",1062.75
"oilzflourfflour","North","9",1084.51
"oilzflourfflour","North","10",1107.49
"oilzflourfflour","South","1",848.58
"oilzflourfflour","South","2",853.92
"oilzflourfflour","South","3",857.93
"oilzflourfflour","South","4",862.27
"oilzflourfflour","South","5",866.62
"oilzflourfflour","South","6",869.62
"oilzflourfflour","South","7",873.29
"oilzflourfflour","South","8",874.97
"oilzflourfflour","South","9",877.64
"oilzflourfflour","South","10",878.97
"oilzflourfflour","Cities","1",717.56
"oilzflourfflour","Cities","2",738.38
"oilzflourfflour","Cities","3",758.20
"oilzflourfflour","Cities","4",778.02
"oilzflourfflour","Cities","5",797.32
"oilzflourfflour","Cities","6",815.61
"oilzflourfflour","Cities","7",832.37
"oilzflourfflour","Cities","8",849.13
"oilzflourfflour","Cities","9",865.89
"oilzflourfflour","Cities","10",879.13
"oilzflourzcube","North","1",785.83
"oilzflourzcube","North","2",791.25
"oilzflourzcube","North","3",797.15
"oilzflourzcube","North","4",922.17
"oilzflourzcube","North","5",935.01
"oilzflourzcube","North","6",949.33
"oilzflourzcube","North","7",965.62
"oilzflourzcube","North","8",982.40
"oilzflourzcube","North","9",1001.16
"oilzflourzcube","North","10",1020.90
"oilzflourzcube","South","1",564.58
"oilzflourzcube","South","2",567.92
"oilzflourzcube","South","3",570.93
"oilzflourzcube","South","4",688.92
"oilzflourzcube","South","5",691.93
"oilzflourzcube","South","6",694.94
"oilzflourzcube","South","7",697.61
"oilzflourzcube","South","8",699.62
"oilzflourzcube","South","9",700.95
"oilzflourzcube","South","10",702.62
"oilzflourzcube","Cities","1",535.56
"oilzflourzcube","Cities","2",550.38
"oilzflourzcube","Cities","3",566.20
"oilzflourzcube","Cities","4",652.85
"oilzflourzcube","Cities","5",669.14
"oilzflourzcube","Cities","6",685.43
"oilzflourzcube","Cities","7",700.19
"oilzflourzcube","Cities","8",714.96
"oilzflourzcube","Cities","9",729.19
"oilzflourzcube","Cities","10",742.42
"oilzflourzcubefcube","North","1",1197.22
"oilzflourzcubefcube","North","2",1205.39
"oilzflourzcubefcube","North","3",1216.30
"oilzflourzcubefcube","North","4",1231.17
"oilzflourzcubefcube","North","5",1250.01
"oilzflourzcubefcube","North","6",1269.33
"oilzflourzcubefcube","North","7",1290.62
"oilzflourzcubefcube","North","8",1314.40
"oilzflourzcubefcube","North","9",1341.16
"oilzflourzcubefcube","North","10",1368.90
"oilzflourzcubefcube","South","1",1110.23
"oilzflourzcubefcube","South","2",1115.24
"oilzflourzcubefcube","South","3",1120.58
"oilzflourzcubefcube","South","4",1127.92
"oilzflourzcubefcube","South","5",1131.93
"oilzflourzcubefcube","South","6",1135.94
"oilzflourzcubefcube","South","7",1140.61
"oilzflourzcubefcube","South","8",1143.62
