"intervention","space","time","lives_saved"
"cubezcube","South","5",515.03
"cubezcube","South","6",516.71
"cubezcube","South","7",518.40
"cubezcube","South","8",520.08
"cubezcube","South","9",521.77
"cubezcube","South","10",522.33
"cubezcube","Cities","1",0.00
"cubezcube","Cities","2",0.00
"cubezcube","Cities","3",0.00
"cubezcube","Cities","4",215.72
"cubezcube","Cities","5",221.03
"cubezcube","Cities","6",225.93
"cubezcube","Cities","7",230.43
"cubezcube","Cities","8",235.33
"cubezcube","Cities","9",239.82
"cubezcube","Cities","10",244.32
"cubezcubefcube","North","1",1070.71
"cubezcubefcube","North","2",1078.33
"cubezcubefcube","North","3",1088.66
"cubezcubefcube","North","4",1103.09
"cubezcubefcube","North","5",1120.34
"cubezcubefcube","North","6",1137.65
"cubezcubefcube","North","7",1157.06
"cubezcubefcube","North","8",1178.47
"cubezcubefcube","North","9",1202.99
"cubezcubefcube","North","10",1229.27
"cubezcubefcube","South","1",935.79
"cubezcubefcube","South","2",941.16
"cubezcubefcube","South","3",945.41
"cubezcubefcube","South","4",951.22
"cubezcubefcube","South","5",955.03
"cubezcubefcube","South","6",957.71
"cubezcubefcube","South","7",961.40
"cubezcubefcube","South","8",964.08
"cubezcubefcube","South","9",966.77
"cubezcubefcube","South","10",967.33
"cubezcubefcube","Cities","1",381.15
"cubezcubefcube","Cities","2",391.87
"cubezcubefcube","Cities","3",403.00
"cubezcubefcube","Cities","4",412.72
"cubezcubefcube","Cities","5",421.03
"cubezcubefcube","Cities","6",429.93
"cubezcubefcube","Cities","7",439.43
"cubezcubefcube","Cities","8",447.33
"cubezcubefcube","Cities","9",454.82
"cubezcubefcube","Cities","10",461.32
"cubezcubefcubefflour","North","1",1077.71
"cubezcubefcubefflour","North","2",1085.33
"cubezcubefcubefflour","North","3",1095.66
"cubezcubefcubefflour","North","4",1111.09
"cubezcubefcubefflour","North","5",1127.34
"cubezcubefcubefflour","North","6",1144.65
"cubezcubefcubefflour","North","7",1165.06
"cubezcubefcubefflour","North","8",1186.47
"cubezcubefcubefflour","North","9",1210.99
"cubezcubefcubefflour","North","10",1237.27
"cubezcubefcubefflour","South","1",959.79
"cubezcubefcubefflour","South","2",965.16
"cubezcubefcubefflour","South","3",969.41
"cubezcubefcubefflour","South","4",975.22
"cubezcubefcubefflour","South","5",979.03
"cubezcubefcubefflour","South","6",982.71
"cubezcubefcubefflour","South","7",986.40
"cubezcubefcubefflour","South","8",989.08
"cubezcubefcubefflour","South","9",991.77
"cubezcubefcubefflour","South","10",991.33
"cubezcubefcubefflour","Cities","1",393.15
"cubezcubefcubefflour","Cities","2",403.87
"cubezcubefcubefflour","Cities","3",415.00
"cubezcubefcubefflour","Cities","4",424.72
"cubezcubefcubefflour","Cities","5",434.03
"cubezcubefcubefflour","Cities","6",443.93
"cubezcubefcubefflour","Cities","7",452.43
"cubezcubefcubefflour","Cities","8",461.33
"cubezcubefcubefflour","Cities","9",468.82
"cubezcubefcubefflour","Cities","10",476.32
"cubezcubefflour","North","1",956.71
"cubezcubefflour","North","2",964.33
"cubezcubefflour","North","3",972.66
"cubezcubefflour","North","4",985.09
"cubezcubefflour","North","5",999.34
"cubezcubefflour","North","6",1014.65
"cubezcubefflour","North","7",1033.06
"cubezcubefflour","North","8",1051.47
"cubezcubefflour","North","9",1072.99
"cubezcubefflour","North","10",1096.27
"cubezcubefflour","South","1",787.79
"cubezcubefflour","South","2",793.16
"cubezcubefflour","South","3",796.41
"cubezcubefflour","South","4",801.22
"cubezcubefflour","South","5",805.03
"cubezcubefflour","South","6",806.71
"cubezcubefflour","South","7",810.40
"cubezcubefflour","South","8",812.08
"cubezcubefflour","South","9",814.77
"cubezcubefflour","South","10",815.33
"cubezcubefflour","Cities","1",380.15
"cubezcubefflour","Cities","2",391.87
"cubezcubefflour","Cities","3",402.00
"cubezcubefflour","Cities","4",411.72
"cubezcubefflour","Cities","5",421.03
"cubezcubefflour","Cities","6",429.93
"cubezcubefflour","Cities","7",438.43
"cubezcubefflour","Cities","8",447.33
"cubezcubefflour","Cities","9",454.82
"cubezcubefflour","Cities","10",461.32
"cubezflour","North","1",320.07
"cubezflour","North","2",322.40
"cubezflour","North","3",324.73
"cubezflour","North","4",1014.77
"cubezflour","North","5",1029.26
"cubezflour","North","6",1045.16
"cubezflour","North","7",1062.11
"cubezflour","North","8",1081.12
"cubezflour","North","9",1102.18
"cubezflour","North","10",1125.00
"cubezflour","South","1",328.56
"cubezflour","South","2",330.52
"cubezflour","South","3",332.24
"cubezflour","South","4",732.40
"cubezflour","South","5",736.64
"cubezflour","South","6",740.33
"cubezflour","South","7",742.45
"cubezflour","South","8",744.58
"cubezflour","South","9",746.70
"cubezflour","South","10",748.26
"cubezflour","Cities","1",346.06
"cubezflour","Cities","2",355.51
"cubezflour","Cities","3",365.69
"cubezflour","Cities","4",532.33
"cubezflour","Cities","5",546.41
"cubezflour","Cities","6",559.50
"cubezflour","Cities","7",571.18
"cubezflour","Cities","8",582.85
"cubezflour","Cities","9",595.53
"cubezflour","Cities","10",605.80
"cubezflourfcube","North","1",1286.84
"cubezflourfcube","North","2",1295.76
"cubezflourfcube","North","3",1307.39
"cubezflourfcube","North","4",1323.77
"cubezflourfcube","North","5",1344.26
"cubezflourfcube","North","6",1365.16
"cubezflourfcube","North","7",1387.11
"cubezflourfcube","North","8",1413.12
"cubezflourfcube","North","9",1442.18
"cubezflourfcube","North","10",1473.00
"cubezflourfcube","South","1",1153.22
"cubezflourfcube","South","2",1159.47
"cubezflourfcube","South","3",1165.15
"cubezflourfcube","South","4",1171.40
"cubezflourfcube","South","5",1176.64
"cubezflourfcube","South","6",1181.33
"cubezflourfcube","South","7",1185.45
"cubezflourfcube","South","8",1188.58
"cubezflourfcube","South","9",1191.70
"cubezflourfcube","South","10",1193.26
"cubezflourfcube","Cities","1",672.84
"cubezflourfcube","Cities","2",691.34
"cubezflourfcube","Cities","3",710.83
"cubezflourfcube","Cities","4",729.33
"cubezflourfcube","Cities","5",746.41
"cubezflourfcube","Cities","6",763.50
"cubezflourfcube","Cities","7",780.18
"cubezflourfcube","Cities","8",794.85
"cubezflourfcube","Cities","9",810.53
"cubezflourfcube","Cities","10",822.80
"cubezflourfcubefflour","North","1",503.07
"cubezflourfcubefflour","North","2",507.40
"cubezflourfcubefflour","North","3",511.73
"cubezflourfcubefflour","North","4",1331.77
"cubezflourfcubefflour","North","5",1351.26
"cubezflourfcubefflour","North","6",1372.16
"cubezflourfcubefflour","North","7",1395.11
"cubezflourfcubefflour","North","8",1421.12
"cubezflourfcubefflour","North","9",1450.18
"cubezflourfcubefflour","North","10",1481.00
"cubezflourfcubefflour","South","1",612.56
"cubezflourfcubefflour","South","2",616.52
"cubezflourfcubefflour","South","3",619.24
"cubezflourfcubefflour","South","4",1195.40
"cubezflourfcubefflour","South","5",1200.64
"cubezflourfcubefflour","South","6",1206.33
"cubezflourfcubefflour","South","7",1210.45
"cubezflourfcubefflour","South","8",1213.58
"cubezflourfcubefflour","South","9",1216.70
"cubezflourfcubefflour","South","10",1217.26
"cubezflourfcubefflour","Cities","1",528.06
"cubezflourfcubefflour","Cities","2",543.51
"cubezflourfcubefflour","Cities","3",557.69
"cubezflourfcubefflour","Cities","4",741.33
"cubezflourfcubefflour","Cities","5",759.41
"cubezflourfcubefflour","Cities","6",777.50
"cubezflourfcubefflour","Cities","7",793.18
"cubezflourfcubefflour","Cities","8",808.85
"cubezflourfcubefflour","Cities","9",824.53
"cubezflourfcubefflour","Cities","10",837.80
"cubezflourfflour","North","1",1172.84
"cubezflourfflour","North","2",1181.76
"cubezflourfflour","North","3",1191.39
"cubezflourfflour","North","4",1205.77
"cubezflourfflour","North","5",1223.26
"cubezflourfflour","North","6",1242.16
"cubezflourfflour","North","7",1263.11
"cubezflourfflour","North","8",1286.12
"cubezflourfflour","North","9",1312.18
"cubezflourfflour","North","10",1340.00
"cubezflourfflour","South","1",1005.22
"cubezflourfflour","South","2",1011.47
"cubezflourfflour","South","3",1016.15
"cubezflourfflour","South","4",1021.40
"cubezflourfflour","South","5",1026.64
"cubezflourfflour","South","6",1030.33
"cubezflourfflour","South","7",1034.45
"cubezflourfflour","South","8",1036.58
"cubezflourfflour","South","9",1039.70
"cubezflourfflour","South","10",1041.26
"cubezflourfflour","Cities","1",671.84
"cubezflourfflour","Cities","2",691.34
"cubezflourfflour","Cities","3",709.83
"cubezflourfflour","Cities","4",728.33
"cubezflourfflour","Cities","5",746.41
"cubezflourfflour","Cities","6",763.50
"cubezflourfflour","Cities","7",779.18
"cubezflourfflour","Cities","8",794.85
"cubezflourfflour","Cities","9",810.53
"cubezflourfflour","Cities","10",822.80
"cubezflourzcube","North","1",320.07
"cubezflourzcube","North","2",322.40
"cubezflourzcube","North","3",324.73
"cubezflourzcube","North","4",1128.98
"cubezflourzcube","North","5",1144.83
"cubezflourzcube","North","6",1162.37
"cubezflourzcube","North","7",1182.32
"cubezflourzcube","North","8",1202.98
"cubezflourzcube","North","9",1226.04
"cubezflourzcube","North","10",1250.51
"cubezflourzcube","South","1",328.56
"cubezflourzcube","South","2",330.52
"cubezflourzcube","South","3",332.24
"cubezflourzcube","South","4",846.47
"cubezflourzcube","South","5",850.15
"cubezflourzcube","South","6",853.84
"cubezflourzcube","South","7",856.96
"cubezflourzcube","South","8",859.64
"cubezflourzcube","South","9",861.21
"cubezflourzcube","South","10",863.33
"cubezflourzcube","Cities","1",346.06
"cubezflourzcube","Cities","2",355.51
"cubezflourzcube","Cities","3",365.69
"cubezflourzcube","Cities","4",603.88
"cubezflourzcube","Cities","5",618.96
"cubezflourzcube","Cities","6",634.05
"cubezflourzcube","Cities","7",647.72
"cubezflourzcube","Cities","8",661.40
"cubezflourzcube","Cities","9",674.67
"cubezflourzcube","Cities","10",686.94
"cubezflourzcubefcube","North","1",1398.76
"cubezflourzcubefcube","North","2",1408.33
"cubezflourzcubefcube","North","3",1420.95
"cubezflourzcubefcube","North","4",1437.98
"cubezflourzcubefcube","North","5",1459.83
"cubezflourzcubefcube","North","6",1482.37
"cubezflourzcubefcube","North","7",1507.32
"cubezflourzcubefcube","North","8",1534.98
"cubezflourzcubefcube","North","9",1566.04
"cubezflourzcubefcube","North","10",1598.51
"cubezflourzcubefcube","South","1",1265.29
"cubezflourzcubefcube","South","2",1270.97
"cubezflourzcubefcube","South","3",1277.22
"cubezflourzcubefcube","South","4",1285.47
"cubezflourzcubefcube","South","5",1290.15
"cubezflourzcubefcube","South","6",1294.84
"cubezflourzcubefcube","South","7",1299.96
"cubezflourzcubefcube","South","8",1303.64
"cubezflourzcubefcube","South","9",1306.21
"cubezflourzcubefcube","South","10",1308.33
"cubezflourzcubefcube","Cities","1",737.80
"cubezflourzcubefcube","Cities","2",759.30
"cubezflourzcubefcube","Cities","3",780.79
"cubezflourzcubefcube","Cities","4",800.88
"cubezflourzcubefcube","Cities","5",818.96
"cubezflourzcubefcube","Cities","6",838.05
"cubezflourzcubefcube","Cities","7",856.72
"cubezflourzcubefcube","Cities","8",873.40
"cubezflourzcubefcube","Cities","9",889.67
"cubezflourzcubefcube","Cities","10",903.94
"cubezflourzcubefcubefflour","North","1",503.07
"cubezflourzcubefcubefflour","North","2",507.40
"cubezflourzcubefcubefflour","North","3",511.73
"cubezflourzcubefcubefflour","North","4",1445.98
"cubezflourzcubefcubefflour","North","5",1466.83
"cubezflourzcubefcubefflour","North","6",1489.37
"cubezflourzcubefcubefflour","North","7",1515.32
"cubezflourzcubefcubefflour","North","8",1542.98
"cubezflourzcubefcubefflour","North","9",1574.04
"cubezflourzcubefcubefflour","North","10",1606.51
"cubezflourzcubefcubefflour","South","1",612.56
"cubezflourzcubefcubefflour","South","2",616.52
"cubezflourzcubefcubefflour","South","3",619.24
"cubezflourzcubefcubefflour","South","4",1309.47
"cubezflourzcubefcubefflour","South","5",1314.15
"cubezflourzcubefcubefflour","South","6",1319.84
"cubezflourzcubefcubefflour","South","7",1324.96
"cubezflourzcubefcubefflour","South","8",1328.64
"cubezflourzcubefcubefflour","South","9",1331.21
"cubezflourzcubefcubefflour","South","10",1332.33
"cubezflourzcubefcubefflour","Cities","1",528.06
"cubezflourzcubefcubefflour","Cities","2",543.51
"cubezflourzcubefcubefflour","Cities","3",557.69
"cubezflourzcubefcubefflour","Cities","4",812.88
"cubezflourzcubefcubefflour","Cities","5",831.96
"cubezflourzcubefcubefflour","Cities","6",852.05
"cubezflourzcubefcubefflour","Cities","7",869.72
"cubezflourzcubefcubefflour","Cities","8",887.40
"cubezflourzcubefcubefflour","Cities","9",903.67
"cubezflourzcubefcubefflour","Cities","10",918.94
"cubezflourzcubefflour","North","1",1284.76
"cubezflourzcubefflour","North","2",1294.33
"cubezflourzcubefflour","North","3",1304.95
"cubezflourzcubefflour","North","4",1319.98
"cubezflourzcubefflour","North","5",1338.83
"cubezflourzcubefflour","North","6",1359.37
"cubezflourzcubefflour","North","7",1383.32
"cubezflourzcubefflour","North","8",1407.98
"cubezflourzcubefflour","North","9",1436.04
"cubezflourzcubefflour","North","10",1465.51
"cubezflourzcubefflour","South","1",1117.29
"cubezflourzcubefflour","South","2",1122.97
"cubezflourzcubefflour","South","3",1128.22
"cubezflourzcubefflour","South","4",1135.47
"cubezflourzcubefflour","South","5",1140.15
"cubezflourzcubefflour","South","6",1143.84
"cubezflourzcubefflour","South","7",1148.96
"cubezflourzcubefflour","South","8",1151.64
"cubezflourzcubefflour","South","9",1154.21
"cubezflourzcubefflour","South","10",1156.33
"cubezflourzcubefflour","Cities","1",736.80
"cubezflourzcubefflour","Cities","2",759.30
"cubezflourzcubefflour","Cities","3",779.79
"cubezflourzcubefflour","Cities","4",799.88
"cubezflourzcubefflour","Cities","5",818.96
"cubezflourzcubefflour","Cities","6",838.05
"cubezflourzcubefflour","Cities","7",855.72
"cubezflourzcubefflour","Cities","8",873.40
"cubezflourzcubefflour","Cities","9",889.67
"cubezflourzcubefflour","Cities","10",903.94
"fcube","North","1",0.00
"fcube","North","2",0.00
"fcube","North","3",0.00
"fcube","North","4",309.00
"fcube","North","5",315.00
"fcube","North","6",320.00
"fcube","North","7",325.00
"fcube","North","8",332.00
"fcube","North","9",340.00
"fcube","North","10",348.00
"fcube","South","1",0.00
"fcube","South","2",0.00
"fcube","South","3",0.00
"fcube","South","4",439.00
"fcube","South","5",440.00
"fcube","South","6",441.00
"fcube","South","7",443.00
"fcube","South","8",444.00
"fcube","South","9",445.00
"fcube","South","10",445.00
"fcube","Cities","1",0.00
"fcube","Cities","2",0.00
"fcube","Cities","3",0.00
"fcube","Cities","4",197.00
"fcube","Cities","5",200.00
"fcube","Cities","6",204.00
"fcube","Cities","7",209.00
"fcube","Cities","8",212.00
"fcube","Cities","9",215.00
"fcube","Cities","10",217.00
"fcubefflour","North","1",304.00
"fcubefflour","North","2",306.00
"fcubefflour","North","3",310.00
"fcubefflour","North","4",317.00
"fcubefflour","North","5",322.00
"fcubefflour","North","6",327.00
"fcubefflour","North","7",333.00
"fcubefflour","North","8",340.00
"fcubefflour","North","9",348.00
"fcubefflour","North","10",356.00
"fcubefflour","South","1",456.00
"fcubefflour","South","2",458.00
"fcubefflour","South","3",460.00
"fcubefflour","South","4",463.00
"fcubefflour","South","5",464.00
"fcubefflour","South","6",466.00
"fcubefflour","South","7",468.00
"fcubefflour","South","8",469.00
"fcubefflour","South","9",470.00
"fcubefflour","South","10",469.00
"fcubefflour","Cities","1",195.00
"fcubefflour","Cities","2",200.00
"fcubefflour","Cities","3",205.00
"fcubefflour","Cities","4",209.00
"fcubefflour","Cities","5",213.00
"fcubefflour","Cities","6",218.00
"fcubefflour","Cities","7",222.00
"fcubefflour","Cities","8",226.00
"fcubefflour","Cities","9",229.00
"fcubefflour","Cities","10",232.00
"fflour","North","1",183.00
"fflour","North","2",185.00
"fflour","North","3",187.00
"fflour","North","4",191.00
"fflour","North","5",194.00
"fflour","North","6",197.00
"fflour","North","7",201.00
"fflour","North","8",205.00
"fflour","North","9",210.00
"fflour","North","10",215.00
"fflour","South","1",284.00
"fflour","South","2",286.00
"fflour","South","3",287.00
"fflour","South","4",289.00
"fflour","South","5",290.00
"fflour","South","6",290.00
"fflour","South","7",292.00
"fflour","South","8",292.00
"fflour","South","9",293.00
"fflour","South","10",293.00
"fflour","Cities","1",182.00
"fflour","Cities","2",188.00
"fflour","Cities","3",192.00
"fflour","Cities","4",196.00
"fflour","Cities","5",200.00
"fflour","Cities","6",204.00
"fflour","Cities","7",208.00
"fflour","Cities","8",212.00
"fflour","Cities","9",215.00
"fflour","Cities","10",217.00
"fflour33","North","1",0.00
"fflour33","North","2",0.00
"fflour33","North","3",0.00
"fflour33","North","4",0.00
"fflour33","North","5",0.00
"fflour33","North","6",0.00
"fflour33","North","7",0.00
"fflour33","North","8",0.00
"fflour33","North","9",0.00
"fflour33","North","10",0.00
"fflour33","South","1",0.00
"fflour33","South","2",0.00
"fflour33","South","3",0.00
"fflour33","South","4",0.00
"fflour33","South","5",0.00
"fflour33","South","6",0.00
"fflour33","South","7",0.00
"fflour33","South","8",0.00
"fflour33","South","9",0.00
"fflour33","South","10",0.00
"fflour33","Cities","1",0.00
"fflour33","Cities","2",0.00
"fflour33","Cities","3",0.00
"fflour33","Cities","4",0.00
"fflour33","Cities","5",0.00
"fflour33","Cities","6",0.00
"fflour33","Cities","7",0.00
"fflour33","Cities","8",0.00
"fflour33","Cities","9",0.00
"fflour33","Cities","10",0.00
"maxoil","North","1",537.00
"maxoil","North","2",540.91
"maxoil","North","3",695.97
"maxoil","North","4",703.44
"maxoil","North","5",713.41
"maxoil","North","6",724.31
"maxoil","North","7",737.08
"maxoil","North","8",749.84
"maxoil","North","9",764.48
"maxoil","North","10",780.67
"maxoil","South","1",301.05
"maxoil","South","2",303.06
"maxoil","South","3",338.57
"maxoil","South","4",340.44
"maxoil","South","5",342.30
"maxoil","South","6",343.42
"maxoil","South","7",344.54
"maxoil","South","8",345.66
"maxoil","South","9",346.78
"maxoil","South","10",347.16
"maxoil","Cities","1",256.65
"maxoil","Cities","2",264.06
"maxoil","Cities","3",302.00
"maxoil","Cities","4",310.23
"maxoil","Cities","5",317.86
"maxoil","Cities","6",324.91
"maxoil","Cities","7",331.38
"maxoil","Cities","8",338.43
"maxoil","Cities","9",344.89
"maxoil","Cities","10",351.35
"maxoilclinic","North","1",748.34
"maxoilclinic","North","2",753.78
"maxoilclinic","North","3",893.28
"maxoilclinic","North","4",902.87
"maxoilclinic","North","5",915.66
"maxoilclinic","North","6",929.65
"maxoilclinic","North","7",946.04
"maxoilclinic","North","8",962.43
"maxoilclinic","North","9",981.21
"maxoilclinic","North","10",1002.00
"maxoilclinic","South","1",367.77
"maxoilclinic","South","2",370.23
"maxoilclinic","South","3",400.70
"maxoilclinic","South","4",402.90
"maxoilclinic","South","5",405.11
"maxoilclinic","South","6",406.44
"maxoilclinic","South","7",407.76
"maxoilclinic","South","8",409.09
"maxoilclinic","South","9",410.41
"maxoilclinic","South","10",410.86
"maxoilclinic","Cities","1",276.45
"maxoilclinic","Cities","2",284.43
"maxoilclinic","Cities","3",319.00
"maxoilclinic","Cities","4",327.69
"maxoilclinic","Cities","5",335.76
"maxoilclinic","Cities","6",343.20
"maxoilclinic","Cities","7",350.03
"maxoilclinic","Cities","8",357.48
"maxoilclinic","Cities","9",364.31
"maxoilclinic","Cities","10",371.13
"maxoilclinicfcube","North","1",1176.69
"maxoilclinicfcube","North","2",1185.09
"maxoilclinicfcube","North","3",1196.28
"maxoilclinicfcube","North","4",1211.87
"maxoilclinicfcube","North","5",1230.66
"maxoilclinicfcube","North","6",1249.65
"maxoilclinicfcube","North","7",1271.04
"maxoilclinicfcube","North","8",1294.43
"maxoilclinicfcube","North","9",1321.21
"maxoilclinicfcube","North","10",1350.00
"maxoilclinicfcube","South","1",828.28
"maxoilclinicfcube","South","2",832.93
"maxoilclinicfcube","South","3",836.70
"maxoilclinicfcube","South","4",841.90
"maxoilclinicfcube","South","5",845.11
"maxoilclinicfcube","South","6",847.44
"maxoilclinicfcube","South","7",850.76
"maxoilclinicfcube","South","8",853.09
"maxoilclinicfcube","South","9",855.41
"maxoilclinicfcube","South","10",855.86
"maxoilclinicfcube","Cities","1",484.00
"maxoilclinicfcube","Cities","2",497.69
"maxoilclinicfcube","Cities","3",512.00
"maxoilclinicfcube","Cities","4",524.69
"maxoilclinicfcube","Cities","5",535.76
"maxoilclinicfcube","Cities","6",547.20
"maxoilclinicfcube","Cities","7",559.03
"maxoilclinicfcube","Cities","8",569.48
"maxoilclinicfcube","Cities","9",579.31
"maxoilclinicfcube","Cities","10",588.13
"maxoilclinicfcubefflour","North","1",1183.69
"maxoilclinicfcubefflour","North","2",1192.09
"maxoilclinicfcubefflour","North","3",1203.28
"maxoilclinicfcubefflour","North","4",1219.87
"maxoilclinicfcubefflour","North","5",1237.66
"maxoilclinicfcubefflour","North","6",1256.65
"maxoilclinicfcubefflour","North","7",1279.04
"maxoilclinicfcubefflour","North","8",1302.43
"maxoilclinicfcubefflour","North","9",1329.21
"maxoilclinicfcubefflour","North","10",1358.00
"maxoilclinicfcubefflour","South","1",852.28
"maxoilclinicfcubefflour","South","2",856.93
"maxoilclinicfcubefflour","South","3",860.70
"maxoilclinicfcubefflour","South","4",865.90
"maxoilclinicfcubefflour","South","5",869.11
"maxoilclinicfcubefflour","South","6",872.44
"maxoilclinicfcubefflour","South","7",875.76
"maxoilclinicfcubefflour","South","8",878.09
"maxoilclinicfcubefflour","South","9",880.41
"maxoilclinicfcubefflour","South","10",879.86
"maxoilclinicfcubefflour","Cities","1",496.00
"maxoilclinicfcubefflour","Cities","2",509.69
"maxoilclinicfcubefflour","Cities","3",524.00
"maxoilclinicfcubefflour","Cities","4",536.69
"maxoilclinicfcubefflour","Cities","5",548.76
"maxoilclinicfcubefflour","Cities","6",561.20
"maxoilclinicfcubefflour","Cities","7",572.03
"maxoilclinicfcubefflour","Cities","8",583.48
"maxoilclinicfcubefflour","Cities","9",593.31
"maxoilclinicfcubefflour","Cities","10",603.13
"maxoilclinicfflour","North","1",1062.69
"maxoilclinicfflour","North","2",1071.09
"maxoilclinicfflour","North","3",1080.28
"maxoilclinicfflour","North","4",1093.87
"maxoilclinicfflour","North","5",1109.66
"maxoilclinicfflour","North","6",1126.65
"maxoilclinicfflour","North","7",1147.04
"maxoilclinicfflour","North","8",1167.43
"maxoilclinicfflour","North","9",1191.21
"maxoilclinicfflour","North","10",1217.00
"maxoilclinicfflour","South","1",680.28
"maxoilclinicfflour","South","2",684.93
"maxoilclinicfflour","South","3",687.70
"maxoilclinicfflour","South","4",691.90
"maxoilclinicfflour","South","5",695.11
"maxoilclinicfflour","South","6",696.44
"maxoilclinicfflour","South","7",699.76
"maxoilclinicfflour","South","8",701.09
"maxoilclinicfflour","South","9",703.41
"maxoilclinicfflour","South","10",703.86
"maxoilclinicfflour","Cities","1",483.00
"maxoilclinicfflour","Cities","2",497.69
"maxoilclinicfflour","Cities","3",511.00
"maxoilclinicfflour","Cities","4",523.69
"maxoilclinicfflour","Cities","5",535.76
"maxoilclinicfflour","Cities","6",547.20
"maxoilclinicfflour","Cities","7",558.03
"maxoilclinicfflour","Cities","8",569.48
"maxoilclinicfflour","Cities","9",579.31
"maxoilclinicfflour","Cities","10",588.13
"maxoilcliniczflour","North","1",968.53
"maxoilcliniczflour","North","2",975.29
"maxoilcliniczflour","North","3",1097.18
"maxoilcliniczflour","North","4",1108.57
"maxoilcliniczflour","North","5",1124.37
"maxoilcliniczflour","North","6",1141.76
"maxoilcliniczflour","North","7",1160.35
"maxoilcliniczflour","North","8",1181.13
"maxoilcliniczflour","North","9",1204.12
"maxoilcliniczflour","North","10",1229.11
"maxoilcliniczflour","South","1",619.17
"maxoilcliniczflour","South","2",622.83
"maxoilcliniczflour","South","3",645.25
"maxoilcliniczflour","South","4",648.01
"maxoilcliniczflour","South","5",651.78
"maxoilcliniczflour","South","6",655.11
"maxoilcliniczflour","South","7",656.99
"maxoilcliniczflour","South","8",658.87
"maxoilcliniczflour","South","9",660.76
"maxoilcliniczflour","South","10",662.20
"maxoilcliniczflour","Cities","1",549.57
"maxoilcliniczflour","Cities","2",564.80
"maxoilcliniczflour","Cities","3",602.87
"maxoilcliniczflour","Cities","4",619.70
"maxoilcliniczflour","Cities","5",635.90
"maxoilcliniczflour","Cities","6",651.11
"maxoilcliniczflour","Cities","7",664.69
"maxoilcliniczflour","Cities","8",678.28
"maxoilcliniczflour","Cities","9",692.87
"maxoilcliniczflour","Cities","10",704.83
"maxoilcliniczflourfcube","North","1",1378.19
"maxoilcliniczflourfcube","North","2",1387.79
"maxoilcliniczflourfcube","North","3",1400.18
"maxoilcliniczflourfcube","North","4",1417.57
"maxoilcliniczflourfcube","North","5",1439.37
"maxoilcliniczflourfcube","North","6",1461.76
"maxoilcliniczflourfcube","North","7",1485.35
"maxoilcliniczflourfcube","North","8",1513.13
"maxoilcliniczflourfcube","North","9",1544.12
"maxoilcliniczflourfcube","North","10",1577.11
"maxoilcliniczflourfcube","South","1",1070.15
"maxoilcliniczflourfcube","South","2",1075.92
"maxoilcliniczflourfcube","South","3",1081.25
"maxoilcliniczflourfcube","South","4",1087.01
"maxoilcliniczflourfcube","South","5",1091.78
"maxoilcliniczflourfcube","South","6",1096.11
"maxoilcliniczflourfcube","South","7",1099.99
"maxoilcliniczflourfcube","South","8",1102.87
"maxoilcliniczflourfcube","South","9",1105.76
"maxoilcliniczflourfcube","South","10",1107.20
"maxoilcliniczflourfcube","Cities","1",753.22
"maxoilcliniczflourfcube","Cities","2",774.04
"maxoilcliniczflourfcube","Cities","3",795.87
"maxoilcliniczflourfcube","Cities","4",816.70
"maxoilcliniczflourfcube","Cities","5",835.90
"maxoilcliniczflourfcube","Cities","6",855.11
"maxoilcliniczflourfcube","Cities","7",873.69
"maxoilcliniczflourfcube","Cities","8",890.28
"maxoilcliniczflourfcube","Cities","9",907.87
"maxoilcliniczflourfcube","Cities","10",921.83
"maxoilcliniczflourfcubefflour","North","1",1272.53
"maxoilcliniczflourfcubefflour","North","2",1281.29
"maxoilcliniczflourfcubefflour","North","3",1284.18
"maxoilcliniczflourfcubefflour","North","4",1425.57
"maxoilcliniczflourfcubefflour","North","5",1446.37
"maxoilcliniczflourfcubefflour","North","6",1468.76
"maxoilcliniczflourfcubefflour","North","7",1493.35
"maxoilcliniczflourfcubefflour","North","8",1521.13
"maxoilcliniczflourfcubefflour","North","9",1552.12
"maxoilcliniczflourfcubefflour","North","10",1585.11
"maxoilcliniczflourfcubefflour","South","1",1075.17
"maxoilcliniczflourfcubefflour","South","2",1080.83
"maxoilcliniczflourfcubefflour","South","3",932.25
"maxoilcliniczflourfcubefflour","South","4",1111.01
"maxoilcliniczflourfcubefflour","South","5",1115.78
"maxoilcliniczflourfcubefflour","South","6",1121.11
"maxoilcliniczflourfcubefflour","South","7",1124.99
"maxoilcliniczflourfcubefflour","South","8",1127.87
"maxoilcliniczflourfcubefflour","South","9",1130.76
"maxoilcliniczflourfcubefflour","South","10",1131.20
"maxoilcliniczflourfcubefflour","Cities","1",744.57
"maxoilcliniczflourfcubefflour","Cities","2",764.80
"maxoilcliniczflourfcubefflour","Cities","3",794.87
"maxoilcliniczflourfcubefflour","Cities","4",828.70
"maxoilcliniczflourfcubefflour","Cities","5",848.90
"maxoilcliniczflourfcubefflour","Cities","6",869.11
"maxoilcliniczflourfcubefflour","Cities","7",886.69
"maxoilcliniczflourfcubefflour","Cities","8",904.28
"maxoilcliniczflourfcubefflour","Cities","9",921.87
"maxoilcliniczflourfcubefflour","Cities","10",936.83
"maxoilcliniczflourfflour","North","1",1264.19
"maxoilcliniczflourfflour","North","2",1273.79
"maxoilcliniczflourfflour","North","3",1284.18
