,ID,LBL,FIP,MMT_ID,SHORT__FRM,LONG_FRM,ADM0,ADM1,ADM2,ADM3,ADM4,ADM5,STL-0,STL-1,STL-2,STL-3,STL-4,STL-5,geometry
0,1,CMR-1,CM,CAM,Cameroon,Republic of Cameroon,Cameroon,Adamaoua,Djerem,-,-,-,41,1,1,-,-,-,"POLYGON ((13.35322000000451 5.986749999996391, 12.96168999999645 5.986449999996694, 12.87821999999869 5.989450000000943, 12.75543000000471 5.989130000001751, 12.67693000000145 5.990559999998368, 12.57815000000119 5.996619999998074, 12.51028000000224 5.995190000001458, 12.48868999999831 6.041949999998906, 12.47529000000213 6.062619999996969, 12.40356000000611 6.121099999996659, 12.36039000000164 6.152280000002065, 12.33160999999382 6.170259999998962, 12.30658000000403 6.194040000002133, 12.26549000000523 6.198779999998806, 12.22075999999652 6.185859999997774, 12.15292999999656 6.166669999998703, 12.10958000000392 6.165930000002845, 12.05939999999828 6.167860000001383, 11.97905999999784 6.251799999998184, 11.98636999999871 6.253929999998945, 12.01382999999623 6.260199999996985, 12.0234300000011 6.276989999998477, 12.01262999999744 6.303370000001451, 12.04740999999922 6.31536000000051, 12.07619000000705 6.324950000001991, 12.07018999999855 6.359729999996489, 12.07378999999491 6.402900000000955, 12.12175999999454 6.442470000001776, 12.14415999999619 6.493779999997059, 12.15808999999717 6.506309999997029, 12.15412999999535 6.53121000000101, 12.08719000000565 6.559439999997267, 12.0926199999958 6.58013999999821, 12.06242000000202 6.609329999999318, 12.02774999999383 6.666019999996934, 12.03272000000288 6.701320000000123, 12.07172000000719 6.75286000000051, 12.11350999999559 6.783510000001115, 12.14555000000109 6.796040000001085, 12.17341000000306 6.809970000002068, 12.19151999999303 6.822509999998147, 12.20265999999538 6.847580000001471, 12.20657999999821 6.85218999999779, 12.2263399999938 6.875440000003437, 12.23609000000579 6.907480000001669, 12.23470000000088 6.936730000001262, 12.23505000000296 6.963689999996859, 12.28345000000263 6.914440000000468, 12.33637999999337 6.879619999999704, 12.38374000000476 6.883800000003248, 12.42698000000382 6.907399999996414, 12.44363999999769 6.933940000002622, 12.44780999999784 6.961000000002969, 12.46173999999883 6.991049999996903, 12.47444000000542 7.021860000000743, 12.49517999999807 7.030050000001211, 12.53836000000592 7.030050000001211, 12.55367999999726 7.006370000002789, 12.56204000000434 6.988270000001648, 12.59824999999546 6.975729999998293, 12.6929700000037 6.991049999996903, 12.71804000000702 6.982689999997092, 12.77328999999736 6.973129999998491, 12.82590999999957 7.000050000002375, 12.83643999999913 6.960409999999683, 12.84596000000602 6.911610000002838, 12.85037000000011 6.8420100000003, 12.86430000000109 6.801610000002256, 12.87823000000208 6.77096999999776, 12.90584000000672 6.764479999998002, 12.92419999999402 6.777929999996559, 12.93597999999474 6.784800000001269, 12.95763000000443 6.797429999998712, 12.97156000000541 6.818330000001879, 12.99962000000232 6.834900000001653, 13.02013000000443 6.850610000001325, 13.04867000000377 6.860549999997602, 13.08160000000498 6.850370000000112, 13.11921000000439 6.819719999999506, 13.1554199999955 6.789080000002286, 13.19302999999491 6.762609999997949, 13.20139000000199 6.754249999998137, 13.2752199999959 6.761220000000321, 13.30865000000631 6.750079999997979, 13.34067999999388 6.745900000001711, 13.35322000000451 6.729180000002088, 13.36436000000685 6.690179999997781, 13.39815999999701 6.633139999998093, 13.39491000000271 6.628969999997935, 13.38943999999901 6.621930000001157, 13.32705000000715 6.5329899999997, 13.29333000000042 6.460350000001199, 13.30724999999802 6.403230000003532, 13.33929000000353 6.357270000000426, 13.33233000000473 6.302940000001399, 13.34067999999388 6.273690000001807, 13.33929000000353 6.245829999999842, 13.34904000000097 6.217969999997877, 13.35322000000451 6.178970000000845, 13.34067999999388 6.156690000003437, 13.36715000000549 6.131609999996726, 13.38387000000512 6.103750000002037, 13.39071999999578 6.091749999999593, 13.39500999999291 6.084249999999884, 13.3978000000061 6.066149999998743, 13.37550999999803 6.042470000000321, 13.37132999999449 6.011819999999716, 13.35322000000451 5.986749999996391))"
1,2,CMR-2,CM,CAM,Cameroon,Republic of Cameroon,Cameroon,Adamaoua,Faro-et-Deo,-,-,-,41,1,2,-,-,-,"POLYGON ((12.82590999999957 7.000050000002375, 12.77328999999736 6.973129999998491, 12.71804000000702 6.982689999997092, 12.6929700000037 6.991049999996903, 12.59824999999546 6.975729999998293, 12.56204000000434 6.988270000001648, 12.55367999999726 7.006370000002789, 12.53836000000592 7.030050000001211, 12.49517999999807 7.030050000001211, 12.47444000000542 7.021860000000743, 12.46173999999883 6.991049999996903, 12.44780999999784 6.961000000002969, 12.44363999999769 6.933940000002622, 12.42698000000382 6.907399999996414, 12.38374000000476 6.883800000003248, 12.33637999999337 6.879619999999704, 12.28345000000263 6.914440000000468, 12.23505000000296 6.963689999996859, 12.22174999999697 6.973149999997986, 12.21739000000525 6.974190000000817, 12.15915000000678 6.988060000003316, 12.14631999999983 7.015160000002652, 12.10494999999355 7.070789999997942, 12.10725000000093 7.093800000002375, 12.10779999999795 7.099309999997786, 12.08783999999287 7.139250000000175, 12.06501000000571 7.159220000001369, 12.02650000000722 7.19488000000274, 11.96374000000651 7.196300000003248, 11.87245999999868 7.219129999997676, 11.85228999999526 7.232609999999113, 11.80219000000216 7.254119999997783, 11.8020300000062 7.257530000002589, 11.80425000000105 7.277529999999388, 11.81221000000369 7.300539999996545, 11.81854999999632 7.324679999997898, 11.82267999999749 7.32951999999932, 11.8251900000032 7.335390000000189, 11.82928999999422 7.34494000000268, 11.83615000000282 7.355999999999767, 11.84919999999693 7.372819999996864, 11.88860999999451 7.416620000003604, 11.89343999999983 7.418700000001991, 11.89708999999857 7.425840000003518, 11.89999999999418 7.428690000000643, 11.90389000000141 7.432500000002619, 11.92437999999675 7.452590000000782, 11.93558999999368 7.470090000002529, 11.95071000000462 7.487840000001597, 11.96034999999392 7.495000000002619, 11.97092999999586 7.498019999999087, 11.99210000000312 7.499250000000757, 12.00027999999293 7.50398999999743, 12.0072599999985 7.508040000000619, 12.0127899999934 7.507599999997183, 12.03943000000436 7.523090000002412, 12.03224000000046 7.538220000002184, 12.028959999996 7.55221999999776, 12.02610000000277 7.577010000000882, 12.02474999999686 7.60280000000057, 12.02287000000069 7.638769999997749, 12.01776000000245 7.65114999999787, 12.02095999999437 7.657599999998638, 12.02692000000388 7.664740000000165, 12.03174000000581 7.667509999999311, 12.03562999999849 7.676249999996799, 12.03764999999839 7.687740000001213, 12.03759000000719 7.703589999997348, 12.04051999999501 7.7210699999996, 12.0423199999932 7.731849999996484, 12.0468899999978 7.740819999999076, 12.05676000000676 7.749120000000403, 12.06041999999434 7.755570000001171, 12.06150999999954 7.771410000001197, 12.06724999999278 7.776030000000901, 12.06812999999966 7.787739999999758, 12.07361999999557 7.796710000002349, 12.08349000000453 7.806170000003476, 12.09373999999661 7.829890000000887, 12.09649999999965 7.836289999999281, 12.11393999999564 7.853799999997136, 12.13276999999653 7.867189999997208, 12.14171999999962 7.877090000001772, 12.15296999999555 7.886089999999967, 12.16180000000168 7.903440000001865, 12.1654600000038 7.906960000000254, 12.17190000000119 7.921880000001693, 12.17742000000726 7.928769999998622, 12.18215999999666 7.93297000000166, 12.18777999999293 7.937949999999546, 12.19193000000087 7.939789999996719, 12.19653000000108 7.945760000002338, 12.19882000000507 7.959530000000086, 12.21056000000681 7.96940000000177, 12.21963999999571 7.988360000003013, 12.22189000000071 8, 12.21976000000723 8.003179999999702, 12.22019999999611 8.00616999999329, 12.21872999999323 8.015570000003208, 12.21379999999772 8.026320000004489, 12.21463000000222 8.036659999997937, 12.21614000000409 8.048379999992903, 12.21344000000681 8.06695999999647, 12.20991000000504 8.075429999997141, 12.20610999999917 8.088709999996354, 12.20838999999978 8.096220000006724, 12.21147999999812 8.106440000003204, 12.22239999999874 8.123519999993732, 12.22946000000229 8.131850000005215, 12.23927999999432 8.143410000004224, 12.24534999999742 8.161380000005011, 12.25634000000719 8.169049999996787, 12.30014000000665 8.110979999997653, 12.3481599999941 8.060549999994691, 12.43193999999494 7.981290000003355, 12.43992999999318 7.973769999996875, 12.486149999997 7.939980000002834, 12.56689000000188 7.921390000003157, 12.61598000000231 7.921990000002552, 12.63151000000653 7.893519999997807, 12.64186000000336 7.862450000000536, 12.62892000000284 7.818440000002738, 12.63409999999567 7.753720000000612, 12.73764999999548 7.707119999999122, 12.74292000000423 7.704740000001038, 12.81789999999455 7.670879999997851, 12.90407999999297 7.65911000000051, 12.97728000000643 7.65056999999797, 13.01768000000448 7.629659999998694, 13.06384000000253 7.611329999999725, 13.13115000000107 7.600980000002892, 13.15962999999465 7.600980000002892, 13.20521000000008 7.598910000000615, 13.24059000000125 7.603430000002845, 13.25505999999586 7.597439999997732, 13.25740000000224 7.572079999998095, 13.23928999999771 7.566409999999451, 13.18528999999398 7.571300000003248, 13.16667999999481 7.528140000002168, 13.13747000000149 7.510080000000016, 13.13847000000533 7.49141999999847, 13.14406000000599 7.434220000002824, 13.1304999999993 7.423470000001544, 13.12191000000166 7.408920000001672, 13.10305000000517 7.402179999997315, 13.08019999999669 7.39209000000119, 13.04726999999548 7.379339999999502, 13.02317000000039 7.370889999998326, 13.01582000000053 7.34150000000227, 13.00956000000588 7.315600000001723, 13.00130000000354 7.294210000000021, 13.01540000000386 7.284260000000359, 13.01643000000331 7.266139999999723, 13.00637000000279 7.252390000001469, 12.98661999999604 7.254480000003241, 12.96043000000645 7.264219999997295, 12.92268000000331 7.24036000000342, 12.90545000000566 7.225299999998242, 12.89871999999741 7.191919999997481, 12.86676999999327 7.172950000000128, 12.84631999999692 7.151080000003276, 12.82391000000644 7.12894999999844, 12.84480000000622 7.071839999996882, 12.84618999999657 7.039810000002035, 12.84062000000267 7.01195000000007, 12.83147000000463 7.004549999997835, 12.82590999999957 7.000050000002375))"
2,3,CMR-3,CM,CAM,Cameroon,Republic of Cameroon,Cameroon,Adamaoua,Mayo-Banyo,-,-,-,41,1,3,-,-,-,"POLYGON ((12.23505000000296 6.963689999996859, 12.23470000000088 6.936730000001262, 12.23609000000579 6.907480000001669, 12.2263399999938 6.875440000003437, 12.20657999999821 6.85218999999779, 12.20265999999538 6.847580000001471, 12.19151999999303 6.822509999998147, 12.17341000000306 6.809970000002068, 12.14555000000109 6.796040000001085, 12.11350999999559 6.783510000001115, 12.07172000000719 6.75286000000051, 12.03272000000288 6.701320000000123, 12.02774999999383 6.666019999996934, 12.06242000000202 6.609329999999318, 12.0926199999958 6.58013999999821, 12.08719000000565 6.559439999997267, 12.15412999999535 6.53121000000101, 12.15808999999717 6.506309999997029, 12.14415999999619 6.493779999997059, 12.12175999999454 6.442470000001776, 12.07378999999491 6.402900000000955, 12.07018999999855 6.359729999996489, 12.07619000000705 6.324950000001991, 12.04740999999922 6.31536000000051, 12.01262999999744 6.303370000001451, 12.0234300000011 6.276989999998477, 12.01382999999623 6.260199999996985, 11.98636999999871 6.253929999998945, 11.97905999999784 6.251799999998184, 11.97144999999728 6.256919999999809, 11.96706999999878 6.257799999999406, 11.94788000000699 6.25061000000278, 11.92749000000185 6.226620000001276, 11.91057999999612 6.220320000000356, 11.84560000000056 6.196129999996629, 11.79438999999547 6.188249999999243, 11.76920999999857 6.167860000001383, 11.72123999999894 6.146280000000843, 11.70187999999325 6.126109999997425, 11.69246000000567 6.116300000001502, 11.66397999999754 6.082660000000033, 11.62284999999974 6.069419999999809, 11.59114999999292 6.064039999997476, 11.50731000000087 6.038869999996678, 11.47569000000658 6.031540000003588, 11.43145000000368 6.025139999997918, 11.35160999999789 6.002189999999246, 11.30503000000317 5.988210000003164, 11.26711000000068 5.976820000003499, 11.266770000002 5.979599999998754, 11.27950999999302 6.0074900000036, 11.28181000000041 6.01252999999997, 11.30942999999388 6.039510000002338, 11.30873999999312 6.046750000001339, 11.29554999999527 6.070729999999458, 11.26799999999639 6.137179999997898, 11.27155999999377 6.149879999997211, 11.27920999999333 6.158869999999297, 11.26691000000574 6.176440000002913, 11.27636000000348 6.201439999997092, 11.29794000000402 6.218229999998584, 11.3008700000064 6.240799999999581, 11.29674000000523 6.254200000003038, 11.28955000000133 6.252999999996973, 11.27516000000469 6.25061000000278, 11.22359999999753 6.260199999996985, 11.19602000000305 6.263800000000629, 11.19216000000597 6.275359999999637, 11.18881999999576 6.293769999996584, 11.17372999999498 6.352099999996426, 11.17702000000281 6.369839999999385, 11.17832999999519 6.393380000001343, 11.18107999999484 6.442849999999453, 11.18575000000419 6.54374000000098, 11.19496999999683 6.53917999999976, 11.19929999999295 6.538439999996626, 11.2080799999967 6.536950000001525, 11.22004000000015 6.537459999999555, 11.23430999999982 6.533159999999043, 11.24149000000034 6.523540000001958, 11.24517999999807 6.521489999999176, 11.25204999999551 6.526350000000093, 11.26124999999593 6.525939999999537, 11.27223000000231 6.53747999999905, 11.28165999999328 6.53798999999708, 11.29064000000653 6.534119999996619, 11.29342000000179 6.532270000003336, 11.30977999999595 6.521339999999327, 11.31948000000557 6.51195000000007, 11.32455000000482 6.510600000001432, 11.33054999999877 6.505340000003343, 11.35263999999734 6.502449999999953, 11.35424000000057 6.503380000001926, 11.35537000000477 6.507519999999204, 11.35373000000254 6.513950000000477, 11.355979999993 6.524539999998524, 11.36264000000665 6.528019999997923, 11.37575000000652 6.525549999998475, 11.38873999999487 6.528259999999136, 11.40171000000555 6.530959999996412, 11.42952999999397 6.530619999997725, 11.42328000000271 6.539100000001781, 11.43038000000524 6.54718000000139, 11.43323999999848 6.575010000000475, 11.42582000000402 6.589229999997769, 11.42994000000181 6.592929999998887, 11.43335999999545 6.599609999997483, 11.4403500000044 6.599450000001525, 11.44210000000021 6.599419999998645, 11.45334999999614 6.601999999998952, 11.46296999999322 6.61076999999932, 11.47612000000663 6.600259999999253, 11.48419000000285 6.597079999999551, 11.49154000000271 6.597340000000258, 11.49817999999505 6.604270000003453, 11.50577000000339 6.603840000003402, 11.5112700000027 6.608919999998761, 11.52091999999539 6.609880000003614, 11.52502000000095 6.618869999998424, 11.52290999999968 6.62782000000152, 11.5295299999998 6.639889999998559, 11.52998000000662 6.640729999999166, 11.53776999999536 6.648119999998016, 11.53866999999445 6.652950000003329, 11.54578000000038 6.657579999999143, 11.54945000000589 6.658049999998184, 11.55357000000367 6.664049999999406, 11.55491999999504 6.668879999997444, 11.55305000000226 6.676690000000235, 11.55762000000686 6.684520000002522, 11.55181000000448 6.69713999999658, 11.55636000000231 6.709569999999076, 11.55724999999802 6.716009999996459, 11.56457000000228 6.724779999996827, 11.57330000000366 6.726430000002438, 11.58602000000246 6.7329499999978, 11.58822000000509 6.734080000001995, 11.59025999999722 6.739829999998619, 11.58951999999408 6.750860000000102, 11.58095000000321 6.765989999999874, 11.57587000000058 6.770570000000589, 11.57424000000174 6.775390000002517, 11.57627999999386 6.780910000001313, 11.58427999999549 6.793819999998959, 11.60034999999334 6.800779999997758, 11.59709999999905 6.807209999999031, 11.59729000000516 6.815249999999651, 11.58302000000549 6.81702999999834, 11.58414999999513 6.826189999999769, 11.58501999999862 6.833350000000792, 11.581520000007 6.84552000000258, 11.57804999999644 6.850330000001122, 11.5741299999936 6.852610000001732, 11.55895000000601 6.851860000002489, 11.55800000000454 6.859900000003108, 11.5593499999959 6.866800000003423, 11.56780999999319 6.876259999997274, 11.57142999999633 6.890290000003006, 11.58011999999871 6.903890000001411, 11.58974999999919 6.909449999999197, 11.60081000000355 6.911659999997937, 11.61435000000347 6.914380000001984, 11.619829999996 6.923589999998512, 11.62248999999429 6.947050000002491, 11.62545000000682 6.954180000000633, 11.62605999999505 6.972340000000258, 11.63199999999779 6.982250000000931, 11.63818999999785 6.986409999997704, 11.6487599999964 6.988760000000184, 11.66279000000213 6.989269999998214, 11.66254000000481 6.995710000002873, 11.66448999999557 6.996339999997872, 11.67402000000584 6.999430000003485, 11.68295000000217 7.009350000000268, 11.68773999999394 7.020400000001246, 11.69714000000386 7.027790000000095, 11.70702000000165 7.031510000000708, 11.71551999999792 7.032469999998284, 11.71550999999454 7.035250000000815, 11.71542999999656 7.054759999999078, 11.71839999999793 7.058909999999742, 11.73197999999684 7.058960000002116, 11.73748999999953 7.062200000000303, 11.74577999999747 7.059020000000601, 11.74943999999959 7.059600000000501, 11.75175999999919 7.059959999998682, 11.76138999999966 7.067360000000917, 11.77105999999912 7.067170000002079, 11.80606000000262 7.059730000000854, 11.82791000000725 7.061650000003283, 11.83112000000256 7.064879999998084, 11.83847000000242 7.067669999996724, 11.84372999999323 7.073440000000119, 11.8469299999997 7.079649999999674, 11.8480600000039 7.086089999997057, 11.84664000000339 7.09436000000278, 11.84476000000723 7.095909999996366, 11.8411000000051 7.098930000000109, 11.82511000000522 7.128510000002279, 11.81625000000349 7.15512000000308, 11.81029999999737 7.182139999997162, 11.81038999999873 7.182209999999031, 11.80809999999474 7.214319999999134, 11.80795000000217 7.2164300000004, 11.80539999999746 7.220560000001569, 11.80302999999549 7.23685999999725, 11.80219000000216 7.254119999997783, 11.85228999999526 7.232609999999113, 11.87245999999868 7.219129999997676, 11.96374000000651 7.196300000003248, 12.02650000000722 7.19488000000274, 12.06501000000571 7.159220000001369, 12.08783999999287 7.139250000000175, 12.10779999999795 7.099309999997786, 12.10725000000093 7.093800000002375, 12.10494999999355 7.070789999997942, 12.14631999999983 7.015160000002652, 12.15915000000678 6.988060000003316, 12.21739000000525 6.974190000000817, 12.22174999999697 6.973149999997986, 12.23505000000296 6.963689999996859))"
3,4,CMR-4,CM,CAM,Cameroon,Republic of Cameroon,Cameroon,Adamaoua,Mbere,-,-,-,41,1,4,-,-,-,"POLYGON ((15.21619000000646 7.224800000003597, 15.22239999999874 7.222490000000107, 15.22883999999613 7.222009999997681, 15.23205000000598 7.21762999999919, 15.23642000000109 7.216699999997218, 15.23847999999998 7.213940000001458, 15.23086999999941 7.20683999999892, 15.22853999999643 7.197430000000168, 15.21860999999626 7.186209999999846, 15.21328999999969 7.175660000000789, 15.21619000000646 7.144410000000789, 15.21847999999591 7.140959999996994, 15.22533000000112 7.137470000001485, 15.20957000000635 7.106429999999818, 15.19929000000411 7.080699999998615, 15.19735000000219 7.0778599999976, 15.19848999999522 7.073490000002494, 15.19663999999466 7.070509999997739, 15.19110999999975 7.069609999998647, 15.18445000000065 7.073080000001937, 15.16971000000194 7.066700000003038, 15.16717000000062 7.064180000001215, 15.16253000000142 7.050869999999122, 15.1622800000041 7.045129999998608, 15.15721000000485 7.041929999999411, 15.15535000000091 7.033199999998033, 15.1486600000062 7.027939999999944, 15.14702999999281 7.021739999996498, 15.14737999999488 7.016320000002452, 15.14768999999797 7.011630000000878, 15.13973999999871 6.966860000000452, 15.14357000000018 6.949789999998757, 15.14427999999316 6.946629999998549, 15.14151000000129 6.94090000000142, 15.13366999999562 6.937010000001465, 15.12673000000359 6.922559999999066, 15.11934000000474 6.912709999996878, 15.11422000000312 6.892509999997856, 15.1107500000071 6.884930000000168, 15.10150999999314 6.87279000000126, 15.09917000000132 6.859239999997953, 15.09223999999813 6.846850000001723, 15.09071999999287 6.839710000000196, 15.09014000000025 6.83698000000004, 15.08546000000206 6.830370000003313, 15.07490000000689 6.81543000000238, 15.07257999999274 6.809000000001106, 15.07137000000512 6.787179999999353, 15.0665100000042 6.776160000001255, 15.05151999999362 6.761039999997593, 15.04737000000023 6.759910000000673, 15.0427800000034 6.762679999999818, 15.03105999999389 6.765469999998459, 15.02139999999781 6.765959999996994, 15.01772000000346 6.764969999996538, 15.01634000000195 6.764600000002247, 15.00527999999758 6.756589999997232, 15 6.755839999997988, 14.99590999999782 6.755259999998088, 14.98133999999845 6.75007000000187, 14.97913000000699 6.749830000000657, 14.9707699999999 6.748919999998179, 14.96686000000045 6.743399999999383, 14.96064999999362 6.72501000000193, 14.95536999999604 6.714899999999034, 14.9528399999981 6.71306000000186, 14.9412100000045 6.686580000001413, 14.93283999999403 6.667540000002191, 14.93077000000631 6.658109999996668, 14.92300999999861 6.641980000000331, 14.89607000000251 6.585919999997714, 14.87141999999585 6.526639999996405, 14.86643999999797 6.514649999997346, 14.86250000000291 6.507460000000719, 14.85861999999906 6.500390000001062, 14.84737000000314 6.474410000002536, 14.8377199999959 6.460610000001907, 14.83702999999514 6.455329999997048, 14.81575999999768 6.413780000002589, 14.81337000000349 6.409099999997125, 14.81359999999404 6.405429999998887, 14.80969999999797 6.396460000003572, 14.80900999999722 6.384500000000116, 14.81591999999364 6.363810000002559, 14.81591999999364 6.360359999998764, 14.80696000000171 6.346330000000307, 14.80419999999867 6.338750000002619, 14.79937999999675 6.332770000000892, 14.79615999999805 6.331149999998161, 14.77740000000631 6.302270000000135, 14.75449999999546 6.26701999999932, 14.75067999999737 6.260999999998603, 14.73965000000317 6.251570000000356, 14.72426000000269 6.244440000002214, 14.65095999999903 6.217490000002726, 14.64156000000366 6.215170000003127, 14.63509999999951 6.213569999999891, 14.62476000000606 6.207589999998163, 14.57924999999523 6.192620000001625, 14.57417000000714 6.193989999999758, 14.56888999999501 6.193079999997281, 14.56197999999858 6.190110000003187, 14.54218000000401 6.172229999996489, 14.53458999999566 6.168570000001637, 14.53200999999535 6.16425000000163, 14.52581999999529 6.153879999998026, 14.51499999999942 6.144710000000487, 14.51060999999754 6.133690000002389, 14.50553999999829 6.127260000001115, 14.4988699999958 6.124289999999746, 14.47423000000708 6.103660000000673, 14.47238000000652 6.097909999996773, 14.46847000000707 6.095390000002226, 14.45560000000114 6.091740000003483, 14.44478000000527 6.085559999999532, 14.44065999999293 6.085420000003069, 14.42570000000705 6.084920000001148, 14.42570000000705 6.083749999997963, 14.40498999999545 6.088020000002871, 14.39089999999851 6.118360000000393, 14.37356000000727 6.114020000000892, 14.33873000000312 6.076350000003004, 14.28857999999309 6.08176999999705, 14.25469000000157 6.056020000003628, 14.19641000000411 6.053310000002966, 14.04459000000497 6.030270000002929, 13.99985999999626 6.062799999999697, 13.98089999999502 6.062960000002931, 13.92396000000008 6.038399999997637, 13.83585000000312 6.000449999999546, 13.66504000000714 5.990160000001197, 13.44104000000516 5.985529999998107, 13.35322000000451 5.986749999996391, 13.37132999999449 6.011819999999716, 13.37550999999803 6.042470000000321, 13.3978000000061 6.066149999998743, 13.39500999999291 6.084249999999884, 13.39071999999578 6.091749999999593, 13.38387000000512 6.103750000002037, 13.36715000000549 6.131609999996726, 13.34067999999388 6.156690000003437, 13.35322000000451 6.178970000000845, 13.34904000000097 6.217969999997877, 13.33929000000353 6.245829999999842, 13.34067999999388 6.273690000001807, 13.33233000000473 6.302940000001399, 13.33929000000353 6.357270000000426, 13.30724999999802 6.403230000003532, 13.29333000000042 6.460350000001199, 13.32705000000715 6.5329899999997, 13.38943999999901 6.621930000001157, 13.39491000000271 6.628969999997935, 13.39815999999701 6.633139999998093, 13.43206999999529 6.639979999999923, 13.45491000000038 6.609389999997802, 13.48253999999724 6.608970000001136, 13.5236600000062 6.615729999997711, 13.54962000000523 6.584320000001753, 13.58027000000584 6.581530000003113, 13.59837999999581 6.585709999999381, 13.62665999999444 6.545239999999467, 13.69169999999576 6.524420000001555, 13.73209999999381 6.524420000001555, 13.77245000000403 6.526660000003176, 13.81707000000461 6.575960000001942, 13.82610000000568 6.58350999999675, 13.858859999993 6.592669999998179, 13.86466999999539 6.615790000003472, 13.88532000000123 6.633070000003499, 13.90760999999475 6.652569999998377, 13.90825999999652 6.65686000000278, 13.91259000000719 6.6851800000004, 13.88065999999526 6.746070000001055, 13.89018000000215 6.765270000003511, 13.93395999999484 6.768219999998109, 13.96301000000676 6.755949999998847, 13.99601000000257 6.722950000003038, 14.02074000000721 6.698479999999108, 14.04820999999356 6.699469999999565, 14.06626000000688 6.71426000000065, 14.12503999999899 6.764439999999013, 14.16489000000001 6.793839999998454, 14.21547999999893 6.832320000001346, 14.23381000000518 6.850370000000112, 14.26149000000441 6.858630000002449, 14.2780000000057 6.833689999999478, 14.3191300000035 6.847410000002128, 14.33266000000003 6.830549999998766, 14.37376000000222 6.82499000000098, 14.4042300000001 6.801050000001851, 14.4325300000055 6.814109999999346, 14.46516999999585 6.835870000002615, 14.49347000000125 6.846749999996973, 14.54134999999951 6.859810000001744, 14.55054999999993 6.861579999997048, 14.57183000000077 6.83802999999898, 14.6001099999994 6.846749999996973, 14.64255999999295 6.909899999998743, 14.62807000000612 6.930569999996806, 14.64798999999766 6.942439999998896, 14.71008000000438 6.94137999999657, 14.76334999999381 6.977339999997639, 14.77641000000585 7.005629999999655, 14.78062999999383 7.006580000001122, 14.8625400000019 7.024960000002466, 14.86831999999413 7.028980000002775, 14.93730999999389 7.075870000000577, 15.00413000000117 7.075870000000577, 15.00809000000299 7.078620000000228, 15.11389999999665 7.15222999999969, 15.12867999999435 7.162720000000263, 15.16322000000218 7.187230000003183, 15.19186000000627 7.204729999997653, 15.21523000000161 7.222540000002482, 15.21619000000646 7.224800000003597))"
