intervention,region,time,effective_coverage,above_ul,costs,pop
cube 3,Centre-Sud,2024,14370.341340691182,,4495713952.508399,143678.93744034512
cube 3,Centre-Sud,2025,14629.23305483263,,4576707372.48784,146267.41363016426
cube 3,Centre-Sud,2026,14913.371983768151,,4665599300.4512415,149108.31896616303
cube 3,Centre-Sud,2027,15188.88991253009,,4751794176.907926,151863.02898395417
cube 3,Centre-Sud,2028,15460.316714870363,,4836709157.939769,154576.83470564938
cube 3,Centre-Sud,2029,15730.723622100819,,4921305068.146042,157280.44321336024
cube 3,Centre-Sud,2030,16005.102347268385,,5007143548.510765,160023.76313553101
cube 3,Est,2020,22427.703708527522,147.74867162265681,10823839323.34646,274863.2348039935
cube 3,Est,2021,22877.487259964753,150.71174457502974,11040909468.124128,280375.567386783
cube 3,Est,2022,23299.117357916708,153.4893489030576,11244392468.141808,285542.86467766593
cube 3,Est,2023,23705.046367219264,156.16351798773076,11440297962.1004,290517.73691816453
cube 3,Est,2024,24115.83231550345,158.86968349486486,11638547464.51495,295552.13348523196
cube 3,Est,2025,24550.295841323088,161.73183156149645,11848224008.152288,300876.7111443228
cube 3,Est,2026,25027.12840932291,164.87309735597933,12078348285.12882,306720.5435670997
cube 3,Est,2027,25489.493499505115,167.91905465802517,12301490409.257824,312387.06948520336
cube 3,Est,2028,25944.992996419398,170.91978297459755,12521319127.816769,317969.45396827674
cube 3,Est,2029,26398.78093903829,173.90923595612713,12740321832.757593,323530.86245860974
cube 3,Est,2030,26859.234255366016,176.94259892167236,12962541315.260313,329173.9585885958
cube 3,Hauts Bassins,2020,58749.40426557278,3009.5964851331382,10570612041.73984,333805.28757823096
cube 3,Hauts Bassins,2021,59927.61296847015,3069.953399646927,10782603759.072502,340499.6923950012
cube 3,Hauts Bassins,2022,61032.073656779234,3126.532373460464,10981326207.366497,346775.0720739728
cube 3,Hauts Bassins,2023,62095.40531928786,3181.0044021392646,11172648427.848375,352816.7628082349
cube 3,Hauts Bassins,2024,63171.459740908744,3236.1281884245313,11366259817.937288,358930.7423481002
cube 3,Hauts Bassins,2025,64309.537613201974,3294.429293041326,11571030909.860518,365397.1298152814
cube 3,Hauts Bassins,2026,65558.60125647462,3358.415942735812,11795771353.674932,372494.1217568741
cube 3,Hauts Bassins,2027,66769.76731941284,3420.461186794014,12013692994.404552,379375.7853413507
cube 3,Hauts Bassins,2028,67962.94895025485,3481.5851298739244,12228378747.777414,386155.26408492797
cube 3,Hauts Bassins,2029,69151.6471619948,3542.479397733471,12442257812.392477,392909.2687148286
cube 3,Hauts Bassins,2030,70357.80533038882,3604.26809890402,12659278397.000175,399762.4781949719
cube 3,Nord,2020,3660.683899962103,,8072071669.795261,250490.97501304146
cube 3,Nord,2021,3734.0982551101965,,8233955610.758682,255514.52632300023
cube 3,Nord,2022,3802.9173607739344,,8385706695.624178,260223.63679206138
cube 3,Nord,2023,3869.1737108752795,,8531806719.885394,264757.3846356988
cube 3,Nord,2024,3936.222817942037,,8679654830.355747,269345.3787542513
cube 3,Nord,2025,4007.136615215184,,8836024861.09566,274197.823463015
cube 3,Nord,2026,4084.965951973849,,9007644154.511045,279523.4803572085
cube 3,Nord,2027,4160.433885005751,,9174056382.622608,284687.55260271864
cube 3,Nord,2028,4234.781205465534,,9337997579.297585,289774.9442761081
cube 3,Nord,2029,4308.849163430856,,9501322761.550455,294843.2199084703
cube 3,Nord,2030,4384.005053827436,,9667046913.175444,299985.93989683304
cube 3,Plateau Central,2020,7432.836927564238,,4672204327.572328,145596.89397233803
cube 3,Plateau Central,2021,7581.90113110383,,4765904542.396231,148516.8134121605
cube 3,Plateau Central,2022,7721.634908692404,,4853739748.081458,151253.9653499987
cube 3,Plateau Central,2023,7856.165138337196,,4938304057.410612,153889.1884515616
cube 3,Plateau Central,2024,7992.305021644566,,5023880178.364516,156555.94198705256
cube 3,Plateau Central,2025,8136.291966556992,,5114388880.989076,159376.40638794252
cube 3,Plateau Central,2026,8294.32057107912,,5213724025.446559,162471.92351033216
cube 3,Plateau Central,2027,8447.554462563792,,5310045262.936703,165473.5201912341
cube 3,Plateau Central,2028,8598.51300585256,,5404936240.111541,168430.5465911979
cube 3,Plateau Central,2029,8748.904317465021,,5499470661.32819,171376.4618675036
cube 3,Plateau Central,2030,8901.504621869739,,5595393632.540505,174365.6476329232
cube 3,Sahel,2020,3124.686560069776,78.72235266301998,6994487281.740073,215254.7326195628
cube 3,Sahel,2021,3187.3515852717096,80.30111524248122,7134760462.220312,219571.62744569188
cube 3,Sahel,2022,3246.0941974228786,81.78105780350663,7266253476.219888,223618.31341847382
cube 3,Sahel,2023,3302.6492926833826,83.20588876443624,7392849820.177139,227514.30480018278
cube 3,Sahel,2024,3359.881069433718,84.6477678221458,7520960888.886273,231456.9117032767
cube 3,Sahel,2025,3420.411668446981,86.17275635165755,7656456240.7608385,235626.76927312237
cube 3,Sahel,2026,3486.8452336481346,87.84646232116451,7805165148.981617,240203.27288058156
cube 3,Sahel,2027,3551.2631518583007,89.46938672579505,7949362111.1329565,244640.92174348977
cube 3,Sahel,2028,3614.7245375901553,91.06821255745075,8091417913.1629505,249012.67659146152
cube 3,Sahel,2029,3677.9474650842367,92.66103074861886,8232939935.858838,253368.0044272431
cube 3,Sahel,2030,3742.0990299420223,94.27724473217644,8376540676.565287,257787.3046274785
cube 3,Sud-Ouest,2020,7194.044266801526,,5153237746.2665,133230.89392865638
cube 3,Sud-Ouest,2021,7338.319526612825,,5256584999.513601,135902.81546869365
cube 3,Sud-Ouest,2022,7473.56411644254,,5353463403.293383,138407.49252290346
cube 3,Sud-Ouest,2023,7603.772331249263,,5446734150.946748,140818.8978760244
cube 3,Sud-Ouest,2024,7735.538486828214,,5541120882.724778,143259.1556846035
cube 3,Sud-Ouest,2025,7874.899603671787,,5640948037.110562,145840.06921354125
cube 3,Sud-Ouest,2026,8027.851267677368,,5750510372.158337,148672.67437519936
cube 3,Sud-Ouest,2027,8176.162257042262,,5856748499.175187,151419.33605251394
cube 3,Sud-Ouest,2028,8322.270997682583,,5961409111.39879,154125.21294239227
cube 3,Sud-Ouest,2029,8467.830729939069,,6065676457.940165,156820.92241113173
cube 3,Sud-Ouest,2030,8615.528487297874,,6171475314.610071,159556.22727087233
cube 3 + current fortification ,Boucle de Mouhoun,2020,49591.757854031115,257.64119476884855,30766300745.90233,303125.22287262016
cube 3 + current fortification ,Boucle de Mouhoun,2021,50586.311610380246,262.8081424459575,31383313356.462914,309204.34452705906
cube 3 + current fortification ,Boucle de Mouhoun,2022,51518.61292813194,267.65167362501194,31961705088.657135,314902.95367012953
cube 3 + current fortification ,Boucle de Mouhoun,2023,52416.196265101236,272.3148364840914,32518558083.684887,320389.35223390727
cube 3 + current fortification ,Boucle de Mouhoun,2024,53324.51918312704,277.03379406823103,33082073822.583138,325941.39553467726
cube 3 + current fortification ,Boucle de Mouhoun,2025,54285.19755880328,282.0247509370387,33678070437.850075,331813.4569282843
cube 3 + current fortification ,Boucle de Mouhoun,2026,55339.56164156812,287.50242774786005,34332188861.349022,338258.1638999086
cube 3 + current fortification ,Boucle de Mouhoun,2027,56361.93548288807,292.8139075053109,34966460813.74436,344507.333357088
cube 3 + current fortification ,Boucle de Mouhoun,2028,57369.12824087948,298.0465178575238,35591314552.39722,350663.7097884392
cube 3 + current fortification ,Boucle de Mouhoun,2029,58372.536439057105,303.2594665047621,36213820382.63827,356796.95343348343
cube 3 + current fortification ,Boucle de Mouhoun,2030,59390.682998471835,308.5489845087318,36845469765.637764,363020.2840048254
cube 3 + current fortification ,Cascades,2020,23384.376476312616,,11886698017.258457,127955.67152069989
cube 3 + current fortification ,Cascades,2021,23853.345927503553,,12125083601.380096,130521.79942710849
cube 3 + current fortification ,Cascades,2022,24292.961015717166,,12348547836.260122,132927.30482426906
cube 3 + current fortification ,Cascades,2023,24716.20527199733,,12563690483.61861,135243.23157495516
cube 3 + current fortification ,Cascades,2024,25144.51364412033,,12781407311.89696,137586.86838000108
cube 3 + current fortification ,Cascades,2025,25597.5095809772,,13011673272.159662,140065.59170005127
cube 3 + current fortification ,Cascades,2026,26094.681847526943,,13264394853.212683,142786.04102621917
cube 3 + current fortification ,Cascades,2027,26576.769513693755,,13509448661.31291,145423.94976493224
cube 3 + current fortification ,Cascades,2028,27051.698728875275,,13750863700.373487,148022.6885730808
cube 3 + current fortification ,Cascades,2029,27524.84338195792,,13991371614.508848,150611.66253494567
cube 3 + current fortification ,Cascades,2030,28004.93772593127,,14235412181.183172,153238.66412460222
cube 3 + current fortification ,Centre,2020,147629.30886378387,4347.824950691543,41065890396.82641,447550.49093612924
cube 3 + current fortification ,Centre,2021,150589.98801756318,4435.019795637078,41889459419.57008,456526.0352841754
cube 3 + current fortification ,Centre,2022,153365.34838283987,4516.7568242541,42661478508.79653,464939.77035862696
cube 3 + current fortification ,Centre,2023,156037.35706771968,4595.450046609454,43404748369.21353,473040.18624424876
cube 3 + current fortification ,Centre,2024,158741.33632588558,4675.084833057269,44156911450.553894,481237.52357372077
cube 3 + current fortification ,Centre,2025,161601.17212882105,4759.309744455836,44952428983.895676,489907.3529419627
cube 3 + current fortification ,Centre,2026,164739.90016680525,4851.748300065241,45825525678.48384,499422.6672459195
cube 3 + current fortification ,Centre,2027,167783.39670989476,4941.382196675822,46672131927.76836,508649.2793767054
cube 3 + current fortification ,Centre,2028,170781.70080696951,5029.685132341874,47506167041.625305,517738.88686013385
cube 3 + current fortification ,Centre,2029,173768.73867808576,5117.656266831725,48337068241.194084,526794.3398453969
cube 3 + current fortification ,Centre,2030,176799.65105934988,5206.91954778889,49180173967.34919,535982.8020461566
cube 3 + current fortification ,Centre-Est,2020,69613.35526928293,880.2977439528917,22341696852.718304,247693.39851570752
cube 3 + current fortification ,Centre-Est,2021,71009.43854947065,897.9519563833317,22789755552.179752,252660.84493375485
cube 3 + current fortification ,Centre-Est,2022,72318.1363181946,914.5011327427741,23209768762.397205,257317.3623033205
cube 3 + current fortification ,Centre-Est,2023,73578.09947384939,930.4340341105678,23614141095.268433,261800.475562572
cube 3 + current fortification ,Centre-Est,2024,74853.13808364978,946.5575725798504,24023351741.49398,266337.22925413784
cube 3 + current fortification ,Centre-Est,2025,76201.6695324101,963.6104669188918,24456149165.32185,271135.4800532362
cube 3 + current fortification ,Centre-Est,2026,77681.7102620152,982.3263657602836,24931153152.453384,276401.6580278427
cube 3 + current fortification ,Centre-Est,2027,79116.84538352699,1000.4744094057511,25391745142.359283,281508.05599130015
cube 3 + current fortification ,Centre-Est,2028,80530.67038834089,1018.3529753399382,25845497867.51033,286538.6297798238
cube 3 + current fortification ,Centre-Est,2029,81939.18289934017,1036.1643619763931,26297545601.918163,291550.30102238565
cube 3 + current fortification ,Centre-Est,2030,83368.38406549675,1054.2373676138275,26756233149.333527,296635.5851986555
cube 3 + current fortification ,Centre-Nord,2020,16423.673330688445,,26624958979.2661,259646.7723712599
cube 3 + current fortification ,Centre-Nord,2021,16753.04713615357,,27158917727.883404,264853.94154533616
cube 3 + current fortification ,Centre-Nord,2022,17061.804335960704,,27659454216.517605,269735.176623637
cube 3 + current fortification ,Centre-Nord,2023,17359.063722426574,,28141351220.403267,274434.63932597317
cube 3 + current fortification ,Centre-Nord,2024,17659.879816269087,,28629014120.02356,279190.3310808496
cube 3 + current fortification ,Centre-Nord,2025,17978.034858572762,,29144785761.350216,284220.1394668599
cube 3 + current fortification ,Centre-Nord,2026,18327.216497140813,,29710855642.06414,289740.4566090727
cube 3 + current fortification ,Centre-Nord,2027,18665.803688203956,,30259750514.206806,295093.28295648465
cube 3 + current fortification ,Centre-Nord,2028,18999.363246366334,,30800494924.692665,300366.6259490425
cube 3 + current fortification ,Centre-Nord,2029,19331.669443551564,,31339207470.32522,305620.1541823939
cube 3 + current fortification ,Centre-Nord,2030,19668.85665405156,,31885832787.76382,310950.84781763575
cube 3 + current fortification ,Centre-Ouest,2020,20569.982565552393,870.0208260021988,21979404080.34661,252398.93526040527
cube 3 + current fortification ,Centre-Ouest,2021,20982.509854639873,887.4689366973134,22420197063.623516,257460.7503688881
cube 3 + current fortification ,Centre-Ouest,2022,21369.215684032748,903.8249119168393,22833399343.079277,262205.72957763117
cube 3 + current fortification ,Centre-Ouest,2023,21741.520970063022,919.571806764455,23231214377.5272,266774.0104444914
cube 3 + current fortification ,Centre-Ouest,2024,22118.280887359717,935.5071131462856,23633789267.279892,271396.95077375224
cube 3 + current fortification ,Centre-Ouest,2025,22516.75713208023,952.360925757414,24059568451.64334,276286.3559822161
cube 3 + current fortification ,Centre-Ouest,2026,22954.092926146146,970.8583283478637,24526869778.027126,281652.5777775789
cube 3 + current fortification ,Centre-Ouest,2027,23378.159605801437,988.7945050917158,24979992812.013725,286855.984153025
cube 3 + current fortification ,Centre-Ouest,2028,23795.929379823472,1006.4643501056872,25426387486.706482,291982.125889466
cube 3 + current fortification ,Centre-Ouest,2029,24212.129370221035,1024.067800097628,25871104818.77189,297089.0059802472
cube 3 + current fortification ,Centre-Ouest,2030,24634.44263118635,1041.9298148546084,26322354292.691715,302270.89746091864
cube 3 + current fortification ,Centre-Sud,2020,40324.521833711144,736.1338321313983,11157645008.295334,133621.29060735472
cube 3 + current fortification ,Centre-Sud,2021,41133.222843680276,750.8968633205105,11381409565.858969,136301.04148234735
cube 3 + current fortification ,Centre-Sud,2022,41891.30455866872,764.7358271208615,11591167953.025997,138813.05780730996
cube 3 + current fortification ,Centre-Sud,2023,42621.15605890652,778.0594415699668,11793115144.91104,141231.52912398553
cube 3 + current fortification ,Centre-Sud,2024,43359.740229441515,791.5424730129581,11997478634.143698,143678.93744034512
cube 3 + current fortification ,Centre-Sud,2025,44140.89616767534,805.802662301143,12213621572.945976,146267.41363016426
cube 3 + current fortification ,Centre-Sud,2026,44998.230719140025,821.453510472162,12450842850.312546,149108.31896616303
cube 3 + current fortification ,Centre-Sud,2027,45829.553061208826,836.6294995124574,12680866646.218142,151863.02898395417
cube 3 + current fortification ,Centre-Sud,2028,46648.53121640803,851.5801424563421,12907474851.591135,154576.83470564938
cube 3 + current fortification ,Centre-Sud,2029,47464.432034334975,866.4746078691369,13133231569.202007,157280.44321336024
cube 3 + current fortification ,Centre-Sud,2030,48292.31704873358,881.5878476671577,13362304269.343111,160023.76313553101
cube 3 + current fortification ,Est,2020,38258.12628654275,147.74867162265681,29250670584.606182,274863.2348039935
cube 3 + current fortification ,Est,2021,39025.386106635364,150.71174457502974,29837287505.734062,280375.567386783
cube 3 + current fortification ,Est,2022,39744.620574117645,153.4893489030576,30387186116.13253,285542.86467766593
cube 3 + current fortification ,Est,2023,40437.07145999963,156.16351798773076,30916607045.09415,290517.73691816453
cube 3 + current fortification ,Est,2024,41137.80751797679,158.86968349486486,31452362493.3649,295552.13348523196
cube 3 + current fortification ,Est,2025,41878.93378991807,161.73183156149645,32018998723.26769,300876.7111443228
cube 3 + current fortification ,Est,2026,42692.33496737064,164.87309735597933,32640893525.867188,306720.5435670997
cube 3 + current fortification ,Est,2027,43481.05690879497,167.91905465802517,33243919547.545856,312387.06948520336
cube 3 + current fortification ,Est,2028,44258.06723062196,170.91978297459755,33837991321.85004,317969.45396827674
cube 3 + current fortification ,Est,2029,45032.15791068667,173.90923595612713,34429830851.98279,323530.86245860974
cube 3 + current fortification ,Est,2030,45817.618667350114,176.94259892167236,35030363499.03977,329173.9585885958
cube 3 + current fortification ,Hauts Bassins,2020,100299.93191390924,3009.5964851331382,31148372799.787464,333805.28757823096
cube 3 + current fortification ,Hauts Bassins,2021,102311.4289521904,3069.953399646927,31773047796.454746,340499.6923950012
cube 3 + current fortification ,Hauts Bassins,2022,104197.01967815297,3126.532373460464,32358622300.43862,346775.0720739728
cube 3 + current fortification ,Hauts Bassins,2023,106012.39286677979,3181.0044021392646,32922390587.924824,352816.7628082349
cube 3 + current fortification ,Hauts Bassins,2024,107849.48698838745,3236.1281884245313,33492904360.72827,358930.7423481002
cube 3 + current fortification ,Hauts Bassins,2025,109792.47065827684,3294.429293041326,34096302374.453358,365397.1298152814
cube 3 + current fortification ,Hauts Bassins,2026,111924.934807361,3358.415942735812,34758543983.49919,372494.1217568741
cube 3 + current fortification ,Hauts Bassins,2027,113992.69830501282,3420.461186794014,35400692657.55746,379375.7853413507
cube 3 + current fortification ,Hauts Bassins,2028,116029.75787745364,3481.5851298739244,36033306157.556885,386155.26408492797
cube 3 + current fortification ,Hauts Bassins,2029,118059.16313175626,3542.479397733471,36663542591.5868,392909.2687148286
cube 3 + current fortification ,Hauts Bassins,2030,120118.37690046878,3604.26809890402,37303036127.80741,399762.4781949719
cube 3 + current fortification ,Nord,2020,16489.681926415527,,23822443196.665283,250490.97501304146
cube 3 + current fortification ,Nord,2021,16820.379522358595,,24300197996.89629,255514.52632300023
cube 3 + current fortification ,Nord,2022,17130.377652179955,,24748048529.835415,260223.63679206138
cube 3 + current fortification ,Nord,2023,17428.831757651264,,25179221551.008865,264757.3846356988
cube 3 + current fortification ,Nord,2024,17730.856865307363,,25615553555.66556,269345.3787542513
cube 3 + current fortification ,Nord,2025,18050.29060861435,,26077035604.80312,274197.823463015
cube 3 + current fortification ,Nord,2026,18400.875647575936,,26583521552.411602,279523.4803572085
cube 3 + current fortification ,Nord,2027,18740.82365875302,,27074640315.17635,284687.55260271864
cube 3 + current fortification ,Nord,2028,19075.72383040559,,27558466525.49071,289774.9442761081
cube 3 + current fortification ,Nord,2029,19409.36560368187,,28040474742.95525,294843.2199084703
cube 3 + current fortification ,Nord,2030,19747.908007616003,,28529562842.00851,299985.93989683304
cube 3 + current fortification ,Plateau Central,2020,31582.029812770197,,12195341436.017006,145596.89397233803
cube 3 + current fortification ,Plateau Central,2021,32215.401722591847,,12439916808.215975,148516.8134121605
cube 3 + current fortification ,Plateau Central,2022,32809.12877091275,,12669183391.681242,151253.9653499987
cube 3 + current fortification ,Plateau Central,2023,33380.74601003237,,12889912313.891253,153889.1884515616
cube 3 + current fortification ,Plateau Central,2024,33959.20264714434,,13113282256.77751,156555.94198705256
cube 3 + current fortification ,Plateau Central,2025,34571.001349468905,,13349527175.460453,159376.40638794252
cube 3 + current fortification ,Plateau Central,2026,35242.46288534359,,13608810785.148932,162471.92351033216
cube 3 + current fortification ,Plateau Central,2027,35893.551746347504,,13860227524.737959,165473.5201912341
cube 3 + current fortification ,Plateau Central,2028,36534.97268173194,,14107911013.025328,168430.5465911979
cube 3 + current fortification ,Plateau Central,2029,37173.98345691961,,14354663822.483969,171376.4618675036
cube 3 + current fortification ,Plateau Central,2030,37822.380214458455,,14605041011.38128,174365.6476329232
cube 3 + current fortification ,Sahel,2020,11911.143955205269,78.72235266301998,20668544171.3978,215254.7326195628
cube 3 + current fortification ,Sahel,2021,12150.019798201864,80.30111524248122,21083048095.70789,219571.62744569188
cube 3 + current fortification ,Sahel,2022,12373.943605017783,81.78105780350663,21471606836.128437,223618.31341847382
cube 3 + current fortification ,Sahel,2023,12589.528710306926,83.20588876443624,21845696032.60875,227514.30480018278
cube 3 + current fortification ,Sahel,2024,12807.693290523313,84.6477678221458,22224261204.836926,231456.9117032767
cube 3 + current fortification ,Sahel,2025,13038.432811010029,86.17275635165755,22624646758.835938,235626.76927312237
cube 3 + current fortification ,Sahel,2026,13291.674134053574,87.84646232116451,23064078058.720562,240203.27288058156
cube 3 + current fortification ,Sahel,2027,13537.23191476064,89.46938672579505,23490176664.888145,244640.92174348977
cube 3 + current fortification ,Sahel,2028,13779.143443010707,91.06821255745075,23909948193.635544,249012.67659146152
cube 3 + current fortification ,Sahel,2029,14020.145980761148,92.66103074861886,24328142417.099457,253368.0044272431
cube 3 + current fortification ,Sahel,2030,14264.688436230892,94.27724473217644,24752479203.02586,257787.3046274785
cube 3 + current fortification ,Sud-Ouest,2020,21604.9159441274,,13290714285.640974,133230.89392865638
cube 3 + current fortification ,Sud-Ouest,2021,22038.198635398094,,13557257162.710472,135902.81546869365
cube 3 + current fortification ,Sud-Ouest,2022,22444.36071708738,,13807116231.60728,138407.49252290346
cube 3 + current fortification ,Sud-Ouest,2023,22835.39772378415,,14047670795.418566,140818.8978760244
cube 3 + current fortification ,Sud-Ouest,2024,23231.113486710605,,14291103593.62899,143259.1556846035
cube 3 + current fortification ,Sud-Ouest,2025,23649.638186256798,,14548567784.535234,145840.06921354125
cube 3 + current fortification ,Sud-Ouest,2026,24108.977567806665,,14831139977.646763,148672.67437519936
cube 3 + current fortification ,Sud-Ouest,2027,24554.38022867235,,15105138706.590633,151419.33605251394
cube 3 + current fortification ,Sud-Ouest,2028,24993.16916896335,,15375068867.494226,154125.21294239227
cube 3 + current fortification ,Sud-Ouest,2029,25430.30934542341,,15643984756.967268,156820.92241113173
cube 3 + current fortification ,Sud-Ouest,2030,25873.870368198688,,15916850563.86041,159556.22727087233
cube 3 + current fortification + vas,Boucle de Mouhoun,2020,205186.85192844766,610.0561302397666,79948671282.20782,303125.22287262016
cube 3 + current fortification + vas,Boucle de Mouhoun,2021,209301.8372237774,622.2906958645553,81552027460.32277,309204.34452705906
cube 3 + current fortification + vas,Boucle de Mouhoun,2022,213159.2518570976,633.7594591981543,83055024224.58932,314902.95367012953
cube 3 + current fortification + vas,Boucle de Mouhoun,2023,216873.0201771934,644.8011371062238,84502050872.98857,320389.35223390727
cube 3 + current fortification + vas,Boucle de Mouhoun,2024,220631.2237204668,655.9749286465427,85966391189.48006,325941.39553467726
cube 3 + current fortification + vas,Boucle de Mouhoun,2025,224606.048976731,667.7927741440769,87515135637.92113,331813.4569282843
cube 3 + current fortification + vas,Boucle de Mouhoun,2026,228968.50064794873,680.7631002633603,89214914212.27309,338258.1638999086
cube 3 + current fortification + vas,Boucle de Mouhoun,2027,233198.59207991403,693.3398964142416,90863120158.26524,344507.333357088
cube 3 + current fortification + vas,Boucle de Mouhoun,2028,237365.87148762692,705.7299415131534,92486852129.28127,350663.7097884392
cube 3 + current fortification + vas,Boucle de Mouhoun,2029,241517.49220632116,718.0734306113392,94104482874.1744,356796.95343348343
cube 3 + current fortification + vas,Boucle de Mouhoun,2030,245730.09317809952,730.5982245878243,95745873865.7047,363020.2840048254
cube 3 + current fortification + vas,Cascades,2020,89981.86383527904,,46220019711.0357,127955.67152069989
cube 3 + current fortification + vas,Cascades,2021,91786.43387984337,,47146953867.260704,130521.79942710849
cube 3 + current fortification + vas,Cascades,2022,93478.04986317486,,48015868121.31764,132927.30482426906
cube 3 + current fortification + vas,Cascades,2023,95106.67173711037,,48852424866.27373,135243.23157495516
cube 3 + current fortification + vas,Cascades,2024,96754.78006528928,,49698991009.355606,137586.86838000108
cube 3 + current fortification + vas,Cascades,2025,98497.88485790494,,50594352968.30082,140065.59170005127
cube 3 + current fortification + vas,Cascades,2026,100410.97786838877,,51577030953.44986,142786.04102621917
cube 3 + current fortification + vas,Cascades,2027,102266.02612155177,,52529893710.13906,145423.94976493224
cube 3 + current fortification + vas,Cascades,2028,104093.52902782545,,53468607543.67968,148022.6885730808
cube 3 + current fortification + vas,Cascades,2029,105914.16503200537,,54403794129.21054,150611.66253494567
cube 3 + current fortification + vas,Cascades,2030,107761.54308509384,,55352717016.42469,153238.66412460222
cube 3 + current fortification + vas,Centre,2020,245008.71297274274,9545.908112539946,88206383607.1289,447550.49093612924
cube 3 + current fortification + vas,Centre,2021,249922.3185066006,9737.349577451005,89975346716.05228,456526.0352841754
cube 3 + current fortification + vas,Centre,2022,254528.36507259397,9916.808082201993,91633584520.67072,464939.77035862696
cube 3 + current fortification + vas,Centre,2023,258962.88701117763,10089.583729382637,93230071186.32025,473040.18624424876
cube 3 + current fortification + vas,Centre,2024,263450.4679871171,10264.426636494543,94845659808.5739,481237.52357372077
cube 3 + current fortification + vas,Centre,2025,268196.7117701664,10449.347435771353,96554370469.2726,489907.3529419627
cube 3 + current fortification + vas,Centre,2026,273405.8109854688,10652.30177912939,98429715219.49654,499422.6672459195
cube 3 + current fortification + vas,Centre,2027,278456.862004392,10849.098326947495,100248160524.51674,508649.2793767054
cube 3 + current fortification + vas,Centre,2028,283432.91068726574,11042.972670899999,102039603994.6032,517738.88686013385
cube 3 + current fortification + vas,Centre,2029,288390.26170404995,11236.118525648,103824316057.10974,526794.3398453969
cube 3 + current fortification + vas,Centre,2030,293420.4277827374,11432.101364769756,105635242506.87086,535982.8020461566
cube 3 + current fortification + vas,Centre-Est,2020,178153.71820447076,1154.3140636104672,62272845014.232544,247693.39851570752
cube 3 + current fortification + vas,Centre-Est,2021,181726.55888032145,1177.463623893237,63521715685.64024,252660.84493375485
cube 3 + current fortification + vas,Centre-Est,2022,185075.76353512058,1199.1641759440627,64692415374.04011,257317.3623033205
cube 3 + current fortification + vas,Centre-Est,2023,188300.24711463257,1220.0566208575044,65819519361.66179,261800.475562572
cube 3 + current fortification + vas,Centre-Est,2024,191563.31162734728,1241.1990437912307,66960109144.01205,266337.22925413784
cube 3 + current fortification + vas,Centre-Est,2025,195014.45818942547,1263.5601095738464,68166442175.66416,271135.4800532362
cube 3 + current fortification + vas,Centre-Est,2026,198802.1618283787,1288.1018346823519,69490417246.43796,276401.6580278427
cube 3 + current fortification + vas,Centre-Est,2027,202474.94353864295,1311.8989444112856,70774221864.82877,281508.05599130015
cube 3 + current fortification + vas,Centre-Est,2028,206093.1886372123,1335.3426942525023,72038963451.57529,286538.6297798238
cube 3 + current fortification + vas,Centre-Est,2029,209697.83806118226,1358.6983534349752,73298952730.339,291550.30102238565
cube 3 + current fortification + vas,Centre-Est,2030,213355.43365944113,1382.3970675601793,74577449110.37918,296635.5851986555
cube 3 + current fortification + vas,Centre-Nord,2020,150629.7921196279,,87006854481.29208,259646.7723712599
cube 3 + current fortification + vas,Centre-Nord,2021,153650.64542375188,,88751761250.01752,264853.94154533616
cube 3 + current fortification + vas,Centre-Nord,2022,156482.41343849216,,90387448481.05087,269735.176623637
cube 3 + current fortification + vas,Centre-Nord,2023,159208.72920765055,,91962224334.21564,274434.63932597317
cube 3 + current fortification + vas,Centre-Nord,2024,161967.66533414237,,93555842374.19945,279190.3310808496
cube 3 + current fortification + vas,Centre-Nord,2025,164885.62570263474,,95241316074.92636,284220.1394668599
cube 3 + current fortification + vas,Centre-Nord,2026,168088.14663509972,,97091157788.33043,289740.4566090727
cube 3 + current fortification + vas,Centre-Nord,2027,171193.5005457204,,98884873838.86914,295093.28295648465
cube 3 + current fortification + vas,Centre-Nord,2028,174252.7434990998,,100651955255.6463,300366.6259490425
cube 3 + current fortification + vas,Centre-Nord,2029,177300.4912467699,,102412396806.05765,305620.1541823939
cube 3 + current fortification + vas,Centre-Nord,2030,180393.00522950402,,104198696251.14629,310950.84781763575
cube 3 + current fortification + vas,Centre-Ouest,2020,188796.971667463,870.0208260021988,92281341513.10359,252398.93526040527
cube 3 + current fortification + vas,Centre-Ouest,2021,192583.2608712435,887.4689366973134,94132027167.62177,257460.7503688881
cube 3 + current fortification + vas,Centre-Ouest,2022,196132.55359829683,903.8249119168393,95866872230.98477,262205.72957763117
cube 3 + current fortification + vas,Centre-Ouest,2023,199549.67416776274,919.571806764455,97537113376.68361,266774.0104444914
cube 3 + current fortification + vas,Centre-Ouest,2024,203007.68057124995,935.5071131462856,99227338951.04697,271396.95077375224
cube 3 + current fortification + vas,Centre-Ouest,2025,206665.00541559092,952.360925757414,101014988615.1499,276286.3559822161
cube 3 + current fortification + vas,Centre-Ouest,2026,210678.99391841554,970.8583283478637,102976970529.30507,281652.5777775789
cube 3 + current fortification + vas,Centre-Ouest,2027,214571.19483053844,988.7945050917158,104879424358.07655,286855.984153025
cube 3 + current fortification + vas,Centre-Ouest,2028,218405.60100653814,1006.4643501056872,106753628921.3289,291982.125889466
cube 3 + current fortification + vas,Centre-Ouest,2029,222225.59927560217,1024.067800097628,108620791099.48006,297089.0059802472
