"intervention","space","time","costs"
"oilcubeflour","North","10",541917.19
"oilcubeflour","South","1",502273.84
"oilcubeflour","South","2",493100.35
"oilcubeflour","South","3",574166.60
"oilcubeflour","South","4",606636.39
"oilcubeflour","South","5",648240.61
"oilcubeflour","South","6",674977.41
"oilcubeflour","South","7",637751.09
"oilcubeflour","South","8",682223.85
"oilcubeflour","South","9",707050.65
"oilcubeflour","South","10",701714.89
"oilcubeflour","Cities","1",527343.44
"oilcubeflour","Cities","2",526350.87
"oilcubeflour","Cities","3",588385.93
"oilcubeflour","Cities","4",600898.29
"oilcubeflour","Cities","5",644147.40
"oilcubeflour","Cities","6",660303.74
"oilcubeflour","Cities","7",632699.73
"oilcubeflour","Cities","8",663194.07
"oilcubeflour","Cities","9",693135.51
"oilcubeflour","Cities","10",698890.19
"oilcubevasflour","North","1",1404868.10
"oilcubevasflour","North","2",1396046.26
"oilcubevasflour","North","3",1462881.04
"oilcubevasflour","North","4",1498250.13
"oilcubevasflour","North","5",1526852.16
"oilcubevasflour","North","6",1552897.75
"oilcubevasflour","North","7",1524794.02
"oilcubevasflour","North","8",1564535.66
"oilcubevasflour","North","9",1580004.38
"oilcubevasflour","North","10",1572037.06
"oilcubevasflour","South","1",1874446.66
"oilcubevasflour","South","2",1865579.15
"oilcubevasflour","South","3",1946929.31
"oilcubevasflour","South","4",1979659.20
"oilcubevasflour","South","5",2021497.17
"oilcubevasflour","South","6",2048440.28
"oilcubevasflour","South","7",2011396.64
"oilcubevasflour","South","8",2056034.25
"oilcubevasflour","South","9",2081011.08
"oilcubevasflour","South","10",2075810.26
"oilcubevasflour","Cities","1",1093281.57
"oilcubevasflour","Cities","2",1092732.20
"oilcubevasflour","Cities","3",1155209.12
"oilcubevasflour","Cities","4",1168165.10
"oilcubevasflour","Cities","5",1211861.74
"oilcubevasflour","Cities","6",1228472.22
"oilcubevasflour","Cities","7",1201331.91
"oilcubevasflour","Cities","8",1232302.48
"oilcubevasflour","Cities","9",1262736.48
"oilcubevasflour","Cities","10",1269003.91
"maxoilvasflour","North","1",1387612.93
"maxoilvasflour","North","2",1394411.46
"maxoilvasflour","North","3",1455054.71
"maxoilvasflour","North","4",1428045.94
"maxoilvasflour","North","5",1482738.07
"maxoilvasflour","North","6",1477839.45
"maxoilvasflour","North","7",1451105.84
"maxoilvasflour","North","8",1458974.13
"maxoilvasflour","North","9",1501448.84
"maxoilvasflour","North","10",1522099.65
"maxoilvasflour","South","1",1840902.38
"maxoilvasflour","South","2",1849220.09
"maxoilvasflour","South","3",1912851.82
"maxoilvasflour","South","4",1882373.92
"maxoilvasflour","South","5",1945194.04
"maxoilvasflour","South","6",1939977.93
"maxoilvasflour","South","7",1909854.13
"maxoilvasflour","South","8",1919279.28
"maxoilvasflour","South","9",1968262.93
"maxoilvasflour","South","10",1992369.81
"maxoilvasflour","Cities","1",1115034.87
"maxoilvasflour","Cities","2",1124431.62
"maxoilvasflour","Cities","3",1207490.55
"maxoilvasflour","Cities","4",1168542.81
"maxoilvasflour","Cities","5",1246214.82
"maxoilvasflour","Cities","6",1238883.33
"maxoilvasflour","Cities","7",1200445.08
"maxoilvasflour","Cities","8",1211448.98
"maxoilvasflour","Cities","9",1271906.08
"maxoilvasflour","Cities","10",1301291.85
"vasflour","North","1",1241135.97
"vasflour","North","2",1246501.88
"vasflour","North","3",1266496.70
"vasflour","North","4",1257483.97
"vasflour","North","5",1282927.64
"vasflour","North","6",1283278.75
"vasflour","North","7",1274446.31
"vasflour","North","8",1280215.34
"vasflour","North","9",1300589.41
"vasflour","North","10",1311787.47
"vasflour","South","1",1720512.59
"vasflour","South","2",1727652.82
"vasflour","South","3",1757875.51
"vasflour","South","4",1742188.59
"vasflour","South","5",1780969.33
"vasflour","South","6",1780067.99
"vasflour","South","7",1764657.20
"vasflour","South","8",1772356.97
"vasflour","South","9",1803176.05
"vasflour","South","10",1819513.69
"vasflour","Cities","1",930112.29
"vasflour","Cities","2",937700.40
"vasflour","Cities","3",969441.96
"vasflour","Cities","4",953213.66
"vasflour","Cities","5",993960.40
"vasflour","Cities","6",993256.54
"vasflour","Cities","7",977417.94
"vasflour","Cities","8",985771.60
"vasflour","Cities","9",1018327.33
"vasflour","Cities","10",1035779.30
"clinicflour","North","1",492724.47
"clinicflour","North","2",500228.86
"clinicflour","North","3",522367.79
"clinicflour","North","4",515483.84
"clinicflour","North","5",543026.65
"clinicflour","North","6",545440.92
"clinicflour","North","7",538631.62
"clinicflour","North","8",546374.40
"clinicflour","North","9",568657.71
"clinicflour","North","10",581696.17
"clinicflour","South","1",729853.83
"clinicflour","South","2",737413.68
"clinicflour","South","3",768019.17
"clinicflour","South","4",752679.49
"clinicflour","South","5",791769.61
"clinicflour","South","6",791149.03
"clinicflour","South","7",776002.77
"clinicflour","South","8",783947.21
"clinicflour","South","9",814981.37
"clinicflour","South","10",831505.77
"clinicflour","Cities","1",472861.45
"clinicflour","Cities","2",480784.51
"clinicflour","Cities","3",512862.10
"clinicflour","Cities","4",496971.27
"clinicflour","Cities","5",538057.78
"clinicflour","Cities","6",537701.24
"clinicflour","Cities","7",522221.08
"clinicflour","Cities","8",530945.40
"clinicflour","Cities","9",563885.19
"clinicflour","Cities","10",581736.77
"cubevasflour","North","1",1310714.78
"cubevasflour","North","2",1300460.33
"cubevasflour","North","3",1365840.05
"cubevasflour","North","4",1399731.55
"cubevasflour","North","5",1426833.18
"cubevasflour","North","6",1451354.75
"cubevasflour","North","7",1421702.27
"cubevasflour","North","8",1459869.48
"cubevasflour","North","9",1473737.33
"cubevasflour","North","10",1464141.77
"cubevasflour","South","1",1797061.80
"cubevasflour","South","2",1787016.82
"cubevasflour","South","3",1867171.07
"cubevasflour","South","4",1898686.53
"cubevasflour","South","5",1939291.32
"cubevasflour","South","6",1964981.83
"cubevasflour","South","7",1926665.27
"cubevasflour","South","8",1970008.85
"cubevasflour","South","9",1993669.91
"cubevasflour","South","10",1987130.85
"cubevasflour","Cities","1",974415.95
"cubevasflour","Cities","2",972057.94
"cubevasflour","Cities","3",1032697.91
"cubevasflour","Cities","4",1043788.48
"cubevasflour","Cities","5",1085590.91
"cubevasflour","Cities","6",1100277.36
"cubevasflour","Cities","7",1071181.81
"cubevasflour","Cities","8",1100164.70
"cubevasflour","Cities","9",1128577.65
"cubevasflour","Cities","10",1132789.48
"maxoilclinicflour","North","1",639201.43
"maxoilclinicflour","North","2",648138.44
"maxoilclinicflour","North","3",710925.79
"maxoilclinicflour","North","4",686045.82
"maxoilclinicflour","North","5",742837.09
"maxoilclinicflour","North","6",740001.62
"maxoilclinicflour","North","7",715291.16
"maxoilclinicflour","North","8",725133.19
"maxoilclinicflour","North","9",769517.14
"maxoilclinicflour","North","10",792008.35
"maxoilclinicflour","South","1",850243.62
"maxoilclinicflour","South","2",858980.95
"maxoilclinicflour","South","3",922995.48
"maxoilclinicflour","South","4",892864.81
"maxoilclinicflour","South","5",955994.32
"maxoilclinicflour","South","6",951058.97
"maxoilclinicflour","South","7",921199.70
"maxoilclinicflour","South","8",930869.51
"maxoilclinicflour","South","9",980068.25
"maxoilclinicflour","South","10",1004361.89
"maxoilclinicflour","Cities","1",657784.03
"maxoilclinicflour","Cities","2",667515.73
"maxoilclinicflour","Cities","3",750910.69
"maxoilclinicflour","Cities","4",712300.43
"maxoilclinicflour","Cities","5",790312.20
"maxoilclinicflour","Cities","6",783328.03
"maxoilclinicflour","Cities","7",745248.22
"maxoilclinicflour","Cities","8",756622.78
"maxoilclinicflour","Cities","9",817463.94
"maxoilclinicflour","Cities","10",847249.32
"maxoilcubevasflour","North","1",1457191.74
"maxoilcubevasflour","North","2",1448369.91
"maxoilcubevasflour","North","3",1554398.06
"maxoilcubevasflour","North","4",1570293.52
"maxoilcubevasflour","North","5",1626643.61
"maxoilcubevasflour","North","6",1645915.44
"maxoilcubevasflour","North","7",1598361.81
"maxoilcubevasflour","North","8",1638628.27
"maxoilcubevasflour","North","9",1674596.75
"maxoilcubevasflour","North","10",1674453.96
"maxoilcubevasflour","South","1",1917451.59
"maxoilcubevasflour","South","2",1908584.08
"maxoilcubevasflour","South","3",2022147.38
"maxoilcubevasflour","South","4",2038871.86
"maxoilcubevasflour","South","5",2103516.03
"maxoilcubevasflour","South","6",2124891.76
"maxoilcubevasflour","South","7",2071862.19
"maxoilcubevasflour","South","8",2116931.16
"maxoilcubevasflour","South","9",2158756.79
"maxoilcubevasflour","South","10",2159986.97
"maxoilcubevasflour","Cities","1",1159338.53
"maxoilcubevasflour","Cities","2",1158789.16
"maxoilcubevasflour","Cities","3",1270746.50
"maxoilcubevasflour","Cities","4",1259117.64
"maxoilcubevasflour","Cities","5",1337845.33
"maxoilcubevasflour","Cities","6",1345904.15
"maxoilcubevasflour","Cities","7",1294208.95
"maxoilcubevasflour","Cities","8",1325842.08
"maxoilcubevasflour","Cities","9",1382156.40
"maxoilcubevasflour","Cities","10",1398302.03
"cliniccubeflour","North","1",562303.28
"cliniccubeflour","North","2",554187.30
"cliniccubeflour","North","3",621711.14
"cliniccubeflour","North","4",657731.43
"cliniccubeflour","North","5",686932.19
"cliniccubeflour","North","6",713516.91
"cliniccubeflour","North","7",685887.59
"cliniccubeflour","North","8",726028.53
"cliniccubeflour","North","9",741805.63
"cliniccubeflour","North","10",734050.47
"cliniccubeflour","South","1",806403.05
"cliniccubeflour","South","2",796777.68
"cliniccubeflour","South","3",877314.74
"cliniccubeflour","South","4",909177.43
"cliniccubeflour","South","5",950091.60
"cliniccubeflour","South","6",976062.87
"cliniccubeflour","South","7",938010.84
"cliniccubeflour","South","8",981599.09
"cliniccubeflour","South","9",1005475.23
"cliniccubeflour","South","10",999122.93
"cliniccubeflour","Cities","1",517165.11
"cliniccubeflour","Cities","2",515142.05
"cliniccubeflour","Cities","3",576118.06
"cliniccubeflour","Cities","4",587546.09
"cliniccubeflour","Cities","5",629688.28
"cliniccubeflour","Cities","6",644722.06
"cliniccubeflour","Cities","7",615984.94
"cliniccubeflour","Cities","8",645338.50
"cliniccubeflour","Cities","9",674135.51
"cliniccubeflour","Cities","10",678746.95
"oilcubeclinicflour","North","1",656456.59
"oilcubeclinicflour","North","2",649773.24
"oilcubeclinicflour","North","3",718752.13
"oilcubeclinicflour","North","4",756250.00
"oilcubeclinicflour","North","5",786951.17
"oilcubeclinicflour","North","6",815059.92
"oilcubeclinicflour","North","7",788979.34
"oilcubeclinicflour","North","8",830694.72
"oilcubeclinicflour","North","9",848072.68
"oilcubeclinicflour","North","10",841945.76
"oilcubeclinicflour","South","1",883787.90
"oilcubeclinicflour","South","2",875340.01
"oilcubeclinicflour","South","3",957072.97
"oilcubeclinicflour","South","4",990150.10
"oilcubeclinicflour","South","5",1032297.45
"oilcubeclinicflour","South","6",1059521.33
"oilcubeclinicflour","South","7",1022742.21
"oilcubeclinicflour","South","8",1067624.49
"oilcubeclinicflour","South","9",1092816.40
"oilcubeclinicflour","South","10",1087802.34
"oilcubeclinicflour","Cities","1",636030.73
"oilcubeclinicflour","Cities","2",635816.31
"oilcubeclinicflour","Cities","3",698629.27
"oilcubeclinicflour","Cities","4",711922.71
"oilcubeclinicflour","Cities","5",755959.11
"oilcubeclinicflour","Cities","6",772916.93
"oilcubeclinicflour","Cities","7",746135.05
"oilcubeclinicflour","Cities","8",777476.28
"oilcubeclinicflour","Cities","9",808294.34
"oilcubeclinicflour","Cities","10",814961.38
"maxoilcubeclinicflour","North","1",708780.24
"maxoilcubeclinicflour","North","2",702096.88
"maxoilcubeclinicflour","North","3",810269.14
"maxoilcubeclinicflour","North","4",828293.40
"maxoilcubeclinicflour","North","5",886742.62
"maxoilcubeclinicflour","North","6",908077.61
"maxoilcubeclinicflour","North","7",862547.13
"maxoilcubeclinicflour","North","8",904787.32
"maxoilcubeclinicflour","North","9",942665.05
"maxoilcubeclinicflour","North","10",944362.66
"maxoilcubeclinicflour","South","1",926792.83
"maxoilcubeclinicflour","South","2",918344.95
"maxoilcubeclinicflour","South","3",1032291.05
"maxoilcubeclinicflour","South","4",1049362.76
"maxoilcubeclinicflour","South","5",1114316.31
"maxoilcubeclinicflour","South","6",1135972.81
"maxoilcubeclinicflour","South","7",1083207.76
"maxoilcubeclinicflour","South","8",1128521.39
"maxoilcubeclinicflour","South","9",1170562.11
"maxoilcubeclinicflour","South","10",1171979.05
"maxoilcubeclinicflour","Cities","1",702087.69
"maxoilcubeclinicflour","Cities","2",701873.27
"maxoilcubeclinicflour","Cities","3",814166.64
"maxoilcubeclinicflour","Cities","4",802875.25
"maxoilcubeclinicflour","Cities","5",881942.70
"maxoilcubeclinicflour","Cities","6",890348.85
"maxoilcubeclinicflour","Cities","7",839012.09
"maxoilcubeclinicflour","Cities","8",871015.88
"maxoilcubeclinicflour","Cities","9",927714.25
"maxoilcubeclinicflour","Cities","10",944259.50
"cubeflourzcube","North","1",289857.19
"cubeflourzcube","North","2",278558.57
"cubeflourzcube","North","3",342875.76
"cubeflourzcube","North","4",387649.04
"cubeflourzcube","North","5",413951.37
"cubeflourzcube","North","6",437691.82
"cubeflourzcube","North","7",407283.27
"cubeflourzcube","North","8",444720.20
"cubeflourzcube","North","9",457883.42
"cubeflourzcube","North","10",447612.39
"cubeflourzcube","South","1",424888.99
"cubeflourzcube","South","2",414538.02
"cubeflourzcube","South","3",494408.37
"cubeflourzcube","South","4",538814.63
"cubeflourzcube","South","5",579481.12
"cubeflourzcube","South","6",605262.85
"cubeflourzcube","South","7",567063.14
"cubeflourzcube","South","8",610543.25
"cubeflourzcube","South","9",634357.24
"cubeflourzcube","South","10",627987.47
"cubeflourzcube","Cities","1",408477.82
"cubeflourzcube","Cities","2",405676.61
"cubeflourzcube","Cities","3",465874.72
"cubeflourzcube","Cities","4",484132.89
"cubeflourzcube","Cities","5",525658.79
"cubeflourzcube","Cities","6",540063.30
"cubeflourzcube","Cities","7",510677.40
"cubeflourzcube","Cities","8",539358.49
"cubeflourzcube","Cities","9",567454.22
"cubeflourzcube","Cities","10",571329.38
"oilvasflourzcube","North","1",1404868.10
"oilvasflourzcube","North","2",1396046.26
"oilvasflourzcube","North","3",1462881.04
"oilvasflourzcube","North","4",1435724.59
"oilvasflourzcube","North","5",1462921.88
"oilvasflourzcube","North","6",1487552.84
"oilvasflourzcube","North","7",1458025.00
"oilvasflourzcube","North","8",1496333.78
"oilvasflourzcube","North","9",1510362.15
"oilvasflourzcube","North","10",1500948.34
"oilvasflourzcube","South","1",1874446.66
"oilvasflourzcube","South","2",1865579.15
"oilvasflourzcube","South","3",1946929.31
"oilvasflourzcube","South","4",1910869.86
"oilvasflourzcube","South","5",1951162.36
"oilvasflourzcube","South","6",1976549.13
"oilvasflourzcube","South","7",1937938.70
"oilvasflourzcube","South","8",1980999.91
"oilvasflourzcube","South","9",2004392.10
"oilvasflourzcube","South","10",1997599.87
"oilvasflourzcube","Cities","1",1093281.57
"oilvasflourzcube","Cities","2",1092732.20
"oilvasflourzcube","Cities","3",1155209.12
"oilvasflourzcube","Cities","4",1128352.55
"oilvasflourzcube","Cities","5",1171154.73
"oilvasflourzcube","Cities","6",1186864.47
"oilvasflourzcube","Cities","7",1158817.36
"oilvasflourzcube","Cities","8",1188875.57
"oilvasflourzcube","Cities","9",1218392.45
"oilvasflourzcube","Cities","10",1223738.83
"maxoilflourzcube","North","1",436334.15
"maxoilflourzcube","North","2",426468.15
"maxoilflourzcube","North","3",531433.76
"maxoilflourzcube","North","4",483732.06
"maxoilflourzcube","North","5",537609.56
"maxoilflourzcube","North","6",554415.21
"maxoilflourzcube","North","7",504409.12
"maxoilflourzcube","North","8",542238.51
"maxoilflourzcube","North","9",575786.66
"maxoilflourzcube","North","10",984.22
"maxoilflourzcube","South","1",545278.78
"maxoilflourzcube","South","2",536105.29
"maxoilflourzcube","South","3",649384.68
"maxoilflourzcube","South","4",597059.70
"maxoilflourzcube","South","5",659924.65
"maxoilflourzcube","South","6",679537.74
"maxoilflourzcube","South","7",624758.70
"maxoilflourzcube","South","8",668086.41
"maxoilflourzcube","South","9",708177.39
"maxoilflourzcube","South","10",657.74
"maxoilflourzcube","Cities","1",593400.40
"maxoilflourzcube","Cities","2",592407.83
"maxoilflourzcube","Cities","3",703923.31
"maxoilflourzcube","Cities","4",652038.27
"maxoilflourzcube","Cities","5",729423.98
"maxoilflourzcube","Cities","6",736127.91
"maxoilflourzcube","Cities","7",683062.21
"maxoilflourzcube","Cities","8",713306.75
"maxoilflourzcube","Cities","9",768211.39
"maxoilflourzcube","Cities","10",697.00
"maxoilcubeflourzcube","North","1",436334.15
"maxoilcubeflourzcube","North","2",426468.15
"maxoilcubeflourzcube","North","3",531433.76
"maxoilcubeflourzcube","North","4",558211.01
"maxoilcubeflourzcube","North","5",613761.80
"maxoilcubeflourzcube","North","6",632252.52
"maxoilcubeflourzcube","North","7",583942.81
"maxoilcubeflourzcube","North","8",623478.98
"maxoilcubeflourzcube","North","9",658742.85
"maxoilcubeflourzcube","North","10",657924.57
"maxoilcubeflourzcube","South","1",545278.78
"maxoilcubeflourzcube","South","2",536105.29
"maxoilcubeflourzcube","South","3",649384.68
"maxoilcubeflourzcube","South","4",678999.95
"maxoilcubeflourzcube","South","5",743705.83
"maxoilcubeflourzcube","South","6",765172.79
"maxoilcubeflourzcube","South","7",712260.07
"maxoilcubeflourzcube","South","8",757465.55
"maxoilcubeflourzcube","South","9",799444.12
"maxoilcubeflourzcube","South","10",800843.59
"maxoilcubeflourzcube","Cities","1",593400.40
"maxoilcubeflourzcube","Cities","2",592407.83
"maxoilcubeflourzcube","Cities","3",703923.31
"maxoilcubeflourzcube","Cities","4",699462.05
"maxoilcubeflourzcube","Cities","5",777913.21
"maxoilcubeflourzcube","Cities","6",785690.09
"maxoilcubeflourzcube","Cities","7",733704.55
"maxoilcubeflourzcube","Cities","8",765035.87
"maxoilcubeflourzcube","Cities","9",821032.96
"maxoilcubeflourzcube","Cities","10",836841.94
"oilflourzcube","North","1",384010.51
"oilflourzcube","North","2",374144.51
"oilflourzcube","North","3",439916.74
"oilflourzcube","North","4",411688.66
"oilflourzcube","North","5",437818.10
"oilflourzcube","North","6",461397.51
"oilflourzcube","North","7",430841.33
"oilflourzcube","North","8",468145.90
"oilflourzcube","North","9",481194.29
"oilflourzcube","North","10",470828.46
"oilflourzcube","South","1",502273.84
"oilflourzcube","South","2",493100.35
"oilflourzcube","South","3",574166.60
"oilflourzcube","South","4",537847.05
"oilflourzcube","South","5",577905.80
"oilflourzcube","South","6",603086.26
"oilflourzcube","South","7",564293.15
"oilflourzcube","South","8",607189.51
"oilflourzcube","South","9",630431.67
"oilflourzcube","South","10",623504.50
"oilflourzcube","Cities","1",527343.44
"oilflourzcube","Cities","2",526350.87
"oilflourzcube","Cities","3",588385.93
"oilflourzcube","Cities","4",561085.73
"oilflourzcube","Cities","5",603440.39
"oilflourzcube","Cities","6",618695.98
"oilflourzcube","Cities","7",590185.18
"oilflourzcube","Cities","8",619767.15
"oilflourzcube","Cities","9",648791.47
"oilflourzcube","Cities","10",653625.11
"oilclinicflourzcube","North","1",656456.59
"oilclinicflourzcube","North","2",649773.24
"oilclinicflourzcube","North","3",718752.13
"oilclinicflourzcube","North","4",693724.47
"oilclinicflourzcube","North","5",723020.89
"oilclinicflourzcube","North","6",749715.01
"oilclinicflourzcube","North","7",722210.32
"oilclinicflourzcube","North","8",762492.84
"oilclinicflourzcube","North","9",778430.45
"oilclinicflourzcube","North","10",770857.04
"oilclinicflourzcube","South","1",883787.90
"oilclinicflourzcube","South","2",875340.01
"oilclinicflourzcube","South","3",957072.97
"oilclinicflourzcube","South","4",921360.76
"oilclinicflourzcube","South","5",961962.64
"oilclinicflourzcube","South","6",987630.17
"oilclinicflourzcube","South","7",949284.27
"oilclinicflourzcube","South","8",992590.15
"oilclinicflourzcube","South","9",1016197.41
"oilclinicflourzcube","South","10",1009591.95
"oilclinicflourzcube","Cities","1",636030.73
"oilclinicflourzcube","Cities","2",635816.31
"oilclinicflourzcube","Cities","3",698629.27
"oilclinicflourzcube","Cities","4",672110.16
"oilclinicflourzcube","Cities","5",715252.10
"oilclinicflourzcube","Cities","6",731309.17
"oilclinicflourzcube","Cities","7",703620.50
"oilclinicflourzcube","Cities","8",734049.37
"oilclinicflourzcube","Cities","9",763950.30
"oilclinicflourzcube","Cities","10",769696.30
"oilcubeflourzcube","North","1",384010.51
"oilcubeflourzcube","North","2",374144.51
"oilcubeflourzcube","North","3",439916.74
"oilcubeflourzcube","North","4",486167.61
"oilcubeflourzcube","North","5",513970.35
"oilcubeflourzcube","North","6",539234.83
"oilcubeflourzcube","North","7",510375.02
"oilcubeflourzcube","North","8",549386.38
"oilcubeflourzcube","North","9",564150.47
"oilcubeflourzcube","North","10",555507.68
"oilcubeflourzcube","South","1",502273.84
"oilcubeflourzcube","South","2",493100.35
"oilcubeflourzcube","South","3",574166.60
"oilcubeflourzcube","South","4",619787.29
"oilcubeflourzcube","South","5",661686.97
"oilcubeflourzcube","South","6",688721.31
"oilcubeflourzcube","South","7",651794.52
"oilcubeflourzcube","South","8",696568.65
"oilcubeflourzcube","South","9",721698.40
"oilcubeflourzcube","South","10",716666.88
"oilcubeflourzcube","Cities","1",527343.44
"oilcubeflourzcube","Cities","2",526350.87
"oilcubeflourzcube","Cities","3",588385.93
"oilcubeflourzcube","Cities","4",608509.51
"oilcubeflourzcube","Cities","5",651929.62
"oilcubeflourzcube","Cities","6",668258.16
"oilcubeflourzcube","Cities","7",640827.51
"oilcubeflourzcube","Cities","8",671496.27
"oilcubeflourzcube","Cities","9",701613.05
"oilcubeflourzcube","Cities","10",707543.81
"oilcubevasflourzcube","North","1",1404868.10
"oilcubevasflourzcube","North","2",1396046.26
"oilcubevasflourzcube","North","3",1462881.04
"oilcubevasflourzcube","North","4",1510203.54
"oilcubevasflourzcube","North","5",1539074.12
"oilcubevasflourzcube","North","6",1565390.16
"oilcubevasflourzcube","North","7",1537558.69
"oilcubevasflourzcube","North","8",1577574.26
"oilcubevasflourzcube","North","9",1593318.33
"oilcubevasflourzcube","North","10",1585627.55
"oilcubevasflourzcube","South","1",1874446.66
"oilcubevasflourzcube","South","2",1865579.15
"oilcubevasflourzcube","South","3",1946929.31
"oilcubevasflourzcube","South","4",1992810.11
"oilcubevasflourzcube","South","5",2034943.54
"oilcubevasflourzcube","South","6",2062184.18
"oilcubevasflourzcube","South","7",2025440.07
"oilcubevasflourzcube","South","8",2070379.05
"oilcubevasflourzcube","South","9",2095658.82
"oilcubevasflourzcube","South","10",2090762.25
"oilcubevasflourzcube","Cities","1",1093281.57
"oilcubevasflourzcube","Cities","2",1092732.20
"oilcubevasflourzcube","Cities","3",1155209.12
"oilcubevasflourzcube","Cities","4",1175776.32
"oilcubevasflourzcube","Cities","5",1219643.96
"oilcubevasflourzcube","Cities","6",1236426.65
"oilcubevasflourzcube","Cities","7",1209459.69
"oilcubevasflourzcube","Cities","8",1240604.69
"oilcubevasflourzcube","Cities","9",1271214.02
"oilcubevasflourzcube","Cities","10",1277657.53
"maxoilvasflourzcube","North","1",1457191.74
"maxoilvasflourzcube","North","2",1448369.91
"maxoilvasflourzcube","North","3",1554398.06
"maxoilvasflourzcube","North","4",1507767.99
"maxoilvasflourzcube","North","5",1562713.33
"maxoilvasflourzcube","North","6",1580570.54
"maxoilvasflourzcube","North","7",1531592.79
"maxoilvasflourzcube","North","8",1570426.38
"maxoilvasflourzcube","North","9",1604954.53
"maxoilvasflourzcube","North","10",1603365.23
"maxoilvasflourzcube","South","1",1917451.59
"maxoilvasflourzcube","South","2",1908584.08
"maxoilvasflourzcube","South","3",2022147.38
"maxoilvasflourzcube","South","4",1970082.52
"maxoilvasflourzcube","South","5",2033181.22
"maxoilvasflourzcube","South","6",2053000.61
"maxoilvasflourzcube","South","7",1998404.25
"maxoilvasflourzcube","South","8",2041896.81
"maxoilvasflourzcube","South","9",2082137.81
"maxoilvasflourzcube","South","10",2081776.58
"maxoilvasflourzcube","Cities","1",1159338.53
"maxoilvasflourzcube","Cities","2",1158789.16
"maxoilvasflourzcube","Cities","3",1270746.50
"maxoilvasflourzcube","Cities","4",1219305.08
"maxoilvasflourzcube","Cities","5",1297138.32
"maxoilvasflourzcube","Cities","6",1304296.39
"maxoilvasflourzcube","Cities","7",1251694.40
"maxoilvasflourzcube","Cities","8",1282415.16
"maxoilvasflourzcube","Cities","9",1337812.36
"maxoilvasflourzcube","Cities","10",1353036.95
"vasflourzcube","North","1",1310714.78
"vasflourzcube","North","2",1300460.33
"vasflourzcube","North","3",1365840.05
"vasflourzcube","North","4",1337206.02
"vasflourzcube","North","5",1362902.90
"vasflourzcube","North","6",1386009.84
"vasflourzcube","North","7",1354933.25
"vasflourzcube","North","8",1391667.60
"vasflourzcube","North","9",1404095.10
"vasflourzcube","North","10",1393053.05
"vasflourzcube","South","1",1797061.80
"vasflourzcube","South","2",1787016.82
"vasflourzcube","South","3",1867171.07
"vasflourzcube","South","4",1829897.19
"vasflourzcube","South","5",1868956.51
"vasflourzcube","South","6",1893090.67
"vasflourzcube","South","7",1853207.33
"vasflourzcube","South","8",1894974.50
"vasflourzcube","South","9",1917050.93
"vasflourzcube","South","10",1908920.45
"vasflourzcube","Cities","1",974415.95
"vasflourzcube","Cities","2",972057.94
"vasflourzcube","Cities","3",1032697.91
"vasflourzcube","Cities","4",1003975.93
"vasflourzcube","Cities","5",1044883.90
"vasflourzcube","Cities","6",1058669.60
"vasflourzcube","Cities","7",1028667.26
"vasflourzcube","Cities","8",1056737.78
"vasflourzcube","Cities","9",1084233.62
"vasflourzcube","Cities","10",1087524.40
"clinicflourzcube","North","1",562303.28
"clinicflourzcube","North","2",554187.30
"clinicflourzcube","North","3",621711.14
"clinicflourzcube","North","4",595205.89
"clinicflourzcube","North","5",623001.91
"clinicflourzcube","North","6",648172.01
"clinicflourzcube","North","7",619118.57
"clinicflourzcube","North","8",657826.65
"clinicflourzcube","North","9",672163.40
"clinicflourzcube","North","10",662961.75
"clinicflourzcube","South","1",806403.05
"clinicflourzcube","South","2",796777.68
"clinicflourzcube","South","3",877314.74
"clinicflourzcube","South","4",840388.09
"clinicflourzcube","South","5",879756.79
"clinicflourzcube","South","6",904171.72
"clinicflourzcube","South","7",864552.90
"clinicflourzcube","South","8",906564.74
"clinicflourzcube","South","9",928856.25
"clinicflourzcube","South","10",920912.53
"clinicflourzcube","Cities","1",517165.11
"clinicflourzcube","Cities","2",515142.05
"clinicflourzcube","Cities","3",576118.06
"clinicflourzcube","Cities","4",547733.54
"clinicflourzcube","Cities","5",588981.27
"clinicflourzcube","Cities","6",603114.30
"clinicflourzcube","Cities","7",573470.39
"clinicflourzcube","Cities","8",601911.59
"clinicflourzcube","Cities","9",629791.47
"clinicflourzcube","Cities","10",633481.87
"cubevasflourzcube","North","1",1310714.78
"cubevasflourzcube","North","2",1300460.33
"cubevasflourzcube","North","3",1365840.05
"cubevasflourzcube","North","4",1411684.96
"cubevasflourzcube","North","5",1439055.14
"cubevasflourzcube","North","6",1463847.15
"cubevasflourzcube","North","7",1434466.94
"cubevasflourzcube","North","8",1472908.07
"cubevasflourzcube","North","9",1487051.28
"cubevasflourzcube","North","10",1477732.27
"cubevasflourzcube","South","1",1797061.80
"cubevasflourzcube","South","2",1787016.82
"cubevasflourzcube","South","3",1867171.07
"cubevasflourzcube","South","4",1911837.44
"cubevasflourzcube","South","5",1952737.68
"cubevasflourzcube","South","6",1978725.73
"cubevasflourzcube","South","7",1940708.70
"cubevasflourzcube","South","8",1984353.65
"cubevasflourzcube","South","9",2008317.66
"cubevasflourzcube","South","10",2002082.83
"cubevasflourzcube","Cities","1",974415.95
"cubevasflourzcube","Cities","2",972057.94
"cubevasflourzcube","Cities","3",1032697.91
