"intervention","space","time","lives_saved"
"oilcubevasflour","South","10",1298.52
"oilcubevasflour","Cities","1",736.88
"oilcubevasflour","Cities","2",758.23
"oilcubevasflour","Cities","3",778.58
"oilcubevasflour","Cities","4",819.54
"oilcubevasflour","Cities","5",839.27
"oilcubevasflour","Cities","6",859.01
"oilcubevasflour","Cities","7",876.74
"oilcubevasflour","Cities","8",893.65
"oilcubevasflour","Cities","9",911.39
"oilcubevasflour","Cities","10",925.48
"maxoilvasflour","North","1",1634.30
"maxoilvasflour","North","2",1646.47
"maxoilvasflour","North","3",1681.96
"maxoilvasflour","North","4",1701.45
"maxoilvasflour","North","5",1726.12
"maxoilvasflour","North","6",1753.28
"maxoilvasflour","North","7",1783.10
"maxoilvasflour","North","8",1814.76
"maxoilvasflour","North","9",1850.92
"maxoilvasflour","North","10",1890.41
"maxoilvasflour","South","1",1053.55
"maxoilvasflour","South","2",1060.15
"maxoilvasflour","South","3",1065.75
"maxoilvasflour","South","4",1071.35
"maxoilvasflour","South","5",1076.08
"maxoilvasflour","South","6",1079.82
"maxoilvasflour","South","7",1084.55
"maxoilvasflour","South","8",1087.28
"maxoilvasflour","South","9",1090.15
"maxoilvasflour","South","10",1092.01
"maxoilvasflour","Cities","1",736.88
"maxoilvasflour","Cities","2",758.23
"maxoilvasflour","Cities","3",780.86
"maxoilvasflour","Cities","4",801.27
"maxoilvasflour","Cities","5",820.88
"maxoilvasflour","Cities","6",839.49
"maxoilvasflour","Cities","7",857.10
"maxoilvasflour","Cities","8",873.91
"maxoilvasflour","Cities","9",891.52
"maxoilvasflour","Cities","10",904.53
"vasflour","North","1",1361.64
"vasflour","North","2",1371.84
"vasflour","North","3",1382.65
"vasflour","North","4",1398.95
"vasflour","North","5",1419.34
"vasflour","North","6",1441.59
"vasflour","North","7",1466.08
"vasflour","North","8",1492.19
"vasflour","North","9",1522.16
"vasflour","North","10",1554.60
"vasflour","South","1",1022.42
"vasflour","South","2",1028.84
"vasflour","South","3",1034.25
"vasflour","South","4",1039.66
"vasflour","South","5",1044.27
"vasflour","South","6",1047.88
"vasflour","South","7",1052.49
"vasflour","South","8",1055.10
"vasflour","South","9",1057.91
"vasflour","South","10",1059.71
"vasflour","Cities","1",705.08
"vasflour","Cities","2",725.51
"vasflour","Cities","3",744.94
"vasflour","Cities","4",764.38
"vasflour","Cities","5",783.13
"vasflour","Cities","6",800.88
"vasflour","Cities","7",817.63
"vasflour","Cities","8",833.71
"vasflour","Cities","9",850.46
"vasflour","Cities","10",862.86
"clinicflour","North","1",650.09
"clinicflour","North","2",655.13
"clinicflour","North","3",660.28
"clinicflour","North","4",668.84
"clinicflour","North","5",678.93
"clinicflour","North","6",689.33
"clinicflour","North","7",700.94
"clinicflour","North","8",713.65
"clinicflour","North","9",728.67
"clinicflour","North","10",744.12
"clinicflour","South","1",674.80
"clinicflour","South","2",679.15
"clinicflour","South","3",682.50
"clinicflour","South","4",685.85
"clinicflour","South","5",689.08
"clinicflour","South","6",691.32
"clinicflour","South","7",694.55
"clinicflour","South","8",695.78
"clinicflour","South","9",697.90
"clinicflour","South","10",699.01
"clinicflour","Cities","1",543.95
"clinicflour","Cities","2",559.72
"clinicflour","Cities","3",574.50
"clinicflour","Cities","4",589.28
"clinicflour","Cities","5",603.96
"clinicflour","Cities","6",617.64
"clinicflour","Cities","7",630.32
"clinicflour","Cities","8",642.91
"clinicflour","Cities","9",655.59
"clinicflour","Cities","10",665.07
"cubevasflour","North","1",1361.64
"cubevasflour","North","2",1371.84
"cubevasflour","North","3",1382.65
"cubevasflour","North","4",1857.02
"cubevasflour","North","5",1884.10
"cubevasflour","North","6",1913.74
"cubevasflour","North","7",1946.09
"cubevasflour","North","8",1981.29
"cubevasflour","North","9",2021.06
"cubevasflour","North","10",2064.24
"cubevasflour","South","1",1022.42
"cubevasflour","South","2",1028.84
"cubevasflour","South","3",1034.25
"cubevasflour","South","4",1261.19
"cubevasflour","South","5",1265.99
"cubevasflour","South","6",1271.78
"cubevasflour","South","7",1276.58
"cubevasflour","South","8",1280.37
"cubevasflour","South","9",1283.27
"cubevasflour","South","10",1284.16
"cubevasflour","Cities","1",705.08
"cubevasflour","Cities","2",725.51
"cubevasflour","Cities","3",744.94
"cubevasflour","Cities","4",807.83
"cubevasflour","Cities","5",827.29
"cubevasflour","Cities","6",846.75
"cubevasflour","Cities","7",864.21
"cubevasflour","Cities","8",880.89
"cubevasflour","Cities","9",898.35
"cubevasflour","Cities","10",912.25
"maxoilclinicflour","North","1",975.94
"maxoilclinicflour","North","2",983.34
"maxoilclinicflour","North","3",1074.35
"maxoilclinicflour","North","4",1087.35
"maxoilclinicflour","North","5",1103.34
"maxoilclinicflour","North","6",1120.53
"maxoilclinicflour","North","7",1139.52
"maxoilclinicflour","North","8",1159.91
"maxoilclinicflour","North","9",1183.51
"maxoilclinicflour","North","10",1208.70
"maxoilclinicflour","South","1",825.26
"maxoilclinicflour","South","2",830.51
"maxoilclinicflour","South","3",848.75
"maxoilclinicflour","South","4",853.08
"maxoilclinicflour","South","5",856.96
"maxoilclinicflour","South","6",859.84
"maxoilclinicflour","South","7",863.73
"maxoilclinicflour","South","8",865.61
"maxoilclinicflour","South","9",868.05
"maxoilclinicflour","South","10",869.49
"maxoilclinicflour","Cities","1",673.82
"maxoilclinicflour","Cities","2",693.35
"maxoilclinicflour","Cities","3",727.84
"maxoilclinicflour","Cities","4",746.81
"maxoilclinicflour","Cities","5",765.15
"maxoilclinicflour","Cities","6",782.50
"maxoilclinicflour","Cities","7",798.84
"maxoilclinicflour","Cities","8",814.56
"maxoilclinicflour","Cities","9",830.91
"maxoilclinicflour","Cities","10",843.01
"maxoilcubevasflour","North","1",1634.30
"maxoilcubevasflour","North","2",1646.47
"maxoilcubevasflour","North","3",1681.96
"maxoilcubevasflour","North","4",1963.92
"maxoilcubevasflour","North","5",1992.51
"maxoilcubevasflour","North","6",2023.89
"maxoilcubevasflour","North","7",2058.12
"maxoilcubevasflour","North","8",2095.28
"maxoilcubevasflour","North","9",2137.24
"maxoilcubevasflour","North","10",2182.91
"maxoilcubevasflour","South","1",1053.55
"maxoilcubevasflour","South","2",1060.15
"maxoilcubevasflour","South","3",1065.75
"maxoilcubevasflour","South","4",1275.27
"maxoilcubevasflour","South","5",1280.12
"maxoilcubevasflour","South","6",1285.97
"maxoilcubevasflour","South","7",1290.82
"maxoilcubevasflour","South","8",1294.67
"maxoilcubevasflour","South","9",1297.60
"maxoilcubevasflour","South","10",1298.52
"maxoilcubevasflour","Cities","1",736.88
"maxoilcubevasflour","Cities","2",758.23
"maxoilcubevasflour","Cities","3",780.86
"maxoilcubevasflour","Cities","4",820.71
"maxoilcubevasflour","Cities","5",840.47
"maxoilcubevasflour","Cities","6",860.23
"maxoilcubevasflour","Cities","7",877.99
"maxoilcubevasflour","Cities","8",894.93
"maxoilcubevasflour","Cities","9",912.69
"maxoilcubevasflour","Cities","10",926.81
"cliniccubeflour","North","1",650.09
"cliniccubeflour","North","2",655.13
"cliniccubeflour","North","3",660.28
"cliniccubeflour","North","4",1265.66
"cliniccubeflour","North","5",1284.39
"cliniccubeflour","North","6",1304.43
"cliniccubeflour","North","7",1326.35
"cliniccubeflour","North","8",1350.70
"cliniccubeflour","North","9",1378.36
"cliniccubeflour","North","10",1407.77
"cliniccubeflour","South","1",674.80
"cliniccubeflour","South","2",679.15
"cliniccubeflour","South","3",682.50
"cliniccubeflour","South","4",1113.33
"cliniccubeflour","South","5",1117.55
"cliniccubeflour","South","6",1122.77
"cliniccubeflour","South","7",1126.99
"cliniccubeflour","South","8",1130.21
"cliniccubeflour","South","9",1132.82
"cliniccubeflour","South","10",1133.42
"cliniccubeflour","Cities","1",543.95
"cliniccubeflour","Cities","2",559.72
"cliniccubeflour","Cities","3",574.50
"cliniccubeflour","Cities","4",711.79
"cliniccubeflour","Cities","5",729.02
"cliniccubeflour","Cities","6",746.24
"cliniccubeflour","Cities","7",761.47
"cliniccubeflour","Cities","8",776.24
"cliniccubeflour","Cities","9",791.46
"cliniccubeflour","Cities","10",803.77
"oilcubeclinicflour","North","1",975.94
"oilcubeclinicflour","North","2",983.34
"oilcubeclinicflour","North","3",991.09
"oilcubeclinicflour","North","4",1584.09
"oilcubeclinicflour","North","5",1607.31
"oilcubeclinicflour","North","6",1632.52
"oilcubeclinicflour","North","7",1660.05
"oilcubeclinicflour","North","8",1690.25
"oilcubeclinicflour","North","9",1724.43
"oilcubeclinicflour","North","10",1761.25
"oilcubeclinicflour","South","1",825.26
"oilcubeclinicflour","South","2",830.51
"oilcubeclinicflour","South","3",834.75
"oilcubeclinicflour","South","4",1218.95
"oilcubeclinicflour","South","5",1223.58
"oilcubeclinicflour","South","6",1229.21
"oilcubeclinicflour","South","7",1233.84
"oilcubeclinicflour","South","8",1237.47
"oilcubeclinicflour","South","9",1240.28
"oilcubeclinicflour","South","10",1241.10
"oilcubeclinicflour","Cities","1",673.82
"oilcubeclinicflour","Cities","2",693.35
"oilcubeclinicflour","Cities","3",711.88
"oilcubeclinicflour","Cities","4",802.56
"oilcubeclinicflour","Cities","5",821.89
"oilcubeclinicflour","Cities","6",841.23
"oilcubeclinicflour","Cities","7",858.57
"oilcubeclinicflour","Cities","8",875.15
"oilcubeclinicflour","Cities","9",892.49
"oilcubeclinicflour","Cities","10",906.30
"maxoilcubeclinicflour","North","1",975.94
"maxoilcubeclinicflour","North","2",983.34
"maxoilcubeclinicflour","North","3",1074.35
"maxoilcubeclinicflour","North","4",1634.12
"maxoilcubeclinicflour","North","5",1658.06
"maxoilcubeclinicflour","North","6",1684.08
"maxoilcubeclinicflour","North","7",1712.49
"maxoilcubeclinicflour","North","8",1743.61
"maxoilcubeclinicflour","North","9",1778.81
"maxoilcubeclinicflour","North","10",1816.80
"maxoilcubeclinicflour","South","1",825.26
"maxoilcubeclinicflour","South","2",830.51
"maxoilcubeclinicflour","South","3",848.75
"maxoilcubeclinicflour","South","4",1222.47
"maxoilcubeclinicflour","South","5",1227.11
"maxoilcubeclinicflour","South","6",1232.75
"maxoilcubeclinicflour","South","7",1237.40
"maxoilcubeclinicflour","South","8",1241.04
"maxoilcubeclinicflour","South","9",1243.86
"maxoilcubeclinicflour","South","10",1244.68
"maxoilcubeclinicflour","Cities","1",673.82
"maxoilcubeclinicflour","Cities","2",693.35
"maxoilcubeclinicflour","Cities","3",727.84
"maxoilcubeclinicflour","Cities","4",807.83
"maxoilcubeclinicflour","Cities","5",827.29
"maxoilcubeclinicflour","Cities","6",846.75
"maxoilcubeclinicflour","Cities","7",864.21
"maxoilcubeclinicflour","Cities","8",880.89
"maxoilcubeclinicflour","Cities","9",898.35
"maxoilcubeclinicflour","Cities","10",912.25
"cubeflourzcube","North","1",503.07
"cubeflourzcube","North","2",507.40
"cubeflourzcube","North","3",511.73
"cubeflourzcube","North","4",1262.49
"cubeflourzcube","North","5",1280.52
"cubeflourzcube","North","6",1300.25
"cubeflourzcube","North","7",1322.69
"cubeflourzcube","North","8",1347.18
"cubeflourzcube","North","9",1374.02
"cubeflourzcube","North","10",1402.62
"cubeflourzcube","South","1",612.56
"cubeflourzcube","South","2",616.52
"cubeflourzcube","South","3",619.24
"cubeflourzcube","South","4",1203.88
"cubeflourzcube","South","5",1208.56
"cubeflourzcube","South","6",1213.68
"cubeflourzcube","South","7",1218.25
"cubeflourzcube","South","8",1221.37
"cubeflourzcube","South","9",1223.93
"cubeflourzcube","South","10",1224.49
"cubeflourzcube","Cities","1",528.06
"cubeflourzcube","Cities","2",543.51
"cubeflourzcube","Cities","3",557.69
"cubeflourzcube","Cities","4",768.34
"cubeflourzcube","Cities","5",786.20
"cubeflourzcube","Cities","6",805.06
"cubeflourzcube","Cities","7",821.92
"cubeflourzcube","Cities","8",838.78
"cubeflourzcube","Cities","9",854.23
"cubeflourzcube","Cities","10",868.68
"oilvasflourzcube","North","1",1634.30
"oilvasflourzcube","North","2",1646.47
"oilvasflourzcube","North","3",1659.45
"oilvasflourzcube","North","4",1914.64
"oilvasflourzcube","North","5",1941.98
"oilvasflourzcube","North","6",1971.95
"oilvasflourzcube","North","7",2005.56
"oilvasflourzcube","North","8",2042.62
"oilvasflourzcube","North","9",2082.50
"oilvasflourzcube","North","10",2126.46
"oilvasflourzcube","South","1",1053.55
"oilvasflourzcube","South","2",1060.15
"oilvasflourzcube","South","3",1065.75
"oilvasflourzcube","South","4",1359.02
"oilvasflourzcube","South","5",1364.62
"oilvasflourzcube","South","6",1370.35
"oilvasflourzcube","South","7",1375.22
"oilvasflourzcube","South","8",1378.95
"oilvasflourzcube","South","9",1381.82
"oilvasflourzcube","South","10",1382.68
"oilvasflourzcube","Cities","1",736.88
"oilvasflourzcube","Cities","2",758.23
"oilvasflourzcube","Cities","3",778.58
"oilvasflourzcube","Cities","4",882.75
"oilvasflourzcube","Cities","5",903.31
"oilvasflourzcube","Cities","6",924.86
"oilvasflourzcube","Cities","7",944.42
"oilvasflourzcube","Cities","8",963.98
"oilvasflourzcube","Cities","9",981.74
"oilvasflourzcube","Cities","10",998.50
"maxoilflourzcube","North","1",842.94
"maxoilflourzcube","North","2",849.38
"maxoilflourzcube","North","3",1067.60
"maxoilflourzcube","North","4",1206.27
"maxoilflourzcube","North","5",1223.49
"maxoilflourzcube","North","6",1242.35
"maxoilflourzcube","North","7",1263.82
"maxoilflourzcube","North","8",1287.23
"maxoilflourzcube","North","9",1312.95
"maxoilflourzcube","North","10",1340.22
"maxoilflourzcube","South","1",785.49
"maxoilflourzcube","South","2",790.49
"maxoilflourzcube","South","3",927.88
"maxoilflourzcube","South","4",1108.00
"maxoilflourzcube","South","5",1112.12
"maxoilflourzcube","South","6",1116.87
"maxoilflourzcube","South","7",1121.24
"maxoilflourzcube","South","8",1123.99
"maxoilflourzcube","South","9",1126.36
"maxoilflourzcube","South","10",1126.74
"maxoilflourzcube","Cities","1",663.58
"maxoilflourzcube","Cities","2",682.82
"maxoilflourzcube","Cities","3",787.80
"maxoilflourzcube","Cities","4",821.50
"maxoilflourzcube","Cities","5",840.61
"maxoilflourzcube","Cities","6",860.73
"maxoilflourzcube","Cities","7",878.84
"maxoilflourzcube","Cities","8",896.95
"maxoilflourzcube","Cities","9",913.48
"maxoilflourzcube","Cities","10",929.00
"maxoilcubeflourzcube","North","1",842.94
"maxoilcubeflourzcube","North","2",849.38
"maxoilcubeflourzcube","North","3",950.58
"maxoilcubeflourzcube","North","4",1680.76
"maxoilcubeflourzcube","North","5",1704.76
"maxoilcubeflourzcube","North","6",1731.07
"maxoilcubeflourzcube","North","7",1760.67
"maxoilcubeflourzcube","North","8",1793.22
"maxoilcubeflourzcube","North","9",1828.42
"maxoilcubeflourzcube","North","10",1866.87
"maxoilcubeflourzcube","South","1",785.49
"maxoilcubeflourzcube","South","2",790.49
"maxoilcubeflourzcube","South","3",813.75
"maxoilcubeflourzcube","South","4",1329.38
"maxoilcubeflourzcube","South","5",1334.81
"maxoilcubeflourzcube","South","6",1340.42
"maxoilcubeflourzcube","South","7",1345.23
"maxoilcubeflourzcube","South","8",1348.85
"maxoilcubeflourzcube","South","9",1351.66
"maxoilcubeflourzcube","South","10",1352.47
"maxoilcubeflourzcube","Cities","1",663.58
"maxoilcubeflourzcube","Cities","2",682.82
"maxoilcubeflourzcube","Cities","3",718.15
"maxoilcubeflourzcube","Cities","4",876.39
"maxoilcubeflourzcube","Cities","5",896.80
"maxoilcubeflourzcube","Cities","6",918.21
"maxoilcubeflourzcube","Cities","7",937.61
"maxoilcubeflourzcube","Cities","8",957.02
"maxoilcubeflourzcube","Cities","9",974.66
"maxoilcubeflourzcube","Cities","10",991.29
"oilflourzcube","North","1",842.94
"oilflourzcube","North","2",849.38
"oilflourzcube","North","3",856.06
"oilflourzcube","North","4",1111.82
"oilflourzcube","North","5",1127.70
"oilflourzcube","North","6",1145.06
"oilflourzcube","North","7",1164.92
"oilflourzcube","North","8",1186.51
"oilflourzcube","North","9",1210.34
"oilflourzcube","North","10",1235.39
"oilflourzcube","South","1",785.49
"oilflourzcube","South","2",790.49
"oilflourzcube","South","3",794.50
"oilflourzcube","South","4",1088.83
"oilflourzcube","South","5",1092.84
"oilflourzcube","South","6",1097.51
"oilflourzcube","South","7",1101.84
"oilflourzcube","South","8",1104.51
"oilflourzcube","South","9",1106.85
"oilflourzcube","South","10",1107.18
"oilflourzcube","Cities","1",663.58
"oilflourzcube","Cities","2",682.82
"oilflourzcube","Cities","3",701.05
"oilflourzcube","Cities","4",804.17
"oilflourzcube","Cities","5",822.87
"oilflourzcube","Cities","6",842.58
"oilflourzcube","Cities","7",860.28
"oilflourzcube","Cities","8",877.98
"oilflourzcube","Cities","9",894.16
"oilflourzcube","Cities","10",909.33
"oilclinicflourzcube","North","1",1090.49
"oilclinicflourzcube","North","2",1098.90
"oilclinicflourzcube","North","3",1107.64
"oilclinicflourzcube","North","4",1246.74
"oilclinicflourzcube","North","5",1264.55
"oilclinicflourzcube","North","6",1284.04
"oilclinicflourzcube","North","7",1306.20
"oilclinicflourzcube","North","8",1330.39
"oilclinicflourzcube","North","9",1356.92
"oilclinicflourzcube","North","10",1385.15
"oilclinicflourzcube","South","1",939.61
"oilclinicflourzcube","South","2",944.85
"oilclinicflourzcube","South","3",948.68
"oilclinicflourzcube","South","4",1128.92
"oilclinicflourzcube","South","5",1133.16
"oilclinicflourzcube","South","6",1137.99
"oilclinicflourzcube","South","7",1142.41
"oilclinicflourzcube","South","8",1145.24
"oilclinicflourzcube","South","9",1147.65
"oilclinicflourzcube","South","10",1148.07
"oilclinicflourzcube","Cities","1",738.56
"oilclinicflourzcube","Cities","2",761.09
"oilclinicflourzcube","Cities","3",781.62
"oilclinicflourzcube","Cities","4",815.15
"oilclinicflourzcube","Cities","5",834.11
"oilclinicflourzcube","Cities","6",854.07
"oilclinicflourzcube","Cities","7",872.04
"oilclinicflourzcube","Cities","8",890.00
"oilclinicflourzcube","Cities","9",906.39
"oilclinicflourzcube","Cities","10",921.79
"oilcubeflourzcube","North","1",842.94
"oilcubeflourzcube","North","2",849.38
"oilcubeflourzcube","North","3",856.06
"oilcubeflourzcube","North","4",1622.29
"oilcubeflourzcube","North","5",1645.46
"oilcubeflourzcube","North","6",1670.84
"oilcubeflourzcube","North","7",1699.44
"oilcubeflourzcube","North","8",1730.87
"oilcubeflourzcube","North","9",1764.90
"oilcubeflourzcube","North","10",1801.98
"oilcubeflourzcube","South","1",785.49
"oilcubeflourzcube","South","2",790.49
"oilcubeflourzcube","South","3",794.50
"oilcubeflourzcube","South","4",1324.15
"oilcubeflourzcube","South","5",1329.55
"oilcubeflourzcube","South","6",1335.14
"oilcubeflourzcube","South","7",1339.94
"oilcubeflourzcube","South","8",1343.54
"oilcubeflourzcube","South","9",1346.34
"oilcubeflourzcube","South","10",1347.13
"oilcubeflourzcube","Cities","1",663.58
"oilcubeflourzcube","Cities","2",682.82
"oilcubeflourzcube","Cities","3",701.05
"oilcubeflourzcube","Cities","4",870.04
"oilcubeflourzcube","Cities","5",890.30
"oilcubeflourzcube","Cities","6",911.55
"oilcubeflourzcube","Cities","7",930.81
"oilcubeflourzcube","Cities","8",950.07
"oilcubeflourzcube","Cities","9",967.57
"oilcubeflourzcube","Cities","10",984.08
"oilcubevasflourzcube","North","1",1634.30
"oilcubevasflourzcube","North","2",1646.47
"oilcubevasflourzcube","North","3",1659.45
"oilcubevasflourzcube","North","4",2063.06
"oilcubevasflourzcube","North","5",2092.52
"oilcubevasflourzcube","North","6",2124.82
"oilcubevasflourzcube","North","7",2160.97
"oilcubevasflourzcube","North","8",2200.89
"oilcubevasflourzcube","North","9",2243.74
"oilcubevasflourzcube","North","10",2291.19
"oilcubevasflourzcube","South","1",1053.55
"oilcubevasflourzcube","South","2",1060.15
"oilcubevasflourzcube","South","3",1065.75
"oilcubevasflourzcube","South","4",1388.65
"oilcubevasflourzcube","South","5",1394.42
"oilcubevasflourzcube","South","6",1400.27
"oilcubevasflourzcube","South","7",1405.20
"oilcubevasflourzcube","South","8",1409.05
"oilcubevasflourzcube","South","9",1411.97
"oilcubevasflourzcube","South","10",1412.90
"oilcubevasflourzcube","Cities","1",736.88
"oilcubevasflourzcube","Cities","2",758.23
"oilcubevasflourzcube","Cities","3",778.58
"oilcubevasflourzcube","Cities","4",890.26
"oilcubevasflourzcube","Cities","5",911.00
"oilcubevasflourzcube","Cities","6",932.73
"oilcubevasflourzcube","Cities","7",952.46
"oilcubevasflourzcube","Cities","8",972.20
"oilcubevasflourzcube","Cities","9",990.11
"oilcubevasflourzcube","Cities","10",1007.03
"maxoilvasflourzcube","North","1",1634.30
"maxoilvasflourzcube","North","2",1646.47
"maxoilvasflourzcube","North","3",1790.63
"maxoilvasflourzcube","North","4",1937.13
"maxoilvasflourzcube","North","5",1964.79
"maxoilvasflourzcube","North","6",1995.11
"maxoilvasflourzcube","North","7",2029.11
"maxoilvasflourzcube","North","8",2066.60
"maxoilvasflourzcube","North","9",2106.93
"maxoilvasflourzcube","North","10",2151.42
"maxoilvasflourzcube","South","1",1053.55
"maxoilvasflourzcube","South","2",1060.15
"maxoilvasflourzcube","South","3",1177.42
"maxoilvasflourzcube","South","4",1359.02
"maxoilvasflourzcube","South","5",1364.62
"maxoilvasflourzcube","South","6",1370.35
"maxoilvasflourzcube","South","7",1375.22
"maxoilvasflourzcube","South","8",1378.95
"maxoilvasflourzcube","South","9",1381.82
"maxoilvasflourzcube","South","10",1382.68
"maxoilvasflourzcube","Cities","1",736.88
"maxoilvasflourzcube","Cities","2",758.23
"maxoilvasflourzcube","Cities","3",849.65
"maxoilvasflourzcube","Cities","4",885.06
"maxoilvasflourzcube","Cities","5",905.67
"maxoilvasflourzcube","Cities","6",927.28
"maxoilvasflourzcube","Cities","7",946.89
"maxoilvasflourzcube","Cities","8",966.51
"maxoilvasflourzcube","Cities","9",984.32
"maxoilvasflourzcube","Cities","10",1001.12
"vasflourzcube","North","1",1471.73
"vasflourzcube","North","2",1482.93
"vasflourzcube","North","3",1494.74
"vasflourzcube","North","4",1638.04
"vasflourzcube","North","5",1661.43
"vasflourzcube","North","6",1687.06
"vasflourzcube","North","7",1715.93
"vasflourzcube","North","8",1747.66
"vasflourzcube","North","9",1782.00
"vasflourzcube","North","10",1819.45
"vasflourzcube","South","1",1135.20
"vasflourzcube","South","2",1141.62
"vasflourzcube","South","3",1146.23
"vasflourzcube","South","4",1327.64
"vasflourzcube","South","5",1333.05
"vasflourzcube","South","6",1338.66
"vasflourzcube","South","7",1343.47
"vasflourzcube","South","8",1347.08
"vasflourzcube","South","9",1349.88
"vasflourzcube","South","10",1350.69
"vasflourzcube","Cities","1",769.36
"vasflourzcube","Cities","2",792.80
"vasflourzcube","Cities","3",814.23
"vasflourzcube","Cities","4",848.66
"vasflourzcube","Cities","5",868.41
"vasflourzcube","Cities","6",889.17
"vasflourzcube","Cities","7",907.92
"vasflourzcube","Cities","8",926.67
"vasflourzcube","Cities","9",943.75
"vasflourzcube","Cities","10",959.82
"clinicflourzcube","North","1",768.42
"clinicflourzcube","North","2",774.46
"clinicflourzcube","North","3",780.61
"clinicflourzcube","North","4",916.17
"clinicflourzcube","North","5",929.26
"clinicflourzcube","North","6",943.55
"clinicflourzcube","North","7",960.06
"clinicflourzcube","North","8",977.87
"clinicflourzcube","North","9",997.80
"clinicflourzcube","North","10",1018.24
"clinicflourzcube","South","1",790.34
"clinicflourzcube","South","2",794.68
"clinicflourzcube","South","3",797.92
"clinicflourzcube","South","4",977.27
"clinicflourzcube","South","5",980.62
"clinicflourzcube","South","6",984.85
"clinicflourzcube","South","7",988.97
"clinicflourzcube","South","8",991.20
"clinicflourzcube","South","9",993.32
"clinicflourzcube","South","10",993.43
"clinicflourzcube","Cities","1",610.56
"clinicflourzcube","Cities","2",629.33
"clinicflourzcube","Cities","3",646.11
"clinicflourzcube","Cities","4",675.89
"clinicflourzcube","Cities","5",691.57
"clinicflourzcube","Cities","6",708.25
"clinicflourzcube","Cities","7",722.93
"clinicflourzcube","Cities","8",737.61
"clinicflourzcube","Cities","9",751.20
"clinicflourzcube","Cities","10",763.78
"cubevasflourzcube","North","1",1791.62
"cubevasflourzcube","North","2",1805.16
"cubevasflourzcube","North","3",1819.55
"cubevasflourzcube","North","4",1966.36
"cubevasflourzcube","North","5",1994.44
"cubevasflourzcube","North","6",2025.22
"cubevasflourzcube","North","7",2059.72
"cubevasflourzcube","North","8",2097.78
"cubevasflourzcube","North","9",2138.69
"cubevasflourzcube","North","10",2183.87
"cubevasflourzcube","South","1",1181.53
"cubevasflourzcube","South","2",1188.22
"cubevasflourzcube","South","3",1193.01
"cubevasflourzcube","South","4",1374.71
"cubevasflourzcube","South","5",1380.40
"cubevasflourzcube","South","6",1386.19
"cubevasflourzcube","South","7",1391.09
"cubevasflourzcube","South","8",1394.88
"cubevasflourzcube","South","9",1397.78
"cubevasflourzcube","South","10",1398.68
"cubevasflourzcube","Cities","1",796.98
"cubevasflourzcube","Cities","2",821.22
"cubevasflourzcube","Cities","3",843.46
"cubevasflourzcube","Cities","4",878.71
"cubevasflourzcube","Cities","5",899.17
"cubevasflourzcube","Cities","6",920.63
"cubevasflourzcube","Cities","7",940.09
"cubevasflourzcube","Cities","8",959.55
"cubevasflourzcube","Cities","9",977.23
"cubevasflourzcube","Cities","10",993.91
"maxoilclinicflourzcube","North","1",1090.49
"maxoilclinicflourzcube","North","2",1098.90
"maxoilclinicflourzcube","North","3",1189.96
"maxoilclinicflourzcube","North","4",1329.95
"maxoilclinicflourzcube","North","5",1348.94
"maxoilclinicflourzcube","North","6",1369.74
"maxoilclinicflourzcube","North","7",1393.33
"maxoilclinicflourzcube","North","8",1419.12
"maxoilclinicflourzcube","North","9",1447.31
"maxoilclinicflourzcube","North","10",1477.50
"maxoilclinicflourzcube","South","1",939.61
"maxoilclinicflourzcube","South","2",944.85
"maxoilclinicflourzcube","South","3",962.54
"maxoilclinicflourzcube","South","4",1142.87
"maxoilclinicflourzcube","South","5",1147.19
"maxoilclinicflourzcube","South","6",1152.08
"maxoilclinicflourzcube","South","7",1156.52
"maxoilclinicflourzcube","South","8",1159.40
"maxoilclinicflourzcube","South","9",1161.84
"maxoilclinicflourzcube","South","10",1162.28
"maxoilclinicflourzcube","Cities","1",738.56
"maxoilclinicflourzcube","Cities","2",761.09
"maxoilclinicflourzcube","Cities","3",797.36
"maxoilclinicflourzcube","Cities","4",831.32
"maxoilclinicflourzcube","Cities","5",850.67
"maxoilclinicflourzcube","Cities","6",871.01
"maxoilclinicflourzcube","Cities","7",889.36
"maxoilclinicflourzcube","Cities","8",907.70
"maxoilclinicflourzcube","Cities","9",924.43
"maxoilclinicflourzcube","Cities","10",940.15
"maxoilcubevasflourzcube","North","1",1634.30
"maxoilcubevasflourzcube","North","2",1646.47
"maxoilcubevasflourzcube","North","3",1924.11
"maxoilcubevasflourzcube","North","4",2072.05
"maxoilcubevasflourzcube","North","5",2101.64
"maxoilcubevasflourzcube","North","6",2134.09
"maxoilcubevasflourzcube","North","7",2170.39
"maxoilcubevasflourzcube","North","8",2210.48
"maxoilcubevasflourzcube","North","9",2253.51
"maxoilcubevasflourzcube","North","10",2301.18
"maxoilcubevasflourzcube","South","1",1053.55
"maxoilcubevasflourzcube","South","2",1060.15
"maxoilcubevasflourzcube","South","3",1206.88
"maxoilcubevasflourzcube","South","4",1388.65
"maxoilcubevasflourzcube","South","5",1394.42
"maxoilcubevasflourzcube","South","6",1400.27
"maxoilcubevasflourzcube","South","7",1405.20
"maxoilcubevasflourzcube","South","8",1409.05
"maxoilcubevasflourzcube","South","9",1411.97
"maxoilcubevasflourzcube","South","10",1412.90
"maxoilcubevasflourzcube","Cities","1",736.88
"maxoilcubevasflourzcube","Cities","2",758.23
